month,loan_type,account_count,share_of_month,dimension,dpd,risk_segment,status,schema_version
2024-04,,310,0.2454473475851148,status,,,ACTIVE,
2024-04,,303,0.23990498812351543,status,,,CLOSED,
2024-04,,321,0.25415676959619954,status,,,PAID,
2024-04,,329,0.2604908946951702,status,,,WRITEOFF,
2024-05,,305,0.236985236985237,status,,,ACTIVE,
2024-05,,339,0.2634032634032634,status,,,CLOSED,
2024-05,,326,0.2533022533022533,status,,,PAID,
2024-05,,317,0.2463092463092463,status,,,WRITEOFF,
2024-06,,304,0.24938474159146842,status,,,ACTIVE,
2024-06,,311,0.2551271534044299,status,,,CLOSED,
2024-06,,324,0.26579163248564397,status,,,PAID,
2024-06,,280,0.22969647251845776,status,,,WRITEOFF,
2024-07,,344,0.2598187311178248,status,,,ACTIVE,
2024-07,,334,0.25226586102719034,status,,,CLOSED,
2024-07,,325,0.24546827794561935,status,,,PAID,
2024-07,,321,0.24244712990936557,status,,,WRITEOFF,
2024-08,,339,0.2496318114874816,status,,,ACTIVE,
2024-08,,340,0.2503681885125184,status,,,CLOSED,
2024-08,,348,0.25625920471281294,status,,,PAID,
2024-08,,331,0.24374079528718703,status,,,WRITEOFF,
2024-09,,315,0.23755656108597284,status,,,ACTIVE,
2024-09,,324,0.24434389140271492,status,,,CLOSED,
2024-09,,352,0.2654600301659125,status,,,PAID,
2024-09,,335,0.2526395173453997,status,,,WRITEOFF,
2024-10,,371,0.2723935389133627,status,,,ACTIVE,
2024-10,,315,0.23127753303964757,status,,,CLOSED,
2024-10,,350,0.25697503671071953,status,,,PAID,
2024-10,,326,0.2393538913362702,status,,,WRITEOFF,
2024-11,,321,0.24922360248447206,status,,,ACTIVE,
2024-11,,354,0.2748447204968944,status,,,CLOSED,
2024-11,,307,0.23835403726708074,status,,,PAID,
2024-11,,306,0.2375776397515528,status,,,WRITEOFF,
2024-12,,311,0.23813169984686064,status,,,ACTIVE,
2024-12,,338,0.25880551301684535,status,,,CLOSED,
2024-12,,311,0.23813169984686064,status,,,PAID,
2024-12,,346,0.2649310872894334,status,,,WRITEOFF,
2025-01,,317,0.23798798798798798,status,,,ACTIVE,
2025-01,,345,0.25900900900900903,status,,,CLOSED,
2025-01,,347,0.2605105105105105,status,,,PAID,
2025-01,,323,0.2424924924924925,status,,,WRITEOFF,
2025-02,,304,0.24675324675324675,status,,,ACTIVE,
2025-02,,316,0.2564935064935065,status,,,CLOSED,
2025-02,,317,0.2573051948051948,status,,,PAID,
2025-02,,295,0.23944805194805194,status,,,WRITEOFF,
2025-03,,339,0.25018450184501845,status,,,ACTIVE,
2025-03,,335,0.24723247232472326,status,,,CLOSED,
2025-03,,338,0.24944649446494466,status,,,PAID,
2025-03,,343,0.25313653136531367,status,,,WRITEOFF,
2025-04,,306,0.24324324324324326,status,,,ACTIVE,
2025-04,,314,0.24960254372019078,status,,,CLOSED,
2025-04,,300,0.2384737678855326,status,,,PAID,
2025-04,,338,0.2686804451510334,status,,,WRITEOFF,
2025-05,,348,0.27336999214454044,status,,,ACTIVE,
2025-05,,325,0.25530243519245877,status,,,CLOSED,
2025-05,,299,0.23487824037706206,status,,,PAID,
2025-05,,301,0.23644933228593873,status,,,WRITEOFF,
2025-06,,312,0.2484076433121019,status,,,ACTIVE,
2025-06,,325,0.2587579617834395,status,,,CLOSED,
2025-06,,288,0.22929936305732485,status,,,PAID,
2025-06,,331,0.2635350318471338,status,,,WRITEOFF,
2025-07,,327,0.2546728971962617,status,,,ACTIVE,
2025-07,,326,0.2538940809968847,status,,,CLOSED,
2025-07,,302,0.235202492211838,status,,,PAID,
2025-07,,329,0.2562305295950156,status,,,WRITEOFF,
2025-08,,343,0.25925925925925924,status,,,ACTIVE,
2025-08,,339,0.2562358276643991,status,,,CLOSED,
2025-08,,318,0.24036281179138322,status,,,PAID,
2025-08,,323,0.24414210128495842,status,,,WRITEOFF,
2025-09,,339,0.2490815576781778,status,,,ACTIVE,
2025-09,,345,0.25349008082292435,status,,,CLOSED,
2025-09,,337,0.2476120499632623,status,,,PAID,
2025-09,,340,0.24981631153563555,status,,,WRITEOFF,
2025-10,,327,0.2467924528301887,status,,,ACTIVE,
2025-10,,303,0.22867924528301886,status,,,CLOSED,
2025-10,,350,0.2641509433962264,status,,,PAID,
2025-10,,345,0.26037735849056604,status,,,WRITEOFF,
2025-11,,324,0.2583732057416268,status,,,ACTIVE,
2025-11,,308,0.24561403508771928,status,,,CLOSED,
2025-11,,287,0.22886762360446572,status,,,PAID,
2025-11,,335,0.2671451355661882,status,,,WRITEOFF,
2024-01,,460,0.3508771929824561,schema_version,,,,v1
2024-01,,443,0.33790999237223496,schema_version,,,,v2
2024-01,,408,0.3112128146453089,schema_version,,,,v3
2024-02,,423,0.325635103926097,schema_version,,,,v1
2024-02,,450,0.3464203233256351,schema_version,,,,v2
2024-02,,426,0.3279445727482679,schema_version,,,,v3
2024-03,,452,0.32193732193732194,schema_version,,,,v1
2024-03,,480,0.3418803418803419,schema_version,,,,v2
2024-03,,472,0.33618233618233617,schema_version,,,,v3
2024-04,,430,0.3404592240696754,schema_version,,,,v1
2024-04,,446,0.35312747426761676,schema_version,,,,v2
2024-04,,387,0.30641330166270786,schema_version,,,,v3
2024-05,,450,0.34965034965034963,schema_version,,,,v1
2024-05,,410,0.3185703185703186,schema_version,,,,v2
2024-05,,427,0.3317793317793318,schema_version,,,,v3
2024-06,,390,0.3199343724364233,schema_version,,,,v1
2024-06,,409,0.3355209187858901,schema_version,,,,v2
2024-06,,420,0.3445447087776866,schema_version,,,,v3
2024-07,,456,0.34441087613293053,schema_version,,,,v1
2024-07,,462,0.34894259818731116,schema_version,,,,v2
2024-07,,406,0.3066465256797583,schema_version,,,,v3
2024-08,,449,0.33063328424153166,schema_version,,,,v1
2024-08,,451,0.3321060382916053,schema_version,,,,v2
2024-08,,458,0.33726067746686306,schema_version,,,,v3
2024-09,,427,0.3220211161387632,schema_version,,,,v1
2024-09,,457,0.34464555052790347,schema_version,,,,v2
2024-09,,442,0.3333333333333333,schema_version,,,,v3
2024-10,,448,0.328928046989721,schema_version,,,,v1
2024-10,,450,0.3303964757709251,schema_version,,,,v2
2024-10,,464,0.3406754772393539,schema_version,,,,v3
2024-11,,471,0.3656832298136646,schema_version,,,,v1
2024-11,,419,0.3253105590062112,schema_version,,,,v2
2024-11,,398,0.3090062111801242,schema_version,,,,v3
2024-12,,441,0.33767228177641656,schema_version,,,,v1
2024-12,,440,0.33690658499234305,schema_version,,,,v2
2024-12,,425,0.32542113323124044,schema_version,,,,v3
2025-01,,479,0.35960960960960964,schema_version,,,,v1
2025-01,,437,0.3280780780780781,schema_version,,,,v2
2025-01,,416,0.3123123123123123,schema_version,,,,v3
2025-02,,443,0.35957792207792205,schema_version,,,,v1
2025-02,,382,0.31006493506493504,schema_version,,,,v2
2025-02,,407,0.33035714285714285,schema_version,,,,v3
2025-03,,443,0.32693726937269374,schema_version,,,,v1
2025-03,,464,0.34243542435424357,schema_version,,,,v2
2025-03,,448,0.33062730627306275,schema_version,,,,v3
2025-04,,440,0.3497615262321145,schema_version,,,,v1
2025-04,,421,0.33465818759936405,schema_version,,,,v2
2025-04,,397,0.31558028616852146,schema_version,,,,v3
2025-05,,452,0.35506677140612725,schema_version,,,,v1
2025-05,,423,0.3322859387274156,schema_version,,,,v2
2025-05,,398,0.3126472898664572,schema_version,,,,v3
2025-06,,419,0.3335987261146497,schema_version,,,,v1
2025-06,,441,0.35111464968152867,schema_version,,,,v2
2025-06,,396,0.31528662420382164,schema_version,,,,v3
2025-07,,439,0.34190031152647976,schema_version,,,,v1
2025-07,,432,0.3364485981308411,schema_version,,,,v2
2025-07,,413,0.32165109034267914,schema_version,,,,v3
2025-08,,459,0.3469387755102041,schema_version,,,,v1
2025-08,,407,0.30763416477702193,schema_version,,,,v2
2025-08,,457,0.345427059712774,schema_version,,,,v3
2025-09,,426,0.3130051432770022,schema_version,,,,v1
2025-09,,452,0.33210874357090375,schema_version,,,,v2
2025-09,,483,0.35488611315209406,schema_version,,,,v3
2025-10,,449,0.3388679245283019,schema_version,,,,v1
2025-10,,447,0.3373584905660377,schema_version,,,,v2
2025-10,,429,0.3237735849056604,schema_version,,,,v3
2025-11,,406,0.3237639553429027,schema_version,,,,v1
2025-11,,403,0.32137161084529503,schema_version,,,,v2
2025-11,,445,0.3548644338118022,schema_version,,,,v3
