agent_id,accounts,recovered_accounts,recovery_amount,recovery_rate
AGT0000544,90,39,4748561.68,0.43333333333333335
AGT0000545,100,48,6453984.08,0.48
AGT0000546,94,46,6760891.28,0.48936170212765956
AGT0000547,80,34,4984860.02,0.425
AGT0000548,96,50,6843312.77,0.5208333333333334
AGT0000549,75,29,3946518.55,0.38666666666666666
AGT0000550,91,44,5970249.2299999995,0.4835164835164835
AGT0000551,115,53,6896977.68,0.4608695652173913
AGT0000552,72,28,3504261.85,0.3888888888888889
AGT0000553,94,41,6590941.29,0.43617021276595747
AGT0000554,108,41,6172210.74,0.37962962962962965
AGT0000555,96,49,7151264.87,0.5104166666666666
AGT0000556,96,44,7197717.05,0.4583333333333333
AGT0000557,87,33,5849455.47,0.3793103448275862
AGT0000558,79,31,5548781.77,0.3924050632911392
AGT0000559,106,40,6671591.37,0.37735849056603776
AGT0000560,72,24,3694163.15,0.3333333333333333
AGT0000561,96,40,6459985.72,0.4166666666666667
AGT0000562,95,48,7075887.48,0.5052631578947369
AGT0000563,97,49,7769550.78,0.5051546391752577
AGT0000564,87,41,5088804.97,0.47126436781609193
AGT0000565,82,32,3232541.98,0.3902439024390244
AGT0000566,84,31,4825148.13,0.36904761904761907
AGT0000567,91,48,6007891.82,0.5274725274725275
AGT0000568,79,35,5583930.99,0.4430379746835443
AGT0000569,76,35,5432975.92,0.4605263157894737
AGT0000570,83,31,5318028.01,0.37349397590361444
AGT0000571,96,38,6817161.3100000005,0.3958333333333333
AGT0000572,97,45,6238757.88,0.4639175257731959
AGT0000573,88,37,4814901.84,0.42045454545454547
AGT0000574,94,37,5182631.8,0.39361702127659576
AGT0000575,84,31,4730443.4,0.36904761904761907
AGT0000576,81,31,4257835.39,0.38271604938271603
AGT0000577,99,46,8098682.140000001,0.46464646464646464
AGT0000578,83,42,5106258.1,0.5060240963855421
AGT0000579,85,36,4346999.85,0.4235294117647059
AGT0000580,82,46,5112928.63,0.5609756097560976
AGT0000581,93,42,5782853.22,0.45161290322580644
AGT0000582,85,32,3873366.05,0.3764705882352941
AGT0000583,97,37,5531194.06,0.38144329896907214
AGT0000584,84,26,4195610.98,0.30952380952380953
AGT0000585,91,37,5761385.11,0.4065934065934066
AGT0000586,95,37,5102669.8,0.3894736842105263
AGT0000587,75,40,5731022.25,0.5333333333333333
AGT0000588,87,36,5331115.48,0.41379310344827586
AGT0000589,70,34,4918281.98,0.4857142857142857
AGT0000590,96,36,5902373.58,0.375
AGT0000591,97,51,7132825.81,0.5257731958762887
AGT0000592,89,47,6684462.41,0.5280898876404494
AGT0000593,76,36,5452863.1,0.47368421052631576
AGT0000594,102,47,6625213.35,0.46078431372549017
AGT0000595,86,38,4912484.83,0.4418604651162791
AGT0000596,72,29,4571841.36,0.4027777777777778
AGT0000597,80,35,5036732.55,0.4375
AGT0000598,84,37,4895281.44,0.44047619047619047
AGT0000599,95,38,4697586.47,0.4
AGT0000600,86,36,5544722.0,0.4186046511627907
AGT0000601,107,50,7758137.99,0.4672897196261682
AGT0000602,99,40,4642865.82,0.40404040404040403
AGT0000603,91,43,5611588.47,0.4725274725274725
AGT0000604,91,41,7140836.49,0.45054945054945056
AGT0000605,91,41,7627485.07,0.45054945054945056
AGT0000606,104,50,7176905.95,0.4807692307692308
AGT0000607,81,34,6361546.7700000005,0.41975308641975306
AGT0000608,92,39,6153210.12,0.42391304347826086
AGT0000609,78,34,4809978.93,0.4358974358974359
AGT0000610,78,32,3851383.65,0.41025641025641024
AGT0000611,95,44,5877296.06,0.4631578947368421
AGT0000612,88,44,5756608.21,0.5
AGT0000613,68,30,3652072.57,0.4411764705882353
AGT0000614,67,26,4441643.29,0.3880597014925373
AGT0000615,96,45,5662367.26,0.46875
AGT0000616,97,42,5819488.3100000005,0.4329896907216495
AGT0000617,99,46,6232301.09,0.46464646464646464
AGT0000618,91,41,5842540.78,0.45054945054945056
AGT0000619,76,36,5706764.28,0.47368421052631576
AGT0000620,72,32,4552887.79,0.4444444444444444
AGT0000621,92,36,6809698.76,0.391304347826087
AGT0000622,105,50,7731705.1,0.47619047619047616
AGT0000623,87,33,5064437.79,0.3793103448275862
AGT0000624,87,43,5726783.25,0.4942528735632184
AGT0000625,84,40,5099796.74,0.47619047619047616
AGT0000626,71,30,3679016.7,0.4225352112676056
AGT0000627,99,55,8193488.36,0.5555555555555556
AGT0000628,79,35,4132107.55,0.4430379746835443
AGT0000629,78,28,3930984.99,0.358974358974359
AGT0000630,83,34,4233475.53,0.40963855421686746
AGT0000631,94,41,5011682.67,0.43617021276595747
AGT0000632,82,30,3830434.9699999997,0.36585365853658536
AGT0000633,85,41,5581402.55,0.4823529411764706
AGT0000634,87,41,5639068.59,0.47126436781609193
AGT0000635,79,41,6366781.69,0.5189873417721519
AGT0000636,81,36,5053278.7,0.4444444444444444
AGT0000637,83,31,5398539.7,0.37349397590361444
AGT0000638,81,41,5779584.75,0.5061728395061729
AGT0000639,95,35,4551975.4,0.3684210526315789
AGT0000640,100,34,5001367.79,0.34
AGT0000641,81,43,6241514.41,0.5308641975308642
AGT0000642,74,35,4775125.42,0.47297297297297297
AGT0000643,87,38,4364134.86,0.4367816091954023
AGT0000644,82,29,4754618.4,0.35365853658536583
AGT0000645,90,46,6058691.79,0.5111111111111111
AGT0000646,73,35,4722785.02,0.4794520547945205
AGT0000647,102,39,6644968.06,0.38235294117647056
AGT0000648,83,35,5356556.8,0.42168674698795183
AGT0000649,77,23,3603083.36,0.2987012987012987
AGT0000650,100,44,5600990.49,0.44
AGT0000651,97,50,6791055.34,0.5154639175257731
AGT0000652,74,34,4075545.52,0.4594594594594595
AGT0000653,89,37,6695681.71,0.4157303370786517
AGT0000654,89,40,5999187.62,0.449438202247191
AGT0000655,108,52,7534510.66,0.48148148148148145
AGT0000656,87,39,5113907.87,0.4482758620689655
AGT0000657,78,34,6026992.43,0.4358974358974359
AGT0000658,86,42,5872111.14,0.4883720930232558
AGT0000659,81,36,4566835.51,0.4444444444444444
AGT0000660,86,42,6506176.76,0.4883720930232558
AGT0000661,90,36,5069362.55,0.4
AGT0000662,88,36,5094117.7299999995,0.4090909090909091
AGT0000663,89,34,4331221.43,0.38202247191011235
AGT0000664,79,36,4881771.21,0.45569620253164556
AGT0000665,96,43,5695763.8,0.4479166666666667
AGT0000666,80,47,6802815.13,0.5875
AGT0000667,69,36,5811438.5200000005,0.5217391304347826
AGT0000668,102,43,7097793.84,0.4215686274509804
AGT0000669,109,55,6907974.26,0.5045871559633027
AGT0000670,84,34,6362362.63,0.40476190476190477
AGT0000671,91,47,6450490.4,0.5164835164835165
AGT0000672,86,32,4705456.29,0.37209302325581395
AGT0000673,105,38,5996152.67,0.3619047619047619
AGT0000674,92,38,5230933.84,0.41304347826086957
AGT0000675,77,38,5063731.38,0.4935064935064935
AGT0000676,89,44,5604950.63,0.4943820224719101
AGT0000677,91,42,6248930.7299999995,0.46153846153846156
AGT0000678,87,43,6352295.39,0.4942528735632184
AGT0000679,88,39,5023133.26,0.4431818181818182
AGT0000680,72,31,4644744.07,0.4305555555555556
AGT0000681,84,41,5667864.36,0.4880952380952381
AGT0000682,107,48,6323360.66,0.4485981308411215
AGT0000683,83,38,4545435.92,0.4578313253012048
AGT0000684,79,36,4219357.97,0.45569620253164556
AGT0000685,88,41,6169052.88,0.4659090909090909
AGT0000686,86,44,6178520.13,0.5116279069767442
AGT0000687,94,34,5249783.65,0.3617021276595745
AGT0000688,83,36,4951899.47,0.43373493975903615
AGT0000689,86,32,5111182.3,0.37209302325581395
AGT0000690,87,37,5926017.81,0.42528735632183906
AGT0000691,97,43,5639930.49,0.44329896907216493
AGT0000692,72,32,5290687.52,0.4444444444444444
AGT0000693,78,35,5352847.18,0.44871794871794873
AGT0000694,103,50,8721068.879999999,0.4854368932038835
AGT0000695,94,46,5721989.03,0.48936170212765956
AGT0000696,92,42,5899698.75,0.45652173913043476
AGT0000697,84,41,5850145.95,0.4880952380952381
AGT0000698,59,24,3881316.65,0.4067796610169492
AGT0000699,69,26,3619371.7600000002,0.37681159420289856
AGT0000700,94,42,7357516.21,0.44680851063829785
AGT0000701,106,46,7021266.53,0.4339622641509434
AGT0000702,77,38,4154604.92,0.4935064935064935
AGT0000703,81,34,5190085.78,0.41975308641975306
AGT0000704,83,33,4969863.61,0.39759036144578314
AGT0000705,79,38,5063726.91,0.4810126582278481
AGT0000706,90,36,5066983.64,0.4
AGT0000707,112,43,7980071.39,0.38392857142857145
AGT0000708,77,36,4475699.91,0.4675324675324675
AGT0000709,87,40,4813391.76,0.45977011494252873
AGT0000710,83,34,4901757.54,0.40963855421686746
AGT0000711,82,47,5641676.31,0.573170731707317
AGT0000712,101,41,6744822.02,0.40594059405940597
AGT0000713,85,48,5910352.87,0.5647058823529412
AGT0000714,86,31,4807193.14,0.36046511627906974
AGT0000715,77,33,4304916.3,0.42857142857142855
AGT0000716,93,52,6246989.92,0.5591397849462365
AGT0000717,85,40,6728673.9,0.47058823529411764
AGT0000718,99,46,5129683.31,0.46464646464646464
AGT0000719,81,44,6313905.45,0.5432098765432098
AGT0000720,109,43,5461563.72,0.3944954128440367
AGT0000721,97,48,6929772.32,0.4948453608247423
AGT0000722,82,32,5309063.56,0.3902439024390244
AGT0000723,92,39,5915669.28,0.42391304347826086
AGT0000724,90,36,5656183.15,0.4
AGT0000725,88,38,6080408.29,0.4318181818181818
AGT0000726,92,43,6361570.67,0.4673913043478261
AGT0000727,86,32,4558728.78,0.37209302325581395
AGT0000728,88,34,5039481.38,0.38636363636363635
AGT0000729,89,41,6206997.08,0.4606741573033708
AGT0000730,89,44,7062581.3,0.4943820224719101
AGT0000731,89,36,5386143.95,0.4044943820224719
AGT0000732,91,40,6503815.65,0.43956043956043955
AGT0000733,92,43,6181908.0,0.4673913043478261
AGT0000734,82,40,5183895.25,0.4878048780487805
AGT0000735,91,37,7193501.45,0.4065934065934066
AGT0000736,79,41,5642932.54,0.5189873417721519
AGT0000737,91,44,7115695.32,0.4835164835164835
AGT0000738,89,32,4304515.26,0.3595505617977528
AGT0000739,84,33,5588412.0,0.39285714285714285
AGT0000740,95,36,5605895.98,0.37894736842105264
AGT0000741,78,33,5199868.68,0.4230769230769231
AGT0000742,90,32,4671615.12,0.35555555555555557
AGT0000743,88,38,6234551.4,0.4318181818181818
AGT0000744,84,38,5956258.2,0.4523809523809524
AGT0000745,87,41,6317541.21,0.47126436781609193
AGT0000746,95,40,5600244.18,0.42105263157894735
AGT0000747,98,48,7146101.27,0.4897959183673469
AGT0000748,71,26,3663121.85,0.36619718309859156
AGT0000749,93,43,6489252.21,0.46236559139784944
AGT0000750,78,40,4614323.29,0.5128205128205128
AGT0000751,98,37,6050325.2,0.37755102040816324
AGT0000752,80,34,5232501.29,0.425
AGT0000753,86,35,6809038.79,0.4069767441860465
AGT0000754,93,41,6472027.68,0.44086021505376344
AGT0000755,85,38,5865477.149999999,0.4470588235294118
AGT0000756,81,32,4859289.42,0.3950617283950617
AGT0000757,88,34,4698476.07,0.38636363636363635
AGT0000758,80,34,4809542.71,0.425
AGT0000759,90,43,5637724.81,0.4777777777777778
AGT0000760,98,45,6473568.17,0.45918367346938777
AGT0000761,77,32,4177383.55,0.4155844155844156
AGT0000762,81,32,4382499.36,0.3950617283950617
AGT0000763,105,42,5978982.27,0.4
AGT0000764,82,38,4970396.57,0.4634146341463415
AGT0000765,87,43,6256116.92,0.4942528735632184
AGT0000766,96,33,4711737.7,0.34375
AGT0000767,101,44,5940769.88,0.43564356435643564
AGT0000768,88,37,5915903.03,0.42045454545454547
AGT0000769,94,43,6903294.7,0.4574468085106383
AGT0000770,92,41,5164831.55,0.44565217391304346
AGT0000771,81,40,5882841.22,0.49382716049382713
AGT0000772,74,31,4255537.16,0.4189189189189189
AGT0000773,83,29,4243393.02,0.3493975903614458
AGT0000774,99,45,6595463.44,0.45454545454545453
AGT0000775,87,30,5267437.93,0.3448275862068966
AGT0000776,70,32,4840536.95,0.45714285714285713
AGT0000777,81,39,5427909.37,0.48148148148148145
AGT0000778,77,31,4607605.72,0.4025974025974026
AGT0000779,81,40,5258826.79,0.49382716049382713
AGT0000780,72,38,5423545.18,0.5277777777777778
AGT0000781,82,36,4736418.07,0.43902439024390244
AGT0000782,114,53,9125795.76,0.4649122807017544
AGT0000783,80,36,5329643.16,0.45
AGT0000784,71,26,3711179.62,0.36619718309859156
AGT0000785,86,43,4869587.32,0.5
AGT0000786,101,40,5389601.97,0.39603960396039606
AGT0000787,78,36,6343355.72,0.46153846153846156
AGT0000788,96,44,7281965.33,0.4583333333333333
AGT0000789,107,44,6287254.41,0.411214953271028
AGT0000790,73,31,5023229.35,0.4246575342465753
AGT0000791,85,37,6222719.42,0.43529411764705883
AGT0000792,73,32,4899789.94,0.4383561643835616
AGT0000793,99,48,7393407.7,0.48484848484848486
AGT0000794,77,35,5018523.58,0.45454545454545453
AGT0000795,77,32,4866973.99,0.4155844155844156
AGT0000796,97,42,5380351.45,0.4329896907216495
AGT0000797,107,46,6461090.53,0.42990654205607476
AGT0000798,95,42,5839147.05,0.4421052631578947
AGT0000799,92,41,5959219.12,0.44565217391304346
AGT0000800,92,43,5628587.32,0.4673913043478261
AGT0000801,84,35,5977931.99,0.4166666666666667
AGT0000802,88,42,6378035.07,0.4772727272727273
AGT0000803,92,33,6063602.84,0.358695652173913
AGT0000804,97,36,5642573.21,0.3711340206185567
AGT0000805,86,41,5320280.0,0.47674418604651164
AGT0000806,94,50,7158027.67,0.5319148936170213
AGT0000807,88,33,5342907.1,0.375
AGT0000808,92,35,5179409.2,0.3804347826086957
AGT0000809,98,47,6075711.05,0.47959183673469385
AGT0000810,88,43,6130458.67,0.48863636363636365
AGT0000811,81,33,5208097.0,0.4074074074074074
AGT0000812,68,29,3932474.81,0.4264705882352941
AGT0000813,91,38,4667822.41,0.4175824175824176
AGT0000814,84,50,5899098.92,0.5952380952380952
AGT0000815,93,41,4440913.83,0.44086021505376344
AGT0000816,74,30,4635400.46,0.40540540540540543
AGT0000817,90,33,4360574.1,0.36666666666666664
AGT0000818,100,36,4676819.84,0.36
AGT0000819,90,38,4993803.31,0.4222222222222222
AGT0000820,90,40,6410552.32,0.4444444444444444
AGT0000821,82,35,4948902.4399999995,0.4268292682926829
AGT0000822,76,42,6245659.49,0.5526315789473685
AGT0000823,97,44,6009993.8,0.4536082474226804
AGT0000824,80,33,3964651.43,0.4125
AGT0000825,80,40,4669206.47,0.5
AGT0000826,81,35,5359994.03,0.43209876543209874
AGT0000827,96,45,6334590.05,0.46875
AGT0000828,90,38,6247891.13,0.4222222222222222
AGT0000829,109,46,7435270.01,0.42201834862385323
AGT0000830,100,49,6507143.71,0.49
AGT0000831,83,39,5423548.99,0.46987951807228917
AGT0000832,73,32,4399981.7,0.4383561643835616
AGT0000833,98,46,7168494.43,0.46938775510204084
AGT0000834,99,35,5714018.54,0.35353535353535354
AGT0000835,80,32,4908388.53,0.4
AGT0000836,89,46,6885839.23,0.5168539325842697
AGT0000837,70,32,4662669.41,0.45714285714285713
AGT0000838,80,33,4828904.91,0.4125
AGT0000839,93,49,5894252.04,0.5268817204301075
AGT0000840,89,42,5868085.72,0.47191011235955055
AGT0000841,94,48,6749030.33,0.5106382978723404
AGT0000842,80,37,5060492.0,0.4625
AGT0000843,78,35,5056254.5,0.44871794871794873
AGT0000844,77,42,5324949.93,0.5454545454545454
AGT0000845,95,52,6944015.87,0.5473684210526316
AGT0000846,93,32,4320999.87,0.34408602150537637
AGT0000847,100,48,6694255.68,0.48
AGT0000848,100,49,6313551.37,0.49
AGT0000849,79,40,5072108.24,0.5063291139240507
AGT0000850,77,33,5656588.64,0.42857142857142855
AGT0000851,89,43,5647014.15,0.48314606741573035
AGT0000852,66,37,5912987.7,0.5606060606060606
AGT0000853,96,38,4616477.05,0.3958333333333333
AGT0000854,95,43,6693297.3,0.45263157894736844
AGT0000855,87,41,6467519.68,0.47126436781609193
AGT0000856,92,47,6361541.93,0.5108695652173914
AGT0000857,76,32,5835795.56,0.42105263157894735
AGT0000858,92,41,5220155.96,0.44565217391304346
AGT0000859,90,42,5465731.2,0.4666666666666667
AGT0000860,77,36,4749862.5,0.4675324675324675
AGT0000861,94,38,6127462.32,0.40425531914893614
AGT0000862,76,36,5522883.79,0.47368421052631576
AGT0000863,84,39,5661355.27,0.4642857142857143
AGT0000864,103,44,6867412.71,0.42718446601941745
AGT0000865,100,39,4934153.16,0.39
AGT0000866,79,30,5568468.16,0.379746835443038
AGT0000867,91,36,6893306.06,0.3956043956043956
AGT0000868,86,35,5023682.59,0.4069767441860465
AGT0000869,98,42,6876576.18,0.42857142857142855
AGT0000870,90,50,7628322.17,0.5555555555555556
AGT0000871,84,40,6032593.69,0.47619047619047616
AGT0000872,91,41,5458735.02,0.45054945054945056
AGT0000873,100,47,6600083.94,0.47
AGT0000874,86,36,7151533.64,0.4186046511627907
AGT0000875,99,38,5666986.93,0.3838383838383838
AGT0000876,72,31,4334589.4,0.4305555555555556
AGT0000877,99,41,5975353.32,0.41414141414141414
AGT0000878,73,30,3868363.63,0.410958904109589
AGT0000879,75,36,5106215.5,0.48
AGT0000880,98,43,6823096.06,0.4387755102040816
AGT0000881,87,37,5212647.75,0.42528735632183906
AGT0000882,76,32,4737256.58,0.42105263157894735
AGT0000883,74,32,4272951.33,0.43243243243243246
AGT0000884,83,33,4789968.899999999,0.39759036144578314
AGT0000885,107,53,6774766.67,0.4953271028037383
AGT0000886,95,39,4525602.52,0.4105263157894737
AGT0000887,77,34,4377773.95,0.44155844155844154
AGT0000888,87,49,7189899.35,0.5632183908045977
AGT0000889,83,41,5733561.61,0.4939759036144578
AGT0000890,94,42,6017940.44,0.44680851063829785
AGT0000891,105,44,5998874.7700000005,0.41904761904761906
AGT0000892,94,42,6423763.01,0.44680851063829785
AGT0000893,94,47,5545112.94,0.5
AGT0000894,91,41,4546542.6899999995,0.45054945054945056
AGT0000895,96,41,5213640.100000001,0.4270833333333333
AGT0000896,83,39,5634690.19,0.46987951807228917
AGT0000897,100,47,7946609.46,0.47
AGT0000898,87,38,5024892.36,0.4367816091954023
AGT0000899,82,46,7029014.74,0.5609756097560976
AGT0000900,96,44,7059556.18,0.4583333333333333
AGT0000901,87,43,5392592.71,0.4942528735632184
AGT0000902,77,33,4140149.3,0.42857142857142855
AGT0000903,82,40,5469333.95,0.4878048780487805
AGT0000904,90,40,4497880.79,0.4444444444444444
AGT0000905,103,41,4623753.87,0.39805825242718446
AGT0000906,98,40,5044860.38,0.40816326530612246
AGT0000907,83,38,4255705.26,0.4578313253012048
AGT0000908,107,41,5728359.31,0.38317757009345793
AGT0000909,95,36,5388730.1,0.37894736842105264
AGT0000910,80,40,4723828.03,0.5
AGT0000911,85,41,6320187.87,0.4823529411764706
AGT0000912,87,36,4337951.51,0.41379310344827586
AGT0000913,100,42,5882458.62,0.42
AGT0000914,95,38,6167209.79,0.4
AGT0000915,79,36,4423517.08,0.45569620253164556
AGT0000916,100,46,6185570.38,0.46
AGT0000917,86,37,5657687.71,0.43023255813953487
AGT0000918,88,35,5579603.49,0.3977272727272727
AGT0000919,91,38,4647591.84,0.4175824175824176
AGT0000920,95,32,4730538.17,0.3368421052631579
AGT0000921,93,47,6126404.08,0.5053763440860215
AGT0000922,101,54,7119767.15,0.5346534653465347
AGT0000923,74,29,4032271.0,0.3918918918918919
AGT0000924,81,37,4953216.49,0.4567901234567901
AGT0000925,90,37,5747085.19,0.4111111111111111
AGT0000926,88,41,6277717.2700000005,0.4659090909090909
AGT0000927,70,30,3602675.56,0.42857142857142855
AGT0000928,99,46,6711108.35,0.46464646464646464
AGT0000929,93,38,6057713.32,0.40860215053763443
AGT0000930,76,39,5042152.6,0.5131578947368421
AGT0000931,84,42,6079897.77,0.5
AGT0000932,103,48,6430244.87,0.46601941747572817
AGT0000933,94,49,7017273.59,0.5212765957446809
AGT0000934,91,37,5985074.83,0.4065934065934066
AGT0000935,92,35,6340316.87,0.3804347826086957
AGT0000936,90,37,4240145.69,0.4111111111111111
AGT0000937,82,49,6052205.62,0.5975609756097561
AGT0000938,85,44,5388460.03,0.5176470588235295
AGT0000939,106,45,7051938.36,0.42452830188679247
AGT0000940,96,46,6320350.06,0.4791666666666667
AGT0000941,80,40,6070916.9799999995,0.5
AGT0000942,84,42,5733858.35,0.5
AGT0000943,80,43,7575322.96,0.5375
AGT0000944,98,42,5770333.52,0.42857142857142855
AGT0000945,86,42,6033101.99,0.4883720930232558
AGT0000946,98,48,6087971.3,0.4897959183673469
AGT0000947,93,48,7325332.11,0.5161290322580645
AGT0000948,95,40,5721410.65,0.42105263157894735
AGT0000949,94,46,6464465.33,0.48936170212765956
AGT0000950,80,39,5087344.4799999995,0.4875
AGT0000951,78,40,4828401.81,0.5128205128205128
AGT0000952,71,24,3567083.34,0.3380281690140845
AGT0000953,83,36,5139480.44,0.43373493975903615
AGT0000954,88,35,5067280.0,0.3977272727272727
AGT0000955,92,44,6951328.64,0.4782608695652174
AGT0000956,88,41,6228053.63,0.4659090909090909
AGT0000957,84,45,6327695.6,0.5357142857142857
AGT0000958,87,32,5273201.91,0.367816091954023
AGT0000959,82,36,5175472.13,0.43902439024390244
AGT0000960,113,55,8188681.19,0.48672566371681414
AGT0000961,82,35,5202522.28,0.4268292682926829
AGT0000962,89,36,6527655.74,0.4044943820224719
AGT0000963,90,43,6336185.7,0.4777777777777778
AGT0000964,85,39,5019540.91,0.4588235294117647
AGT0000965,66,31,5388476.62,0.4696969696969697
AGT0000966,97,48,6189842.05,0.4948453608247423
AGT0000967,78,33,4719084.06,0.4230769230769231
AGT0000968,84,39,5449413.46,0.4642857142857143
AGT0000969,89,41,5180467.46,0.4606741573033708
AGT0000970,85,40,5390677.8,0.47058823529411764
AGT0000971,91,45,6557499.97,0.4945054945054945
AGT0000972,95,41,6245599.36,0.43157894736842106
AGT0000973,83,37,5356598.95,0.4457831325301205
AGT0000974,77,32,5023504.51,0.4155844155844156
AGT0000975,93,41,5832608.13,0.44086021505376344
AGT0000976,97,55,6882319.01,0.5670103092783505
AGT0000977,85,36,5755999.11,0.4235294117647059
AGT0000978,78,36,3910225.06,0.46153846153846156
AGT0000979,91,38,5078963.11,0.4175824175824176
AGT0000980,99,41,6882308.3,0.41414141414141414
AGT0000981,82,35,6975382.24,0.4268292682926829
AGT0000982,107,50,7997107.87,0.4672897196261682
AGT0000983,98,43,5463971.3,0.4387755102040816
AGT0000984,82,37,4952857.62,0.45121951219512196
AGT0000985,92,42,6443935.64,0.45652173913043476
AGT0000986,76,31,4492025.49,0.40789473684210525
AGT0000987,76,36,4724087.32,0.47368421052631576
AGT0000988,81,35,4181777.72,0.43209876543209874
AGT0000989,103,49,6777905.32,0.47572815533980584
AGT0000990,89,35,5309624.53,0.39325842696629215
AGT0000991,90,38,6243073.41,0.4222222222222222
AGT0000992,85,36,4852869.98,0.4235294117647059
AGT0000993,117,53,7825660.91,0.452991452991453
AGT0000994,94,38,5345832.02,0.40425531914893614
AGT0000995,75,31,3640640.25,0.41333333333333333
AGT0000996,86,37,5182517.28,0.43023255813953487
AGT0000997,91,43,6140115.29,0.4725274725274725
AGT0000998,86,41,5446486.66,0.47674418604651164
AGT0000999,79,34,4711535.9,0.43037974683544306
AGT0001000,88,35,5129939.96,0.3977272727272727
,1768,767,114793143.0,0.4338235294117647
