account_id,recovered_account,recovery_amount,total_calls,total_attempts,call_exposure_group,attempt_exposure_group
ACC0002063,1,95560.89,2.0,3.0,Low,Medium
ACC0002064,1,138748.29,1.0,2.0,Low,Low
ACC0002065,0,0.0,2.0,3.0,Low,Medium
ACC0002066,0,0.0,3.0,3.0,Medium,Medium
ACC0002067,0,0.0,0.0,5.0,Low,Medium
ACC0002068,1,134781.17,0.0,3.0,Low,Medium
ACC0002069,0,0.0,0.0,7.0,Low,High
ACC0002070,1,54600.06,2.0,1.0,Low,Low
ACC0002071,1,14448.01,5.0,4.0,High,Medium
ACC0002072,0,0.0,2.0,4.0,Low,Medium
ACC0002073,0,0.0,3.0,5.0,Medium,Medium
ACC0002074,0,0.0,3.0,0.0,Medium,Low
ACC0002075,0,0.0,7.0,5.0,High,Medium
ACC0002076,0,0.0,3.0,4.0,Medium,Medium
ACC0002077,1,63647.22,1.0,6.0,Low,High
ACC0002078,1,64702.479999999996,4.0,1.0,Medium,Low
ACC0002079,0,0.0,1.0,0.0,Low,Low
ACC0002080,1,146516.58,4.0,4.0,Medium,Medium
ACC0002081,0,0.0,2.0,7.0,Low,High
ACC0002082,1,58157.07,2.0,2.0,Low,Low
ACC0002083,0,0.0,3.0,5.0,Medium,Medium
ACC0002084,0,0.0,1.0,1.0,Low,Low
ACC0002085,0,0.0,0.0,1.0,Low,Low
ACC0002086,0,0.0,2.0,5.0,Low,Medium
ACC0002087,1,128870.5,2.0,2.0,Low,Low
ACC0002088,0,0.0,3.0,2.0,Medium,Low
ACC0002089,0,0.0,4.0,7.0,Medium,High
ACC0002090,1,221164.82,2.0,6.0,Low,High
ACC0002091,0,0.0,2.0,9.0,Low,High
ACC0002092,1,28116.95,1.0,4.0,Low,Medium
ACC0002093,0,0.0,6.0,3.0,High,Medium
ACC0002094,0,0.0,1.0,0.0,Low,Low
ACC0002095,1,39938.18,5.0,3.0,High,Medium
ACC0002096,1,131669.89,3.0,2.0,Medium,Low
ACC0002097,0,0.0,1.0,6.0,Low,High
ACC0002098,1,20578.48,1.0,6.0,Low,High
ACC0002099,1,51932.15,2.0,4.0,Low,Medium
ACC0002100,1,20554.76,5.0,5.0,High,Medium
ACC0002101,0,0.0,5.0,6.0,High,High
ACC0002102,0,0.0,3.0,4.0,Medium,Medium
ACC0002103,0,0.0,1.0,4.0,Low,Medium
ACC0002104,1,21627.52,5.0,4.0,High,Medium
ACC0002105,0,0.0,1.0,3.0,Low,Medium
ACC0002106,0,0.0,1.0,3.0,Low,Medium
ACC0002107,1,68516.72,4.0,3.0,Medium,Medium
ACC0002108,1,134436.36,1.0,2.0,Low,Low
ACC0002109,0,0.0,4.0,5.0,Medium,Medium
ACC0002110,0,0.0,3.0,7.0,Medium,High
ACC0002111,1,339457.64,3.0,2.0,Medium,Low
ACC0002112,0,0.0,3.0,3.0,Medium,Medium
ACC0002113,1,77434.93,4.0,2.0,Medium,Low
ACC0002114,0,0.0,3.0,3.0,Medium,Medium
ACC0002115,1,245551.08000000002,4.0,4.0,Medium,Medium
ACC0002116,0,0.0,1.0,6.0,Low,High
ACC0002117,0,0.0,4.0,3.0,Medium,Medium
ACC0002118,0,0.0,3.0,3.0,Medium,Medium
ACC0002119,0,0.0,1.0,1.0,Low,Low
ACC0002120,0,0.0,5.0,2.0,High,Low
ACC0002121,1,25103.24,1.0,7.0,Low,High
ACC0002122,0,0.0,1.0,5.0,Low,Medium
ACC0002123,0,0.0,2.0,3.0,Low,Medium
ACC0002124,1,24688.64,2.0,10.0,Low,High
ACC0002125,0,0.0,5.0,3.0,High,Medium
ACC0002126,1,63955.48,2.0,5.0,Low,Medium
ACC0002127,0,0.0,3.0,7.0,Medium,High
ACC0002128,0,0.0,5.0,4.0,High,Medium
ACC0002129,0,0.0,2.0,8.0,Low,High
ACC0002130,0,0.0,1.0,5.0,Low,Medium
ACC0002131,0,0.0,6.0,6.0,High,High
ACC0002132,0,0.0,3.0,4.0,Medium,Medium
ACC0002133,0,0.0,5.0,0.0,High,Low
ACC0002134,0,0.0,6.0,1.0,High,Low
ACC0002135,0,0.0,2.0,2.0,Low,Low
ACC0002136,0,0.0,5.0,2.0,High,Low
ACC0002137,0,0.0,5.0,3.0,High,Medium
ACC0002138,0,0.0,4.0,2.0,Medium,Low
ACC0002139,1,116342.15,4.0,5.0,Medium,Medium
ACC0002140,0,0.0,2.0,2.0,Low,Low
ACC0002141,1,31147.53,2.0,2.0,Low,Low
ACC0002142,1,189710.64,3.0,4.0,Medium,Medium
ACC0002143,0,0.0,3.0,3.0,Medium,Medium
ACC0002144,0,0.0,1.0,6.0,Low,High
ACC0002145,1,186604.91999999998,3.0,3.0,Medium,Medium
ACC0002146,1,53264.12,6.0,1.0,High,Low
ACC0002147,0,0.0,1.0,3.0,Low,Medium
ACC0002148,0,0.0,5.0,2.0,High,Low
ACC0002149,1,18641.92,4.0,4.0,Medium,Medium
ACC0002150,1,77204.03,3.0,2.0,Medium,Low
ACC0002151,1,178216.07,2.0,2.0,Low,Low
ACC0002152,0,0.0,2.0,9.0,Low,High
ACC0002153,0,0.0,2.0,2.0,Low,Low
ACC0002154,1,115133.02,2.0,5.0,Low,Medium
ACC0002155,0,0.0,8.0,6.0,High,High
ACC0002156,0,0.0,5.0,4.0,High,Medium
ACC0002157,0,0.0,1.0,4.0,Low,Medium
ACC0002158,0,0.0,2.0,7.0,Low,High
ACC0002159,1,7531.0,7.0,3.0,High,Medium
ACC0002160,1,44510.2,2.0,3.0,Low,Medium
ACC0002161,1,141454.94,1.0,1.0,Low,Low
ACC0002162,0,0.0,1.0,4.0,Low,Medium
ACC0002163,0,0.0,1.0,3.0,Low,Medium
ACC0002164,1,166085.72999999998,1.0,1.0,Low,Low
ACC0002165,0,0.0,6.0,2.0,High,Low
ACC0002166,0,0.0,3.0,3.0,Medium,Medium
ACC0002167,1,134718.29,9.0,5.0,High,Medium
ACC0002168,0,0.0,1.0,6.0,Low,High
ACC0002169,1,18707.34,2.0,5.0,Low,Medium
ACC0002170,0,0.0,0.0,6.0,Low,High
ACC0002171,0,0.0,6.0,1.0,High,Low
ACC0002172,1,46266.5,5.0,5.0,High,Medium
ACC0002173,0,0.0,2.0,4.0,Low,Medium
ACC0002174,1,14335.06,3.0,7.0,Medium,High
ACC0002175,0,0.0,5.0,3.0,High,Medium
ACC0002176,0,0.0,3.0,3.0,Medium,Medium
ACC0002177,0,0.0,1.0,3.0,Low,Medium
ACC0002178,0,0.0,4.0,4.0,Medium,Medium
ACC0002179,0,0.0,0.0,3.0,Low,Medium
ACC0002180,1,137402.36,2.0,3.0,Low,Medium
ACC0002181,0,0.0,5.0,1.0,High,Low
ACC0002182,1,12359.97,2.0,4.0,Low,Medium
ACC0002183,0,0.0,2.0,5.0,Low,Medium
ACC0002184,1,139055.82,1.0,7.0,Low,High
ACC0002185,0,0.0,4.0,1.0,Medium,Low
ACC0002186,1,1517.14,5.0,8.0,High,High
ACC0002187,1,105822.79,3.0,4.0,Medium,Medium
ACC0002188,0,0.0,7.0,4.0,High,Medium
ACC0002189,1,94806.06,3.0,2.0,Medium,Low
ACC0002190,1,129685.75,4.0,6.0,Medium,High
ACC0002191,1,87308.74,4.0,9.0,Medium,High
ACC0002192,0,0.0,1.0,6.0,Low,High
ACC0002193,1,136751.62,2.0,3.0,Low,Medium
ACC0002194,1,74409.16,1.0,2.0,Low,Low
ACC0002195,0,0.0,0.0,3.0,Low,Medium
ACC0002196,0,0.0,2.0,6.0,Low,High
ACC0002197,1,35157.75,4.0,6.0,Medium,High
ACC0002198,1,64901.3,1.0,6.0,Low,High
ACC0002199,0,0.0,1.0,7.0,Low,High
ACC0002200,0,0.0,4.0,5.0,Medium,Medium
ACC0002201,1,262162.8,4.0,3.0,Medium,Medium
ACC0002202,0,0.0,5.0,3.0,High,Medium
ACC0002203,0,0.0,4.0,5.0,Medium,Medium
ACC0002204,0,0.0,5.0,6.0,High,High
ACC0002205,0,0.0,4.0,6.0,Medium,High
ACC0002206,1,33738.3,4.0,2.0,Medium,Low
ACC0002207,1,82110.03,3.0,0.0,Medium,Low
ACC0002208,1,106626.19,0.0,2.0,Low,Low
ACC0002209,0,0.0,5.0,8.0,High,High
ACC0002210,1,117911.32,4.0,2.0,Medium,Low
ACC0002211,1,83542.35,0.0,7.0,Low,High
ACC0002212,0,0.0,5.0,6.0,High,High
ACC0002213,0,0.0,3.0,6.0,Medium,High
ACC0002214,1,89807.26,0.0,9.0,Low,High
ACC0002215,0,0.0,3.0,7.0,Medium,High
ACC0002216,1,15184.59,2.0,6.0,Low,High
ACC0002217,1,46930.3,6.0,9.0,High,High
ACC0002218,1,239103.72,5.0,1.0,High,Low
ACC0002219,0,0.0,5.0,4.0,High,Medium
ACC0002220,0,0.0,2.0,7.0,Low,High
ACC0002221,0,0.0,1.0,3.0,Low,Medium
ACC0002222,0,0.0,4.0,5.0,Medium,Medium
ACC0002223,0,0.0,1.0,4.0,Low,Medium
ACC0002224,0,0.0,5.0,3.0,High,Medium
ACC0002225,0,0.0,2.0,4.0,Low,Medium
ACC0002226,0,0.0,3.0,5.0,Medium,Medium
ACC0002227,1,70872.9,6.0,3.0,High,Medium
ACC0002228,0,0.0,5.0,4.0,High,Medium
ACC0002229,0,0.0,2.0,5.0,Low,Medium
ACC0002230,0,0.0,1.0,2.0,Low,Low
ACC0002231,0,0.0,4.0,5.0,Medium,Medium
ACC0002232,0,0.0,2.0,6.0,Low,High
ACC0002233,0,0.0,2.0,5.0,Low,Medium
ACC0002234,0,0.0,3.0,4.0,Medium,Medium
ACC0002235,0,0.0,4.0,4.0,Medium,Medium
ACC0002236,1,59472.09,2.0,2.0,Low,Low
ACC0002237,0,0.0,3.0,5.0,Medium,Medium
ACC0002238,0,0.0,2.0,5.0,Low,Medium
ACC0002239,0,0.0,1.0,4.0,Low,Medium
ACC0002240,1,199188.99,2.0,0.0,Low,Low
ACC0002241,0,0.0,3.0,5.0,Medium,Medium
ACC0002242,0,0.0,4.0,2.0,Medium,Low
ACC0002243,1,74568.9,5.0,6.0,High,High
ACC0002244,0,0.0,4.0,1.0,Medium,Low
ACC0002245,1,130863.3,4.0,8.0,Medium,High
ACC0002246,1,68672.49,3.0,4.0,Medium,Medium
ACC0002247,1,171257.66,4.0,1.0,Medium,Low
ACC0002248,0,0.0,2.0,7.0,Low,High
ACC0002249,1,29424.9,5.0,3.0,High,Medium
ACC0002250,0,0.0,2.0,2.0,Low,Low
ACC0002251,0,0.0,3.0,5.0,Medium,Medium
ACC0002252,0,0.0,2.0,3.0,Low,Medium
ACC0002253,1,128324.74,4.0,3.0,Medium,Medium
ACC0002254,0,0.0,4.0,4.0,Medium,Medium
ACC0002255,0,0.0,1.0,2.0,Low,Low
ACC0002256,1,91066.72,3.0,3.0,Medium,Medium
ACC0002257,0,0.0,2.0,5.0,Low,Medium
ACC0002258,0,0.0,0.0,6.0,Low,High
ACC0002259,0,0.0,4.0,4.0,Medium,Medium
ACC0002260,0,0.0,5.0,2.0,High,Low
ACC0002261,1,199486.04,2.0,3.0,Low,Medium
ACC0002262,0,0.0,4.0,2.0,Medium,Low
ACC0002263,0,0.0,3.0,5.0,Medium,Medium
ACC0002264,1,139244.36,3.0,4.0,Medium,Medium
ACC0002265,0,0.0,4.0,2.0,Medium,Low
ACC0002266,1,66485.59,6.0,4.0,High,Medium
ACC0002267,1,17266.6,4.0,4.0,Medium,Medium
ACC0002268,1,56679.85,2.0,4.0,Low,Medium
ACC0002269,0,0.0,4.0,5.0,Medium,Medium
ACC0002270,1,115027.9,3.0,4.0,Medium,Medium
ACC0002271,1,137949.95,3.0,6.0,Medium,High
ACC0002272,0,0.0,2.0,3.0,Low,Medium
ACC0002273,0,0.0,1.0,2.0,Low,Low
ACC0002274,1,139369.14,2.0,1.0,Low,Low
ACC0002275,0,0.0,4.0,3.0,Medium,Medium
ACC0002276,0,0.0,0.0,4.0,Low,Medium
ACC0002277,0,0.0,3.0,3.0,Medium,Medium
ACC0002278,1,241526.02,1.0,2.0,Low,Low
ACC0002279,0,0.0,2.0,8.0,Low,High
ACC0002280,1,3474.69,3.0,5.0,Medium,Medium
ACC0002281,0,0.0,4.0,2.0,Medium,Low
ACC0002282,0,0.0,2.0,5.0,Low,Medium
ACC0002283,1,41821.41,3.0,3.0,Medium,Medium
ACC0002284,0,0.0,2.0,0.0,Low,Low
ACC0002285,0,0.0,5.0,7.0,High,High
ACC0002286,0,0.0,4.0,9.0,Medium,High
ACC0002287,1,218833.91999999998,1.0,5.0,Low,Medium
ACC0002288,0,0.0,2.0,3.0,Low,Medium
ACC0002289,1,73296.35,1.0,5.0,Low,Medium
ACC0002290,1,132833.99,2.0,4.0,Low,Medium
ACC0002291,1,15647.62,5.0,6.0,High,High
ACC0002292,0,0.0,3.0,0.0,Medium,Low
ACC0002293,0,0.0,0.0,3.0,Low,Medium
ACC0002294,1,84860.61,1.0,4.0,Low,Medium
ACC0002295,0,0.0,4.0,4.0,Medium,Medium
ACC0002296,1,125106.41,3.0,7.0,Medium,High
ACC0002297,0,0.0,5.0,8.0,High,High
ACC0002298,1,58689.81,2.0,4.0,Low,Medium
ACC0002299,0,0.0,5.0,5.0,High,Medium
ACC0002300,0,0.0,1.0,3.0,Low,Medium
ACC0002301,0,0.0,3.0,2.0,Medium,Low
ACC0002302,0,0.0,3.0,5.0,Medium,Medium
ACC0002303,1,54903.87,2.0,6.0,Low,High
ACC0002304,0,0.0,1.0,2.0,Low,Low
ACC0002305,1,92552.76,2.0,3.0,Low,Medium
ACC0002306,0,0.0,6.0,1.0,High,Low
ACC0002307,1,113611.66,1.0,0.0,Low,Low
ACC0002308,1,97361.37,5.0,2.0,High,Low
ACC0002309,0,0.0,2.0,2.0,Low,Low
ACC0002310,0,0.0,3.0,3.0,Medium,Medium
ACC0002311,1,85643.38,2.0,4.0,Low,Medium
ACC0002312,0,0.0,2.0,2.0,Low,Low
ACC0002313,0,0.0,1.0,3.0,Low,Medium
ACC0002314,1,40022.62,6.0,1.0,High,Low
ACC0002315,0,0.0,3.0,7.0,Medium,High
ACC0002316,0,0.0,3.0,8.0,Medium,High
ACC0002317,0,0.0,2.0,2.0,Low,Low
ACC0002318,0,0.0,3.0,1.0,Medium,Low
ACC0002319,0,0.0,4.0,7.0,Medium,High
ACC0002320,0,0.0,5.0,2.0,High,Low
ACC0002321,0,0.0,5.0,5.0,High,Medium
ACC0002322,0,0.0,3.0,8.0,Medium,High
ACC0002323,0,0.0,4.0,1.0,Medium,Low
ACC0002324,0,0.0,4.0,3.0,Medium,Medium
ACC0002325,1,29186.49,6.0,6.0,High,High
ACC0002326,1,163681.15000000002,7.0,1.0,High,Low
ACC0002327,0,0.0,1.0,3.0,Low,Medium
ACC0002328,1,69301.0,4.0,4.0,Medium,Medium
ACC0002329,1,103489.53,1.0,2.0,Low,Low
ACC0002330,1,22367.01,6.0,6.0,High,High
ACC0002331,0,0.0,2.0,6.0,Low,High
ACC0002332,0,0.0,5.0,3.0,High,Medium
ACC0002333,0,0.0,1.0,7.0,Low,High
ACC0002334,1,128400.96,0.0,4.0,Low,Medium
ACC0002335,1,80484.15,3.0,4.0,Medium,Medium
ACC0002336,1,179575.65999999997,3.0,4.0,Medium,Medium
ACC0002337,0,0.0,6.0,3.0,High,Medium
ACC0002338,1,51210.19,3.0,3.0,Medium,Medium
ACC0002339,1,107335.92,3.0,1.0,Medium,Low
ACC0002340,1,250407.34999999998,6.0,6.0,High,High
ACC0002341,1,59810.16,1.0,3.0,Low,Medium
ACC0002342,1,205521.72,2.0,5.0,Low,Medium
ACC0002343,1,97576.9,3.0,3.0,Medium,Medium
ACC0002344,1,110448.93,2.0,6.0,Low,High
ACC0002345,0,0.0,2.0,7.0,Low,High
ACC0002346,1,134930.62,2.0,3.0,Low,Medium
ACC0002347,1,93661.32,1.0,5.0,Low,Medium
ACC0002348,0,0.0,2.0,3.0,Low,Medium
ACC0002349,1,99673.13,2.0,3.0,Low,Medium
ACC0002350,0,0.0,3.0,6.0,Medium,High
ACC0002351,0,0.0,2.0,0.0,Low,Low
ACC0002352,0,0.0,2.0,3.0,Low,Medium
ACC0002353,1,86326.77,3.0,2.0,Medium,Low
ACC0002354,1,45163.95,0.0,2.0,Low,Low
ACC0002355,0,0.0,4.0,2.0,Medium,Low
ACC0002356,0,0.0,2.0,2.0,Low,Low
ACC0002357,0,0.0,2.0,6.0,Low,High
ACC0002358,0,0.0,3.0,3.0,Medium,Medium
ACC0002359,1,115966.53,2.0,4.0,Low,Medium
ACC0002360,0,0.0,1.0,3.0,Low,Medium
ACC0002361,0,0.0,6.0,0.0,High,Low
ACC0002362,0,0.0,2.0,4.0,Low,Medium
ACC0002363,0,0.0,5.0,6.0,High,High
ACC0002364,1,198976.47,2.0,3.0,Low,Medium
ACC0002365,0,0.0,6.0,5.0,High,Medium
ACC0002366,0,0.0,1.0,8.0,Low,High
ACC0002367,1,42578.59,1.0,4.0,Low,Medium
ACC0002368,0,0.0,4.0,7.0,Medium,High
ACC0002369,0,0.0,3.0,5.0,Medium,Medium
ACC0002370,1,246612.40000000002,1.0,3.0,Low,Medium
ACC0002371,0,0.0,3.0,1.0,Medium,Low
ACC0002372,1,80991.0,5.0,3.0,High,Medium
ACC0002373,1,9769.96,8.0,6.0,High,High
ACC0002374,0,0.0,2.0,1.0,Low,Low
ACC0002375,1,75824.65,2.0,3.0,Low,Medium
ACC0002376,0,0.0,3.0,8.0,Medium,High
ACC0002377,1,47730.92,4.0,8.0,Medium,High
ACC0002378,1,112846.91,2.0,3.0,Low,Medium
ACC0002379,0,0.0,7.0,3.0,High,Medium
ACC0002380,1,106748.3,1.0,5.0,Low,Medium
ACC0002381,0,0.0,3.0,10.0,Medium,High
ACC0002382,0,0.0,1.0,11.0,Low,High
ACC0002383,1,13719.51,2.0,6.0,Low,High
ACC0002384,0,0.0,3.0,7.0,Medium,High
ACC0002385,1,61473.04,2.0,3.0,Low,Medium
ACC0002386,1,19459.74,2.0,2.0,Low,Low
ACC0002387,0,0.0,2.0,5.0,Low,Medium
ACC0002388,0,0.0,6.0,3.0,High,Medium
ACC0002389,0,0.0,4.0,3.0,Medium,Medium
ACC0002390,1,136480.49,2.0,1.0,Low,Low
ACC0002391,1,34134.14,2.0,10.0,Low,High
ACC0002392,1,141635.85,4.0,3.0,Medium,Medium
ACC0002393,1,142320.49,3.0,5.0,Medium,Medium
ACC0002394,0,0.0,3.0,3.0,Medium,Medium
ACC0002395,1,110905.24,2.0,3.0,Low,Medium
ACC0002396,1,77510.46,4.0,1.0,Medium,Low
ACC0002397,1,222439.29,3.0,2.0,Medium,Low
ACC0002398,0,0.0,4.0,4.0,Medium,Medium
ACC0002399,1,114655.13,2.0,2.0,Low,Low
ACC0002400,0,0.0,2.0,2.0,Low,Low
ACC0002401,0,0.0,2.0,3.0,Low,Medium
ACC0002402,0,0.0,0.0,3.0,Low,Medium
ACC0002403,0,0.0,3.0,9.0,Medium,High
ACC0002404,1,143094.75,0.0,4.0,Low,Medium
ACC0002405,0,0.0,5.0,3.0,High,Medium
ACC0002406,0,0.0,2.0,6.0,Low,High
ACC0002407,0,0.0,5.0,6.0,High,High
ACC0002408,1,283852.55,3.0,3.0,Medium,Medium
ACC0002409,1,234720.65,4.0,2.0,Medium,Low
ACC0002410,0,0.0,0.0,1.0,Low,Low
ACC0002411,0,0.0,1.0,5.0,Low,Medium
ACC0002412,1,129653.51,0.0,5.0,Low,Medium
ACC0002413,1,141837.76,4.0,3.0,Medium,Medium
ACC0002414,0,0.0,5.0,3.0,High,Medium
ACC0002415,1,126982.25,4.0,3.0,Medium,Medium
ACC0002416,1,109747.27,2.0,3.0,Low,Medium
ACC0002417,0,0.0,3.0,3.0,Medium,Medium
ACC0002418,1,102486.91,4.0,5.0,Medium,Medium
ACC0002419,0,0.0,1.0,4.0,Low,Medium
ACC0002420,0,0.0,5.0,6.0,High,High
ACC0002421,1,105842.09999999999,3.0,5.0,Medium,Medium
ACC0002422,0,0.0,4.0,0.0,Medium,Low
ACC0002423,0,0.0,4.0,6.0,Medium,High
ACC0002424,0,0.0,3.0,9.0,Medium,High
ACC0002425,1,119041.84,4.0,6.0,Medium,High
ACC0002426,1,135568.23,4.0,3.0,Medium,Medium
ACC0002427,0,0.0,5.0,2.0,High,Low
ACC0002428,0,0.0,6.0,3.0,High,Medium
ACC0002429,1,205518.66,2.0,3.0,Low,Medium
ACC0002430,1,263651.35,4.0,7.0,Medium,High
ACC0002431,1,131359.76,1.0,5.0,Low,Medium
ACC0002432,0,0.0,2.0,4.0,Low,Medium
ACC0002433,1,198505.19,2.0,9.0,Low,High
ACC0002434,1,286813.31999999995,2.0,4.0,Low,Medium
ACC0002435,1,138485.61,1.0,5.0,Low,Medium
ACC0002436,0,0.0,2.0,4.0,Low,Medium
ACC0002437,0,0.0,3.0,4.0,Medium,Medium
ACC0002438,0,0.0,2.0,4.0,Low,Medium
ACC0002439,1,33059.23,2.0,4.0,Low,Medium
ACC0002440,0,0.0,3.0,5.0,Medium,Medium
ACC0002441,1,61417.48,2.0,4.0,Low,Medium
ACC0002442,0,0.0,2.0,4.0,Low,Medium
ACC0002443,1,76734.46,7.0,5.0,High,Medium
ACC0002444,1,135863.88,3.0,3.0,Medium,Medium
ACC0002445,0,0.0,1.0,2.0,Low,Low
ACC0002446,0,0.0,4.0,4.0,Medium,Medium
ACC0002447,0,0.0,0.0,7.0,Low,High
ACC0002448,1,69689.63,3.0,4.0,Medium,Medium
ACC0002449,0,0.0,4.0,2.0,Medium,Low
ACC0002450,0,0.0,2.0,2.0,Low,Low
ACC0002451,1,55452.07,3.0,5.0,Medium,Medium
ACC0002452,0,0.0,1.0,6.0,Low,High
ACC0002453,1,103054.41,5.0,4.0,High,Medium
ACC0002454,0,0.0,7.0,5.0,High,Medium
ACC0002455,1,190387.90000000002,4.0,2.0,Medium,Low
ACC0002456,1,141750.79,5.0,2.0,High,Low
ACC0002457,1,95359.09,1.0,3.0,Low,Medium
ACC0002458,0,0.0,1.0,4.0,Low,Medium
ACC0002459,0,0.0,2.0,1.0,Low,Low
ACC0002460,0,0.0,6.0,6.0,High,High
ACC0002461,0,0.0,8.0,3.0,High,Medium
ACC0002462,1,126699.28,3.0,3.0,Medium,Medium
ACC0002463,1,50853.65,2.0,6.0,Low,High
ACC0002464,0,0.0,2.0,4.0,Low,Medium
ACC0002465,1,42801.79,1.0,1.0,Low,Low
ACC0002466,0,0.0,5.0,4.0,High,Medium
ACC0002467,1,33770.23,2.0,2.0,Low,Low
ACC0002468,0,0.0,3.0,8.0,Medium,High
ACC0002469,1,113742.98000000001,5.0,6.0,High,High
ACC0002470,0,0.0,4.0,3.0,Medium,Medium
ACC0002471,0,0.0,3.0,5.0,Medium,Medium
ACC0002472,0,0.0,4.0,7.0,Medium,High
ACC0002473,1,55990.16,1.0,10.0,Low,High
ACC0002474,1,119662.78,6.0,3.0,High,Medium
ACC0002475,0,0.0,0.0,3.0,Low,Medium
ACC0002476,0,0.0,3.0,3.0,Medium,Medium
ACC0002477,0,0.0,4.0,4.0,Medium,Medium
ACC0002478,0,0.0,2.0,4.0,Low,Medium
ACC0002479,0,0.0,2.0,4.0,Low,Medium
ACC0002480,1,21996.62,1.0,3.0,Low,Medium
ACC0002481,0,0.0,2.0,5.0,Low,Medium
ACC0002482,0,0.0,2.0,3.0,Low,Medium
ACC0002483,1,32014.23,3.0,3.0,Medium,Medium
ACC0002484,1,71293.09,1.0,1.0,Low,Low
ACC0002485,0,0.0,6.0,3.0,High,Medium
ACC0002486,0,0.0,1.0,3.0,Low,Medium
ACC0002487,0,0.0,3.0,4.0,Medium,Medium
ACC0002488,0,0.0,5.0,4.0,High,Medium
ACC0002489,0,0.0,3.0,3.0,Medium,Medium
ACC0002490,0,0.0,6.0,1.0,High,Low
ACC0002491,0,0.0,3.0,3.0,Medium,Medium
ACC0002492,1,2366.29,2.0,7.0,Low,High
ACC0002493,0,0.0,5.0,5.0,High,Medium
ACC0002494,1,122677.52,6.0,2.0,High,Low
ACC0002495,0,0.0,1.0,4.0,Low,Medium
ACC0002496,0,0.0,2.0,1.0,Low,Low
ACC0002497,0,0.0,2.0,4.0,Low,Medium
ACC0002498,0,0.0,2.0,5.0,Low,Medium
ACC0002499,1,109382.76,3.0,9.0,Medium,High
ACC0002500,1,204849.89,2.0,1.0,Low,Low
ACC0002501,1,1067.34,0.0,3.0,Low,Medium
ACC0002502,0,0.0,1.0,6.0,Low,High
ACC0002503,1,205287.72999999998,2.0,5.0,Low,Medium
ACC0002504,1,55013.37,5.0,4.0,High,Medium
ACC0002505,1,85738.43,4.0,8.0,Medium,High
ACC0002506,0,0.0,3.0,4.0,Medium,Medium
ACC0002507,1,42868.34,2.0,2.0,Low,Low
ACC0002508,0,0.0,3.0,8.0,Medium,High
ACC0002509,1,112173.32,2.0,4.0,Low,Medium
ACC0002510,1,76919.92,7.0,6.0,High,High
ACC0002511,1,120268.32,4.0,5.0,Medium,Medium
ACC0002512,0,0.0,2.0,6.0,Low,High
ACC0002513,0,0.0,2.0,4.0,Low,Medium
ACC0002514,0,0.0,2.0,9.0,Low,High
ACC0002515,1,129996.41,1.0,3.0,Low,Medium
ACC0002516,1,85703.88,5.0,5.0,High,Medium
ACC0002517,1,55007.009999999995,1.0,3.0,Low,Medium
ACC0002518,0,0.0,2.0,3.0,Low,Medium
ACC0002519,0,0.0,5.0,7.0,High,High
ACC0002520,1,164454.82,3.0,1.0,Medium,Low
ACC0002521,0,0.0,6.0,2.0,High,Low
ACC0002522,0,0.0,2.0,0.0,Low,Low
ACC0002523,0,0.0,1.0,3.0,Low,Medium
ACC0002524,1,118780.69,4.0,5.0,Medium,Medium
ACC0002525,0,0.0,4.0,1.0,Medium,Low
ACC0002526,0,0.0,4.0,7.0,Medium,High
ACC0002527,0,0.0,3.0,5.0,Medium,Medium
ACC0002528,1,11116.04,4.0,4.0,Medium,Medium
ACC0002529,1,231865.53,2.0,6.0,Low,High
ACC0002530,0,0.0,3.0,7.0,Medium,High
ACC0002531,0,0.0,3.0,3.0,Medium,Medium
ACC0002532,1,165879.97,4.0,2.0,Medium,Low
ACC0002533,0,0.0,5.0,2.0,High,Low
ACC0002534,1,142240.71,2.0,4.0,Low,Medium
ACC0002535,1,120025.67000000001,5.0,4.0,High,Medium
ACC0002536,1,229620.28999999998,2.0,3.0,Low,Medium
ACC0002537,1,218208.37,5.0,4.0,High,Medium
ACC0002538,1,6800.79,6.0,4.0,High,Medium
ACC0002539,1,99162.78,3.0,2.0,Medium,Low
ACC0002540,0,0.0,4.0,5.0,Medium,Medium
ACC0002541,0,0.0,5.0,3.0,High,Medium
ACC0002542,1,22400.42,1.0,2.0,Low,Low
ACC0002543,1,156916.34,1.0,4.0,Low,Medium
ACC0002544,0,0.0,1.0,3.0,Low,Medium
ACC0002545,1,208547.32,1.0,4.0,Low,Medium
ACC0002546,1,154251.29,3.0,3.0,Medium,Medium
ACC0002547,0,0.0,2.0,7.0,Low,High
ACC0002548,1,377.33,3.0,5.0,Medium,Medium
ACC0002549,1,201414.86,2.0,9.0,Low,High
ACC0002550,1,6141.19,0.0,4.0,Low,Medium
ACC0002551,0,0.0,4.0,6.0,Medium,High
ACC0002552,0,0.0,5.0,2.0,High,Low
ACC0002553,1,66357.21,3.0,6.0,Medium,High
ACC0002554,0,0.0,2.0,5.0,Low,Medium
ACC0002555,0,0.0,3.0,3.0,Medium,Medium
ACC0002556,1,85542.39,3.0,1.0,Medium,Low
ACC0002557,0,0.0,1.0,5.0,Low,Medium
ACC0002558,1,31224.67,5.0,7.0,High,High
ACC0002559,0,0.0,5.0,3.0,High,Medium
ACC0002560,1,69794.43,1.0,2.0,Low,Low
