payment_id,account_id,event_at_parsed,amount,payment_status,call_id,call_event_at,agent_id,campaign_id,vendor_id,call_status,hours_since_prior_call
PAYMENT0000061,ACC0007981,2026-02-06 00:15:08,132415.76,SUCCESS,,,,,,,
PAYMENT0019568,ACC0008663,2026-02-06 00:37:22,108250.39,SUCCESS,,,,,,,
PAYMENT0008702,ACC0001383,2026-02-06 01:17:27,49958.27,SUCCESS,,,,,,,
PAYMENT0003114,ACC0024202,2026-02-06 01:21:50,73365.94,REVERSED,,,,,,,
PAYMENT0009541,ACC0011606,2026-02-06 01:23:43,118530.79,SUCCESS,CALL0026648,2026-01-26 03:23:35,AGT0000050,CMP0000010,VND0000008,NO_ANSWER,262.0022222222222
PAYMENT0000683,ACC0004434,2026-02-06 01:29:36,116315.06,SUCCESS,CALL0017502,2026-01-20 01:11:21,AGT0000193,CMP0000020,VND0000002,FAILED,408.3041666666667
PAYMENT0011442,ACC0012668,2026-02-06 01:38:30,15810.35,FAILED,CALL0014387,2026-01-22 23:33:25,AGT0000563,CMP0000063,VND0000005,BUSY,338.08472222222224
PAYMENT0018528,ACC0006243,2026-02-06 01:39:04,27458.3,SUCCESS,,,,,,,
PAYMENT0018650,ACC0021646,2026-02-06 01:58:39,96289.15,SUCCESS,,,,,,,
PAYMENT0014141,ACC0010087,2026-02-06 02:08:22,141593.33,SUCCESS,CALL0079718,2026-02-02 00:57:59,,CMP0000020,VND0000002,VOICEMAIL,97.17305555555555
PAYMENT0004448,ACC0005019,2026-02-06 02:16:07,35970.52,PENDING,CALL0005025,2026-01-24 11:38:03,AGT0000722,CMP0000038,VND0000009,ANSWERED,302.63444444444445
PAYMENT0012266,ACC0011591,2026-02-06 03:08:36,79429.1,FAILED,,,,,,,
PAYMENT0018226,ACC0010523,2026-02-06 03:09:00,53774.65,SUCCESS,CALL0000787,2026-01-02 23:34:18,AGT0000105,CMP0000072,VND0000015,BUSY,819.5783333333334
PAYMENT0016305,ACC0004930,2026-02-06 03:21:52,53566.41,REVERSED,,,,,,,
PAYMENT0016603,ACC0009837,2026-02-06 03:23:03,112629.97,SUCCESS,CALL0013465,2026-01-25 14:12:26,AGT0000855,CMP0000042,VND0000008,ANSWERED,277.1769444444444
PAYMENT0010697,ACC0019490,2026-02-06 03:27:19,119722.81,SUCCESS,CALL0018474,2026-01-20 16:07:16,AGT0000299,CMP0000043,VND0000011,VOICEMAIL,395.33416666666665
PAYMENT0006834,ACC0007879,2026-02-06 03:36:56,140807.47,SUCCESS,,,,,,,
PAYMENT0021656,ACC0006707,2026-02-06 04:02:31,131663.74,SUCCESS,,,,,,,
PAYMENT0002136,ACC0004710,2026-02-06 04:05:22,144526.87,SUCCESS,CALL0038440,2026-01-19 13:16:29,AGT0000801,CMP0000029,VND0000007,NO_ANSWER,422.8147222222222
PAYMENT0020266,ACC0013741,2026-02-06 04:14:47,71579.88,SUCCESS,,,,,,,
PAYMENT0019673,ACC0022345,2026-02-06 04:24:41,133520.1,SUCCESS,CALL0070080,2026-01-09 11:42:22,AGT0000044,CMP0000077,VND0000013,NO_ANSWER,664.7052777777777
PAYMENT0011679,ACC0022913,2026-02-06 04:34:45,130801.18,REVERSED,,,,,,,
PAYMENT0011679,ACC0022913,2026-02-06 04:34:45,130801.18,REVERSED,,,,,,,
PAYMENT0015397,ACC0011692,2026-02-06 04:39:19,39169.64,FAILED,CALL0025198,2026-01-02 21:00:39,AGT0000502,CMP0000086,VND0000004,NO_ANSWER,823.6444444444444
PAYMENT0004232,ACC0017956,2026-02-06 05:00:17,39224.7,SUCCESS,,,,,,,
PAYMENT0022459,ACC0002278,2026-02-06 05:23:43,126400.48,PENDING,,,,,,,
PAYMENT0021139,ACC0011202,2026-02-06 05:30:36,101172.31,FAILED,,,,,,,
PAYMENT0024104,ACC0002346,2026-02-06 05:39:39,134930.62,SUCCESS,,,,,,,
PAYMENT0023015,ACC0020221,2026-02-06 05:43:38,24189.98,SUCCESS,CALL0088382,2026-01-03 12:25:07,AGT0000173,CMP0000083,VND0000001,VOICEMAIL,809.3086111111111
PAYMENT0009504,ACC0008098,2026-02-06 05:50:39,11519.84,SUCCESS,,,,,,,
PAYMENT0019561,ACC0015507,2026-02-06 05:56:11,137203.06,SUCCESS,,,,,,,
PAYMENT0001616,ACC0019493,2026-02-06 05:58:43,69658.78,SUCCESS,,,,,,,
PAYMENT0021688,ACC0026182,2026-02-06 06:15:11,55152.37,SUCCESS,,,,,,,
PAYMENT0020442,ACC0013758,2026-02-06 06:25:19,112230.98,SUCCESS,,,,,,,
PAYMENT0006392,ACC0004446,2026-02-06 06:32:00,144255.55,SUCCESS,,,,,,,
PAYMENT0020538,ACC0022816,2026-02-06 06:34:17,49820.57,SUCCESS,CALL0020223,2026-02-03 22:05:41,AGT0000480,CMP0000052,VND0000003,FAILED,56.47666666666667
PAYMENT0006445,ACC0002548,2026-02-06 06:50:13,377.33,SUCCESS,,,,,,,
PAYMENT0004497,ACC0019568,2026-02-06 07:02:17,41878.13,SUCCESS,,,,,,,
PAYMENT0022977,ACC0004735,2026-02-06 07:02:55,82449.83,SUCCESS,,,,,,,
PAYMENT0004062,ACC0007771,2026-02-06 07:05:53,148146.02,SUCCESS,,,,,,,
PAYMENT0022194,ACC0010284,2026-02-06 07:16:23,98845.88,PENDING,,,,,,,
PAYMENT0002571,ACC0012633,2026-02-06 07:19:33,27538.73,SUCCESS,CALL0088157,2026-01-01 07:09:26,AGT0000581,CMP0000097,VND0000006,BUSY,864.1686111111111
PAYMENT0015151,ACC0013973,2026-02-06 07:35:10,36478.53,SUCCESS,CALL0071395,2026-01-24 14:11:05,AGT0000306,CMP0000039,VND0000001,ANSWERED,305.4013888888889
PAYMENT0002866,ACC0013259,2026-02-06 07:37:04,51267.83,SUCCESS,CALL0045235,2026-02-04 13:47:29,AGT0000613,CMP0000082,VND0000010,NO_ANSWER,41.826388888888886
PAYMENT0022911,ACC0002023,2026-02-06 07:38:16,13413.21,SUCCESS,,,,,,,
PAYMENT0022699,ACC0008326,2026-02-06 07:40:07,75161.16,SUCCESS,CALL0043104,2026-01-25 16:42:52,AGT0000584,CMP0000078,VND0000005,NO_ANSWER,278.95416666666665
PAYMENT0020114,ACC0025022,2026-02-06 07:53:21,62252.88,SUCCESS,CALL0081656,2026-01-25 19:18:16,AGT0000314,CMP0000062,VND0000009,VOICEMAIL,276.58472222222224
PAYMENT0008456,ACC0005842,2026-02-06 07:59:39,89930.32,SUCCESS,CALL0063336,2026-01-15 12:58:30,AGT0000588,CMP0000083,VND0000002,ANSWERED,523.0191666666667
PAYMENT0009234,ACC0000231,2026-02-06 08:11:34,110504.07,SUCCESS,,,,,,,
PAYMENT0024997,ACC0013735,2026-02-06 08:23:28,141576.5,FAILED,CALL0005115,2026-02-02 09:45:48,AGT0000519,CMP0000017,VND0000006,NO_ANSWER,94.62777777777778
PAYMENT0005705,ACC0026021,2026-02-06 08:48:21,123585.34,SUCCESS,,,,,,,
PAYMENT0005705,ACC0026021,2026-02-06 08:48:21,123585.34,SUCCESS,,,,,,,
PAYMENT0004043,ACC0021492,2026-02-06 08:48:31,13424.32,SUCCESS,,,,,,,
PAYMENT0006458,ACC0029384,2026-02-06 08:48:48,55840.15,SUCCESS,,,,,,,
PAYMENT0023641,ACC0010876,2026-02-06 09:00:11,18270.76,SUCCESS,,,,,,,
PAYMENT0005129,ACC0010846,2026-02-06 09:16:40,22156.4,SUCCESS,CALL0063946,2026-02-03 01:04:42,AGT0000395,CMP0000079,VND0000002,VOICEMAIL,80.19944444444444
PAYMENT0020287,ACC0024369,2026-02-06 09:35:24,108829.98,SUCCESS,,,,,,,
PAYMENT0020336,ACC0010488,2026-02-06 09:40:06,50370.33,SUCCESS,,,,,,,
PAYMENT0012904,ACC0002466,2026-02-06 09:41:03,47085.48,PENDING,CALL0051773,2026-01-20 23:52:05,AGT0000723,CMP0000093,VND0000004,NO_ANSWER,393.8161111111111
PAYMENT0003119,ACC0027712,2026-02-06 09:41:21,58249.31,SUCCESS,,,,,,,
PAYMENT0006887,ACC0004217,2026-02-06 09:43:41,122330.2,FAILED,,,,,,,
PAYMENT0002462,ACC0011661,2026-02-06 09:45:13,5612.23,SUCCESS,CALL0023132,2026-01-09 19:45:02,AGT0000643,CMP0000097,VND0000008,FAILED,662.0030555555555
PAYMENT0020901,ACC0014657,2026-02-06 09:57:36,32547.31,SUCCESS,CALL0039199,2026-02-02 10:43:49,AGT0000688,CMP0000008,VND0000012,FAILED,95.22972222222222
PAYMENT0009265,ACC0028067,2026-02-06 10:17:12,61482.65,SUCCESS,CALL0014313,2026-01-16 01:56:44,AGT0000414,CMP0000099,VND0000002,BUSY,512.3411111111111
PAYMENT0008174,ACC0006275,2026-02-06 10:51:03,109677.34,SUCCESS,CALL0086912,2026-01-16 11:46:45,AGT0000428,CMP0000049,VND0000007,VOICEMAIL,503.07166666666666
PAYMENT0018418,ACC0014896,2026-02-06 11:15:20,37295.83,SUCCESS,CALL0071041,2026-01-07 09:12:48,AGT0000083,CMP0000033,VND0000009,FAILED,722.0422222222222
PAYMENT0007336,ACC0016738,2026-02-06 11:24:06,137103.45,SUCCESS,CALL0002365,2026-01-05 22:25:31,AGT0000816,CMP0000040,VND0000006,VOICEMAIL,756.9763888888889
PAYMENT0004118,ACC0008049,2026-02-06 11:44:36,44804.44,SUCCESS,,,,,,,
PAYMENT0016572,ACC0004388,2026-02-06 11:48:42,144635.36,SUCCESS,CALL0009640,2026-01-07 17:27:49,AGT0000202,CMP0000049,VND0000004,VOICEMAIL,714.3480555555556
PAYMENT0021091,ACC0008856,2026-02-06 11:52:44,3282.79,PENDING,CALL0036859,2026-01-15 22:05:16,AGT0000628,CMP0000005,VND0000012,VOICEMAIL,517.7911111111111
PAYMENT0010917,ACC0029403,2026-02-06 11:59:36,75735.77,SUCCESS,CALL0056187,2026-02-03 19:40:26,AGT0000502,CMP0000056,VND0000005,NO_ANSWER,64.31944444444444
PAYMENT0020517,ACC0026259,2026-02-06 12:13:27,106862.78,SUCCESS,,,,,,,
PAYMENT0011901,ACC0018213,2026-02-06 12:32:42,95025.27,SUCCESS,CALL0021254,2026-01-18 16:59:30,AGT0000478,CMP0000109,VND0000011,NO_ANSWER,451.55333333333334
PAYMENT0004007,ACC0026897,2026-02-06 12:41:21,42632.77,FAILED,CALL0060645,2026-02-04 02:07:05,AGT0000151,CMP0000034,VND0000007,ANSWERED,58.57111111111111
PAYMENT0001884,ACC0026438,2026-02-06 13:03:59,78141.7,SUCCESS,CALL0010138,2026-01-26 09:35:47,AGT0000581,CMP0000042,VND0000009,VOICEMAIL,267.47
PAYMENT0021202,ACC0005780,2026-02-06 13:11:47,102561.97,SUCCESS,CALL0048154,2026-01-28 06:45:01,AGT0000381,CMP0000003,VND0000015,VOICEMAIL,222.44611111111112
PAYMENT0000910,ACC0021932,2026-02-06 13:17:51,139790.81,SUCCESS,,,,,,,
PAYMENT0007189,ACC0012708,2026-02-06 13:48:48,71362.74,SUCCESS,,,,,,,
PAYMENT0011459,ACC0006871,2026-02-06 13:57:20,82217.08,FAILED,,,,,,,
PAYMENT0023692,ACC0021061,2026-02-06 14:07:13,58829.43,SUCCESS,,,,,,,
PAYMENT0017606,ACC0016802,2026-02-06 14:28:04,100314.73,FAILED,,,,,,,
PAYMENT0010234,ACC0019717,2026-02-06 14:59:27,63457.81,SUCCESS,,,,,,,
PAYMENT0023187,ACC0019776,2026-02-06 15:01:31,48782.71,SUCCESS,,,,,,,
PAYMENT0013930,ACC0010304,2026-02-06 15:16:45,96543.82,SUCCESS,,,,,,,
PAYMENT0022587,ACC0024446,2026-02-06 15:44:52,122394.57,FAILED,CALL0012953,2026-01-09 15:06:12,AGT0000755,CMP0000001,VND0000008,FAILED,672.6444444444444
PAYMENT0024451,ACC0013990,2026-02-06 16:12:07,5152.41,SUCCESS,,,,,,,
PAYMENT0002876,ACC0016536,2026-02-06 16:14:27,39049.75,SUCCESS,CALL0082002,2026-01-28 22:18:02,AGT0000301,CMP0000042,VND0000006,FAILED,209.94027777777777
PAYMENT0024185,ACC0005046,2026-02-06 16:29:21,32414.72,SUCCESS,CALL0060473,2026-01-09 23:30:03,AGT0000319,CMP0000120,VND0000009,BUSY,664.9883333333333
PAYMENT0020327,ACC0018149,2026-02-06 16:40:31,81816.14,FAILED,,,,,,,
PAYMENT0016173,ACC0004164,2026-02-06 17:10:21,107333.64,SUCCESS,CALL0030183,2026-01-11 21:27:46,AGT0000438,CMP0000058,VND0000012,NO_ANSWER,619.7097222222222
PAYMENT0022692,ACC0006952,2026-02-06 17:19:46,27569.23,SUCCESS,,,,,,,
PAYMENT0021805,ACC0022641,2026-02-06 17:41:20,63926.97,SUCCESS,,,,,,,
PAYMENT0018923,ACC0027575,2026-02-06 18:18:39,110941.1,PENDING,CALL0043774,2026-01-28 12:49:39,AGT0000011,CMP0000096,VND0000002,ANSWERED,221.48333333333332
PAYMENT0010406,ACC0022588,2026-02-06 19:02:48,48490.47,SUCCESS,,,,,,,
PAYMENT0009691,ACC0015920,2026-02-06 19:07:13,51002.82,SUCCESS,CALL0017900,2026-01-31 18:02:16,AGT0000851,CMP0000012,VND0000013,VOICEMAIL,145.0825
PAYMENT0000630,ACC0018074,2026-02-06 19:09:48,35317.77,SUCCESS,,,,,,,
PAYMENT0008710,ACC0014545,2026-02-06 19:21:19,6787.27,SUCCESS,CALL0021273,2026-01-08 16:47:20,AGT0000426,CMP0000085,VND0000006,BUSY,698.5663888888889
PAYMENT0012432,ACC0025376,2026-02-06 19:36:44,129952.62,FAILED,,,,,,,
PAYMENT0010280,ACC0029229,2026-02-06 20:02:34,1848.31,SUCCESS,CALL0051173,2026-01-02 17:20:02,AGT0000887,CMP0000064,VND0000015,BUSY,842.7088888888889
PAYMENT0011456,ACC0020896,2026-02-06 20:41:09,62736.03,SUCCESS,,,,,,,
PAYMENT0004223,ACC0023467,2026-02-06 20:51:14,83306.5,SUCCESS,CALL0047668,2026-01-23 14:43:46,AGT0000008,CMP0000028,VND0000010,ANSWERED,342.12444444444446
PAYMENT0022698,ACC0029455,2026-02-06 20:56:38,10817.62,SUCCESS,,,,,,,
PAYMENT0019501,ACC0009582,2026-02-06 21:27:02,117062.22,SUCCESS,CALL0078174,2026-01-26 20:07:59,AGT0000363,CMP0000038,VND0000003,ANSWERED,265.3175
PAYMENT0003973,ACC0027499,2026-02-06 21:27:39,54276.6,SUCCESS,CALL0004525,2026-01-24 17:07:52,AGT0000590,CMP0000091,VND0000005,VOICEMAIL,316.32972222222224
PAYMENT0007682,ACC0013718,2026-02-06 21:50:10,145917.4,SUCCESS,CALL0017263,2026-01-05 06:27:54,AGT0000826,CMP0000008,VND0000006,ANSWERED,783.3711111111111
PAYMENT0002913,ACC0009545,2026-02-06 21:50:13,23192.09,PENDING,,,,,,,
PAYMENT0023602,ACC0011939,2026-02-06 22:06:33,61520.97,REVERSED,,,,,,,
PAYMENT0012325,ACC0004119,2026-02-06 22:18:06,110340.56,FAILED,,,,,,,
PAYMENT0023555,ACC0022132,2026-02-06 22:23:26,31776.85,SUCCESS,CALL0008988,2026-01-22 17:34:44,AGT0000620,CMP0000001,VND0000007,VOICEMAIL,364.81166666666667
PAYMENT0019634,ACC0025451,2026-02-06 22:23:56,21427.04,SUCCESS,,,,,,,
PAYMENT0020200,ACC0004674,2026-02-06 22:40:30,73037.91,FAILED,,,,,,,
PAYMENT0023765,ACC0018033,2026-02-06 22:42:24,146666.65,SUCCESS,,,,,,,
PAYMENT0013033,ACC0007401,2026-02-06 22:46:55,61864.86,SUCCESS,CALL0038494,2026-01-20 04:09:48,AGT0000383,CMP0000016,VND0000002,BUSY,426.61861111111114
PAYMENT0009088,ACC0013837,2026-02-06 23:03:26,3341.47,FAILED,,,,,,,
PAYMENT0018492,ACC0001357,2026-02-06 23:03:35,148465.03,FAILED,,,,,,,
PAYMENT0010946,ACC0012083,2026-02-06 23:19:04,51826.58,REVERSED,,,,,,,
PAYMENT0024500,ACC0021414,2026-02-06 23:23:18,48018.98,SUCCESS,,,,,,,
PAYMENT0011050,ACC0008281,2026-02-06 23:39:35,106776.18,SUCCESS,,,,,,,
PAYMENT0017728,ACC0009016,2026-02-07 00:04:38,29519.59,SUCCESS,,,,,,,
PAYMENT0017349,ACC0020612,2026-02-07 00:08:58,123181.72,SUCCESS,,,,,,,
PAYMENT0009905,ACC0011097,2026-02-07 00:35:29,144448.06,SUCCESS,,,,,,,
PAYMENT0013077,ACC0012224,2026-02-07 00:37:38,21305.34,SUCCESS,,,,,,,
PAYMENT0002753,ACC0011593,2026-02-07 00:42:39,23848.56,SUCCESS,,,,,,,
PAYMENT0024369,ACC0013154,2026-02-07 00:46:34,90959.71,SUCCESS,CALL0028069,2026-01-22 07:06:16,AGT0000388,CMP0000054,VND0000005,FAILED,377.6716666666667
PAYMENT0007584,ACC0013582,2026-02-07 00:49:08,10442.52,SUCCESS,,,,,,,
PAYMENT0002558,ACC0004893,2026-02-07 00:56:13,31809.94,SUCCESS,,,,,,,
PAYMENT0000769,ACC0002456,2026-02-07 01:01:54,141750.79,SUCCESS,,,,,,,
PAYMENT0023831,ACC0013378,2026-02-07 01:03:34,78032.0,SUCCESS,,,,,,,
PAYMENT0023217,ACC0022077,2026-02-07 01:06:39,94933.75,PENDING,CALL0004234,2026-01-27 19:25:25,AGT0000006,CMP0000115,VND0000008,NO_ANSWER,245.68722222222223
PAYMENT0023217,ACC0022077,2026-02-07 01:06:39,94933.75,PENDING,CALL0004234,2026-01-27 19:25:25,AGT0000006,CMP0000115,VND0000008,NO_ANSWER,245.68722222222223
PAYMENT0009174,ACC0007110,2026-02-07 01:13:45,120319.66,SUCCESS,,,,,,,
PAYMENT0021582,ACC0003429,2026-02-07 01:40:17,139444.49,SUCCESS,,,,,,,
PAYMENT0013287,ACC0003385,2026-02-07 01:49:18,57323.37,REVERSED,CALL0079554,2026-01-21 17:39:07,AGT0000016,CMP0000039,VND0000005,BUSY,392.1697222222222
PAYMENT0001430,ACC0008193,2026-02-07 01:53:24,132336.81,SUCCESS,CALL0020473,2026-01-24 01:52:53,AGT0000083,CMP0000051,VND0000015,BUSY,336.0086111111111
PAYMENT0018010,ACC0011753,2026-02-07 01:57:44,108023.21,SUCCESS,,,,,,,
PAYMENT0020409,ACC0009547,2026-02-07 02:02:17,104825.35,SUCCESS,,,,,,,
PAYMENT0000509,ACC0016139,2026-02-07 02:11:13,3473.51,PENDING,CALL0073571,2026-01-09 14:10:54,AGT0000429,CMP0000022,VND0000005,NO_ANSWER,684.0052777777778
PAYMENT0015699,ACC0019205,2026-02-07 02:12:20,60280.34,SUCCESS,CALL0051138,2026-02-04 18:47:00,AGT0000660,CMP0000018,VND0000013,VOICEMAIL,55.422222222222224
PAYMENT0001235,ACC0016103,2026-02-07 02:14:57,56751.28,REVERSED,,,,,,,
PAYMENT0003237,ACC0005512,2026-02-07 02:15:35,95903.49,FAILED,CALL0001581,2026-01-25 15:34:29,AGT0000147,CMP0000016,VND0000006,ANSWERED,298.685
PAYMENT0002556,ACC0023668,2026-02-07 02:33:15,115202.08,FAILED,CALL0084502,2026-01-31 09:51:13,AGT0000555,CMP0000051,VND0000001,BUSY,160.70055555555555
PAYMENT0015556,ACC0024219,2026-02-07 03:11:46,122570.17,SUCCESS,,,,,,,
PAYMENT0011626,ACC0001912,2026-02-07 03:14:48,15547.19,FAILED,,,,,,,
PAYMENT0013563,ACC0020891,2026-02-07 03:16:41,68282.91,SUCCESS,CALL0030579,2026-01-30 01:31:34,AGT0000630,CMP0000008,VND0000012,FAILED,193.75194444444443
PAYMENT0014533,ACC0008754,2026-02-07 04:00:04,71666.12,SUCCESS,,,,,,,
PAYMENT0006069,ACC0016505,2026-02-07 04:01:08,119188.57,SUCCESS,CALL0016594,2026-02-07 02:40:38,AGT0000770,CMP0000058,VND0000006,NO_ANSWER,1.3416666666666666
PAYMENT0004674,ACC0024028,2026-02-07 04:01:44,136444.91,SUCCESS,CALL0027652,2026-01-23 16:24:45,AGT0000504,CMP0000068,VND0000007,FAILED,347.6163888888889
PAYMENT0002412,ACC0020944,2026-02-07 04:06:51,81162.92,SUCCESS,CALL0082028,2026-01-05 05:37:09,AGT0000515,CMP0000056,VND0000011,ANSWERED,790.495
PAYMENT0016263,ACC0014729,2026-02-07 04:28:26,68960.37,SUCCESS,CALL0018194,2026-01-19 13:24:01,AGT0000505,CMP0000120,VND0000001,BUSY,447.0736111111111
PAYMENT0015642,ACC0011554,2026-02-07 04:39:30,135649.9,SUCCESS,CALL0046182,2026-02-04 17:54:42,AGT0000047,CMP0000102,VND0000008,ANSWERED,58.74666666666667
PAYMENT0003727,ACC0001196,2026-02-07 04:47:09,126949.75,SUCCESS,,,,,,,
PAYMENT0010632,ACC0029150,2026-02-07 04:55:29,149238.04,SUCCESS,CALL0030093,2026-02-05 17:28:15,AGT0000135,CMP0000048,VND0000004,ANSWERED,35.45388888888889
PAYMENT0003958,ACC0027228,2026-02-07 05:08:41,94409.39,SUCCESS,CALL0054346,2026-01-20 23:21:55,AGT0000347,CMP0000120,VND0000011,ANSWERED,413.77944444444444
PAYMENT0007583,ACC0027537,2026-02-07 05:50:49,127201.22,FAILED,CALL0081440,2026-01-24 23:29:21,AGT0000293,CMP0000043,VND0000007,ANSWERED,318.35777777777776
PAYMENT0006110,ACC0003729,2026-02-07 06:37:31,81897.24,PENDING,CALL0005701,2026-01-19 17:30:37,AGT0000402,CMP0000018,VND0000009,FAILED,445.115
PAYMENT0011091,ACC0006835,2026-02-07 06:41:46,34427.36,SUCCESS,,,,,,,
PAYMENT0006534,ACC0003898,2026-02-07 06:43:08,75150.27,SUCCESS,,,,,,,
PAYMENT0011772,ACC0025318,2026-02-07 07:12:02,87660.17,PENDING,,,,,,,
PAYMENT0012908,ACC0025065,2026-02-07 07:12:44,33169.43,PENDING,CALL0049193,2026-01-14 00:21:59,AGT0000107,CMP0000076,VND0000008,ANSWERED,582.8458333333333
PAYMENT0020611,ACC0015271,2026-02-07 07:32:53,131826.57,SUCCESS,,,,,,,
PAYMENT0004068,ACC0003287,2026-02-07 07:44:31,94667.07,SUCCESS,,,,,,,
PAYMENT0004068,ACC0003287,2026-02-07 07:44:31,94667.07,SUCCESS,,,,,,,
PAYMENT0019479,ACC0004989,2026-02-07 08:04:39,96030.23,REVERSED,,,,,,,
PAYMENT0010810,ACC0015924,2026-02-07 08:32:22,132197.33,SUCCESS,,,,,,,
PAYMENT0010571,ACC0005839,2026-02-07 08:45:12,117305.73,SUCCESS,,,,,,,
PAYMENT0009814,ACC0014410,2026-02-07 09:12:23,11076.69,SUCCESS,,,,,,,
PAYMENT0006604,ACC0007579,2026-02-07 09:43:33,91662.39,SUCCESS,,,,,,,
PAYMENT0006825,ACC0027585,2026-02-07 10:01:37,130487.74,SUCCESS,,,,,,,
PAYMENT0004001,ACC0012210,2026-02-07 10:05:43,113430.43,SUCCESS,,,,,,,
PAYMENT0024452,ACC0009497,2026-02-07 10:10:45,47209.35,PENDING,CALL0021666,2026-01-26 06:32:15,AGT0000575,CMP0000032,VND0000001,VOICEMAIL,291.64166666666665
PAYMENT0023980,ACC0007638,2026-02-07 10:19:15,58746.21,SUCCESS,,,,,,,
PAYMENT0007155,ACC0015309,2026-02-07 10:37:05,50607.83,FAILED,,,,,,,
PAYMENT0009748,ACC0006913,2026-02-07 10:46:45,57583.12,SUCCESS,,,,,,,
PAYMENT0019059,ACC0029174,2026-02-07 10:56:03,148528.31,FAILED,,,,,,,
PAYMENT0005260,ACC0001494,2026-02-07 11:01:15,38538.11,SUCCESS,CALL0052561,2026-02-07 08:18:34,AGT0000340,CMP0000074,VND0000014,FAILED,2.711388888888889
PAYMENT0024405,ACC0006557,2026-02-07 11:06:45,79391.52,SUCCESS,,,,,,,
PAYMENT0024405,ACC0006557,2026-02-07 11:06:45,79391.52,SUCCESS,,,,,,,
PAYMENT0021064,ACC0024759,2026-02-07 12:22:14,130161.62,SUCCESS,CALL0013027,2026-01-17 08:47:24,AGT0000547,CMP0000083,VND0000011,BUSY,507.5805555555556
PAYMENT0021064,ACC0024759,2026-02-07 12:22:14,130161.62,SUCCESS,CALL0013027,2026-01-17 08:47:24,AGT0000547,CMP0000083,VND0000011,BUSY,507.5805555555556
PAYMENT0006047,ACC0019270,2026-02-07 12:31:27,56309.45,SUCCESS,CALL0021966,2026-01-02 17:50:48,AGT0000829,CMP0000083,VND0000015,ANSWERED,858.6775
PAYMENT0002653,ACC0007670,2026-02-07 12:42:15,116535.27,SUCCESS,,,,,,,
PAYMENT0000953,ACC0018456,2026-02-07 12:43:18,83553.65,SUCCESS,,,,,,,
PAYMENT0010857,ACC0027157,2026-02-07 13:15:59,36695.07,SUCCESS,,,,,,,
PAYMENT0016551,ACC0026052,2026-02-07 13:37:38,18373.72,SUCCESS,CALL0071583,2026-01-05 12:14:53,AGT0000817,CMP0000004,VND0000009,ANSWERED,793.3791666666667
PAYMENT0002015,ACC0022819,2026-02-07 13:45:19,103950.96,SUCCESS,CALL0075957,2026-02-05 06:17:36,AGT0000587,CMP0000090,VND0000011,NO_ANSWER,55.46194444444444
PAYMENT0008647,ACC0025915,2026-02-07 13:54:25,3597.08,SUCCESS,,,,,,,
PAYMENT0013240,ACC0001617,2026-02-07 14:02:41,949.84,PENDING,,,,,,,
PAYMENT0020741,ACC0001475,2026-02-07 14:22:38,1119.41,SUCCESS,,,,,,,
PAYMENT0019649,ACC0012600,2026-02-07 14:30:33,78107.24,FAILED,CALL0044989,2026-02-06 02:13:45,AGT0000976,CMP0000093,VND0000003,BUSY,36.28
PAYMENT0007627,ACC0028610,2026-02-07 14:37:42,24499.3,SUCCESS,,,,,,,
PAYMENT0000348,ACC0023593,2026-02-07 14:43:34,38225.42,SUCCESS,,,,,,,
PAYMENT0005928,ACC0021004,2026-02-07 14:45:07,86895.92,SUCCESS,CALL0043932,2026-01-09 08:30:24,,CMP0000108,VND0000003,ANSWERED,702.2452777777778
PAYMENT0001293,ACC0023382,2026-02-07 14:48:54,108887.9,SUCCESS,CALL0060027,2026-01-27 02:16:16,AGT0000748,CMP0000073,VND0000002,VOICEMAIL,276.5438888888889
PAYMENT0006854,ACC0020092,2026-02-07 14:52:56,146555.67,SUCCESS,,,,,,,
PAYMENT0005367,ACC0025577,2026-02-07 15:16:30,30823.77,SUCCESS,CALL0026624,2026-01-22 17:17:34,AGT0000978,CMP0000029,VND0000001,ANSWERED,381.9822222222222
PAYMENT0010474,ACC0007038,2026-02-07 15:38:02,96929.66,PENDING,,,,,,,
PAYMENT0000994,ACC0011580,2026-02-07 15:39:50,70422.75,SUCCESS,,,,,,,
PAYMENT0004142,ACC0022031,2026-02-07 16:15:34,123727.26,SUCCESS,CALL0003742,2026-01-26 11:42:57,AGT0000123,CMP0000030,VND0000003,FAILED,292.5436111111111
PAYMENT0002934,ACC0003743,2026-02-07 16:22:01,134713.53,PENDING,CALL0085515,2026-01-02 19:13:30,AGT0000341,CMP0000089,VND0000015,ANSWERED,861.1419444444444
PAYMENT0002000,ACC0020895,2026-02-07 16:57:30,116061.46,SUCCESS,,,,,,,
PAYMENT0023973,ACC0005207,2026-02-07 17:03:11,149831.65,SUCCESS,,,,,,,
PAYMENT0009827,ACC0000665,2026-02-07 17:15:36,95178.78,FAILED,,,,,,,
PAYMENT0013543,ACC0024527,2026-02-07 17:51:57,35029.84,SUCCESS,,,,,,,
PAYMENT0009078,ACC0013524,2026-02-07 17:54:47,41451.74,FAILED,,,,,,,
PAYMENT0016549,ACC0027994,2026-02-07 18:16:13,127228.15,SUCCESS,CALL0085890,2026-02-04 08:32:51,AGT0000443,CMP0000041,VND0000010,VOICEMAIL,81.72277777777778
