call_id,account_id,borrower_id,event_at,agent_id,campaign_id,direction,vendor_id,call_status,duration_sec,timezone,event_at_parsed,account_timezone,account_timezone_difference_flag
CALL0008936,ACC0026526,BRW0011092,2026-07-20 23:06:48,AGT0000099,CMP0000031,OUTBOUND,VND0000010,VOICEMAIL,236,Asia/Dubai,2026-07-20 23:06:48,UTC,True
CALL0008937,ACC0028763,BRW0005919,2026-01-05 15:01:19,AGT0000283,CMP0000050,OUTBOUND,VND0000010,FAILED,803,UTC,2026-01-05 15:01:19,Asia/Dubai,True
CALL0008938,ACC0013784,BRW0002838,2026-04-11 05:39:31,AGT0000836,CMP0000028,OUTBOUND,VND0000007,ANSWERED,343,Asia/Dubai,2026-04-11 05:39:31,UTC,True
CALL0008939,ACC0022928,BRW0005612,2026-05-03 09:32:34,AGT0000179,CMP0000087,OUTBOUND,VND0000005,BUSY,704,Asia/Kolkata,2026-05-03 09:32:34,UTC,True
CALL0008941,ACC0023387,BRW0009611,2026-01-05 19:12:45,AGT0000806,CMP0000117,OUTBOUND,VND0000005,FAILED,32,Asia/Dubai,2026-01-05 19:12:45,Asia/Kolkata,True
CALL0008942,ACC0005790,BRW0001784,2026-02-11 14:32:33,AGT0000551,CMP0000029,OUTBOUND,VND0000010,ANSWERED,395,UTC,2026-02-11 14:32:33,Asia/Dubai,True
CALL0008943,ACC0005703,BRW0001461,2026-07-06 19:16:32,AGT0000143,CMP0000057,OUTBOUND,VND0000013,NO_ANSWER,501,Asia/Dubai,2026-07-06 19:16:32,UTC,True
CALL0008944,ACC0007796,BRW0001807,2026-02-10 16:20:02,AGT0000422,CMP0000064,OUTBOUND,VND0000013,BUSY,240,Asia/Kolkata,2026-02-10 16:20:02,UTC,True
CALL0008947,ACC0021681,BRW0006846,2026-05-11 21:27:23,AGT0000924,CMP0000093,OUTBOUND,VND0000014,ANSWERED,291,Asia/Dubai,2026-05-11 21:27:23,Asia/Kolkata,True
CALL0008949,ACC0023414,BRW0007293,2026-06-21 13:48:18,AGT0000178,CMP0000074,OUTBOUND,VND0000010,ANSWERED,396,Asia/Kolkata,2026-06-21 13:48:18,Asia/Dubai,True
CALL0008950,ACC0011753,BRW0004052,2026-03-30 03:16:11,AGT0000644,CMP0000008,OUTBOUND,VND0000007,ANSWERED,70,UTC,2026-03-30 03:16:11,Asia/Dubai,True
CALL0008951,ACC0004864,BRW0003561,2026-06-04 07:41:58,AGT0000164,CMP0000025,OUTBOUND,VND0000010,ANSWERED,16,UTC,2026-06-04 07:41:58,Asia/Dubai,True
CALL0008952,ACC0006909,BRW0004647,2026-05-22 16:31:38,AGT0000011,CMP0000058,OUTBOUND,VND0000002,BUSY,98,Asia/Dubai,2026-05-22 16:31:38,UTC,True
CALL0008954,ACC0001654,BRW0009592,2026-04-27 05:58:08,AGT0000247,CMP0000021,OUTBOUND,VND0000015,ANSWERED,668,Asia/Dubai,2026-04-27 05:58:08,UTC,True
CALL0008955,ACC0016546,BRW0002763,2026-03-08 07:07:21,AGT0000224,CMP0000085,INBOUND,VND0000012,FAILED,482,Asia/Kolkata,2026-03-08 07:07:21,Asia/Dubai,True
CALL0008958,ACC0005419,BRW0005057,2026-03-19 18:31:04,AGT0000612,CMP0000073,OUTBOUND,VND0000003,NO_ANSWER,771,Asia/Kolkata,2026-03-19 18:31:04,UTC,True
CALL0008962,ACC0023374,BRW0003488,2026-06-30 10:29:14,AGT0000008,CMP0000055,OUTBOUND,VND0000013,FAILED,648,Asia/Dubai,2026-06-30 10:29:14,UTC,True
CALL0008964,ACC0000724,BRW0009649,2026-06-19 10:31:27,AGT0000773,CMP0000028,OUTBOUND,VND0000002,NO_ANSWER,667,Asia/Dubai,2026-06-19 10:31:27,Asia/Kolkata,True
CALL0008965,ACC0028732,BRW0011065,2026-01-27 19:55:18,AGT0000938,CMP0000037,OUTBOUND,VND0000004,VOICEMAIL,676,Asia/Kolkata,2026-01-27 19:55:18,UTC,True
CALL0008966,ACC0021632,BRW0002417,2026-06-03 00:49:45,AGT0000198,CMP0000102,OUTBOUND,VND0000012,ANSWERED,464,UTC,2026-06-03 00:49:45,Asia/Dubai,True
CALL0008967,ACC0001644,BRW0011483,2026-06-27 17:00:49,AGT0000820,CMP0000006,INBOUND,VND0000008,ANSWERED,679,Asia/Kolkata,2026-06-27 17:00:49,UTC,True
CALL0008968,ACC0003362,BRW0006235,2026-03-15 14:42:34,AGT0000698,CMP0000050,INBOUND,VND0000003,VOICEMAIL,414,UTC,2026-03-15 14:42:34,Asia/Dubai,True
CALL0008969,ACC0003826,BRW0009256,2026-05-18 19:29:39,AGT0000146,CMP0000119,OUTBOUND,VND0000015,BUSY,612,Asia/Dubai,2026-05-18 19:29:39,Asia/Kolkata,True
CALL0008970,ACC0003298,BRW0003675,2026-01-18 11:33:25,AGT0000266,CMP0000119,OUTBOUND,VND0000011,FAILED,330,UTC,2026-01-18 11:33:25,Asia/Kolkata,True
CALL0008971,ACC0019734,BRW0001861,2026-02-25 05:09:21,AGT0000650,CMP0000086,OUTBOUND,VND0000002,BUSY,145,Asia/Kolkata,2026-02-25 05:09:21,Asia/Dubai,True
CALL0008972,ACC0012873,BRW0000429,2026-05-12 14:26:14,AGT0000432,CMP0000060,OUTBOUND,VND0000009,VOICEMAIL,709,Asia/Dubai,2026-05-12 14:26:14,Asia/Kolkata,True
CALL0008973,ACC0000808,BRW0009319,2026-01-13 01:42:50,AGT0000920,CMP0000038,OUTBOUND,VND0000006,ANSWERED,851,Asia/Dubai,2026-01-13 01:42:50,Asia/Kolkata,True
CALL0008975,ACC0005464,BRW0010570,2026-02-22 16:19:04,AGT0000998,CMP0000103,OUTBOUND,VND0000010,NO_ANSWER,47,Asia/Dubai,2026-02-22 16:19:04,Asia/Kolkata,True
CALL0008978,ACC0003081,BRW0007912,2026-04-08 07:45:15,AGT0000270,CMP0000078,OUTBOUND,VND0000011,VOICEMAIL,696,Asia/Kolkata,2026-04-08 07:45:15,UTC,True
CALL0008980,ACC0019610,BRW0011974,2026-05-24 15:00:47,AGT0000960,CMP0000091,OUTBOUND,VND0000002,VOICEMAIL,594,Asia/Kolkata,2026-05-24 15:00:47,Asia/Dubai,True
CALL0008981,ACC0001687,BRW0000708,2026-08-03 16:53:46,AGT0000014,CMP0000052,OUTBOUND,VND0000008,ANSWERED,2,Asia/Kolkata,2026-08-03 16:53:46,Asia/Dubai,True
CALL0008982,ACC0015688,BRW0008440,2026-07-10 23:06:30,AGT0000144,CMP0000013,OUTBOUND,VND0000014,VOICEMAIL,486,Asia/Dubai,2026-07-10 23:06:30,Asia/Kolkata,True
CALL0008984,ACC0026350,BRW0002793,2026-01-20 04:50:43,AGT0000572,CMP0000022,OUTBOUND,VND0000011,NO_ANSWER,174,Asia/Kolkata,2026-01-20 04:50:43,UTC,True
CALL0008985,ACC0023505,BRW0002386,2026-02-10 22:50:50,AGT0000224,CMP0000110,OUTBOUND,VND0000010,BUSY,772,Asia/Kolkata,2026-02-10 22:50:50,UTC,True
CALL0008987,ACC0029120,BRW0004666,2026-04-14 04:48:36,AGT0000302,CMP0000089,OUTBOUND,VND0000001,BUSY,133,Asia/Kolkata,2026-04-14 04:48:36,UTC,True
CALL0008989,ACC0020679,BRW0002743,2026-05-05 08:52:29,AGT0000254,CMP0000036,OUTBOUND,VND0000003,FAILED,630,UTC,2026-05-05 08:52:29,Asia/Dubai,True
CALL0008991,ACC0001363,BRW0006809,2026-05-03 07:15:09,AGT0000361,CMP0000117,OUTBOUND,VND0000008,NO_ANSWER,47,Asia/Kolkata,2026-05-03 07:15:09,UTC,True
CALL0008992,ACC0020438,BRW0011358,2026-02-11 09:23:05,AGT0000652,CMP0000012,OUTBOUND,VND0000002,BUSY,507,Asia/Kolkata,2026-02-11 09:23:05,Asia/Dubai,True
CALL0008993,ACC0011632,BRW0005263,2026-05-31 23:25:07,AGT0000502,CMP0000120,OUTBOUND,VND0000011,FAILED,602,Asia/Dubai,2026-05-31 23:25:07,Asia/Kolkata,True
CALL0008994,ACC0020590,BRW0002087,2026-02-07 06:34:42,AGT0000103,CMP0000079,OUTBOUND,VND0000015,FAILED,534,Asia/Kolkata,2026-02-07 06:34:42,Asia/Dubai,True
CALL0008995,ACC0024468,BRW0000021,2026-05-21 04:40:04,AGT0000866,CMP0000003,INBOUND,VND0000011,FAILED,97,Asia/Dubai,2026-05-21 04:40:04,UTC,True
CALL0009001,ACC0010437,BRW0009846,2026-03-25 13:45:17,AGT0000904,CMP0000089,OUTBOUND,VND0000011,NO_ANSWER,103,Asia/Dubai,2026-03-25 13:45:17,Asia/Kolkata,True
CALL0009002,ACC0021210,BRW0005196,2026-02-27 16:39:09,AGT0000504,CMP0000010,OUTBOUND,VND0000014,ANSWERED,649,Asia/Dubai,2026-02-27 16:39:09,UTC,True
CALL0009005,ACC0015706,BRW0001662,2026-04-19 06:24:52,AGT0000498,CMP0000035,OUTBOUND,VND0000010,FAILED,18,Asia/Dubai,2026-04-19 06:24:52,UTC,True
CALL0009007,ACC0006969,BRW0011258,2026-02-15 06:01:21,AGT0000179,CMP0000011,OUTBOUND,VND0000007,BUSY,243,Asia/Dubai,2026-02-15 06:01:21,UTC,True
CALL0009009,ACC0007821,BRW0007583,2026-01-02 00:40:02,AGT0000052,CMP0000022,INBOUND,VND0000003,NO_ANSWER,783,Asia/Dubai,2026-01-02 00:40:02,Asia/Kolkata,True
CALL0009010,ACC0006452,BRW0009139,2026-02-16 03:01:07,AGT0000710,CMP0000060,INBOUND,VND0000008,ANSWERED,347,UTC,2026-02-16 03:01:07,Asia/Dubai,True
CALL0009012,ACC0009869,BRW0008012,2026-03-02 18:20:26,AGT0000506,CMP0000026,OUTBOUND,VND0000008,BUSY,346,UTC,2026-03-02 18:20:26,Asia/Dubai,True
CALL0009014,ACC0004590,BRW0008193,2026-06-06 22:03:38,AGT0000737,CMP0000047,OUTBOUND,VND0000011,NO_ANSWER,498,Asia/Kolkata,2026-06-06 22:03:38,UTC,True
CALL0009015,ACC0020872,BRW0004464,2026-06-18 04:50:59,AGT0000104,CMP0000077,OUTBOUND,VND0000015,VOICEMAIL,312,UTC,2026-06-18 04:50:59,Asia/Dubai,True
CALL0009017,ACC0006580,BRW0006723,2026-01-13 18:10:06,AGT0000751,CMP0000025,OUTBOUND,VND0000005,VOICEMAIL,391,Asia/Kolkata,2026-01-13 18:10:06,UTC,True
CALL0009018,ACC0023183,BRW0010598,2026-08-01 00:57:07,AGT0000796,CMP0000056,OUTBOUND,VND0000004,NO_ANSWER,280,Asia/Dubai,2026-08-01 00:57:07,Asia/Kolkata,True
CALL0009019,ACC0016112,BRW0010865,2026-01-24 20:53:30,AGT0000012,CMP0000020,OUTBOUND,VND0000013,ANSWERED,237,Asia/Kolkata,2026-01-24 20:53:30,UTC,True
CALL0009021,ACC0015528,BRW0006590,2026-07-07 18:22:43,AGT0000097,CMP0000089,INBOUND,VND0000001,FAILED,104,Asia/Dubai,2026-07-07 18:22:43,Asia/Kolkata,True
CALL0009022,ACC0008451,BRW0003271,2026-01-05 04:00:42,AGT0000595,CMP0000034,OUTBOUND,VND0000002,ANSWERED,271,Asia/Dubai,2026-01-05 04:00:42,UTC,True
CALL0009023,ACC0020547,BRW0011817,2026-06-28 19:33:26,AGT0000907,CMP0000110,OUTBOUND,VND0000011,ANSWERED,713,UTC,2026-06-28 19:33:26,Asia/Kolkata,True
CALL0009025,ACC0001184,BRW0002318,2026-06-11 03:25:15,AGT0000988,CMP0000111,OUTBOUND,VND0000009,BUSY,730,Asia/Kolkata,2026-06-11 03:25:15,Asia/Dubai,True
CALL0009027,ACC0022867,BRW0002634,2026-06-11 10:16:58,AGT0000274,CMP0000095,OUTBOUND,VND0000003,VOICEMAIL,163,Asia/Kolkata,2026-06-11 10:16:58,Asia/Dubai,True
CALL0009029,ACC0002424,BRW0009459,2026-01-09 06:19:29,AGT0000260,CMP0000063,OUTBOUND,VND0000008,ANSWERED,5,Asia/Dubai,2026-01-09 06:19:29,UTC,True
CALL0009031,ACC0003992,BRW0005745,2026-05-12 00:12:38,AGT0000540,CMP0000069,OUTBOUND,VND0000004,ANSWERED,295,Asia/Kolkata,2026-05-12 00:12:38,UTC,True
CALL0009032,ACC0020197,BRW0009195,2026-06-01 07:31:24,AGT0000999,CMP0000100,OUTBOUND,VND0000002,NO_ANSWER,19,UTC,2026-06-01 07:31:24,Asia/Dubai,True
CALL0009033,ACC0002557,BRW0003304,2026-05-12 00:03:17,AGT0000679,CMP0000048,OUTBOUND,VND0000002,BUSY,452,Asia/Kolkata,2026-05-12 00:03:17,Asia/Dubai,True
CALL0009034,ACC0000641,BRW0001838,2026-02-10 14:07:50,AGT0000057,CMP0000058,OUTBOUND,VND0000003,FAILED,154,Asia/Dubai,2026-02-10 14:07:50,UTC,True
CALL0009035,ACC0014021,BRW0011624,2026-05-30 20:28:33,AGT0000063,CMP0000101,OUTBOUND,VND0000003,VOICEMAIL,504,UTC,2026-05-30 20:28:33,Asia/Kolkata,True
CALL0009037,ACC0014856,BRW0001951,2026-04-17 09:09:19,AGT0000196,CMP0000086,OUTBOUND,VND0000014,NO_ANSWER,165,UTC,2026-04-17 09:09:19,Asia/Dubai,True
CALL0009038,ACC0000542,BRW0004287,2026-01-31 16:05:47,AGT0000649,CMP0000054,OUTBOUND,VND0000005,BUSY,520,UTC,2026-01-31 16:05:47,Asia/Dubai,True
CALL0009040,ACC0005892,BRW0000299,2026-07-11 09:48:45,AGT0000275,CMP0000054,OUTBOUND,VND0000007,ANSWERED,417,UTC,2026-07-11 09:48:45,Asia/Dubai,True
CALL0009041,ACC0019619,BRW0004105,2026-04-24 18:30:42,AGT0000893,CMP0000061,OUTBOUND,VND0000002,BUSY,167,Asia/Dubai,2026-04-24 18:30:42,Asia/Kolkata,True
CALL0009042,ACC0026797,BRW0003676,2026-02-09 11:55:39,AGT0000905,CMP0000116,OUTBOUND,VND0000011,FAILED,20,Asia/Kolkata,2026-02-09 11:55:39,UTC,True
CALL0009043,ACC0005948,BRW0002417,2026-03-19 09:34:42,AGT0000255,CMP0000005,OUTBOUND,VND0000011,VOICEMAIL,8,Asia/Dubai,2026-03-19 09:34:42,UTC,True
CALL0009044,ACC0026105,BRW0001539,2026-06-23 21:53:02,AGT0000911,CMP0000023,OUTBOUND,VND0000004,BUSY,40,Asia/Dubai,2026-06-23 21:53:02,UTC,True
CALL0009045,ACC0025216,BRW0006461,2026-01-16 13:48:30,AGT0000614,CMP0000032,OUTBOUND,VND0000015,FAILED,340,Asia/Dubai,2026-01-16 13:48:30,Asia/Kolkata,True
CALL0009047,ACC0023883,BRW0005164,2026-02-25 16:35:21,AGT0000304,CMP0000065,OUTBOUND,VND0000006,VOICEMAIL,856,Asia/Dubai,2026-02-25 16:35:21,Asia/Kolkata,True
CALL0009049,ACC0000002,BRW0007115,2026-03-03 17:03:23,AGT0000046,CMP0000008,OUTBOUND,VND0000011,VOICEMAIL,425,Asia/Dubai,2026-03-03 17:03:23,UTC,True
CALL0009053,ACC0021291,BRW0010973,2026-05-05 12:40:37,AGT0000306,CMP0000078,OUTBOUND,VND0000006,VOICEMAIL,719,Asia/Kolkata,2026-05-05 12:40:37,UTC,True
CALL0009054,ACC0022370,BRW0005761,2026-02-27 13:49:50,AGT0000682,CMP0000111,OUTBOUND,VND0000007,NO_ANSWER,677,Asia/Dubai,2026-02-27 13:49:50,UTC,True
CALL0009055,ACC0009148,BRW0006117,2026-07-15 12:31:53,AGT0000795,CMP0000026,OUTBOUND,VND0000011,VOICEMAIL,153,Asia/Dubai,2026-07-15 12:31:53,Asia/Kolkata,True
CALL0009060,ACC0006494,BRW0003017,2026-06-10 12:01:56,AGT0000476,CMP0000112,OUTBOUND,VND0000007,FAILED,634,Asia/Kolkata,2026-06-10 12:01:56,Asia/Dubai,True
CALL0009061,ACC0016385,BRW0007626,2026-06-28 01:56:00,AGT0000750,CMP0000058,OUTBOUND,VND0000002,VOICEMAIL,757,Asia/Dubai,2026-06-28 01:56:00,Asia/Kolkata,True
CALL0009062,ACC0005260,BRW0005878,2026-06-09 19:39:12,AGT0000172,CMP0000091,INBOUND,VND0000009,NO_ANSWER,255,Asia/Dubai,2026-06-09 19:39:12,UTC,True
CALL0009064,ACC0018886,BRW0006585,2026-01-03 10:53:25,AGT0000934,CMP0000095,OUTBOUND,VND0000007,FAILED,23,Asia/Dubai,2026-01-03 10:53:25,UTC,True
CALL0009065,ACC0019926,BRW0006120,2026-01-18 10:36:57,AGT0000729,CMP0000048,OUTBOUND,VND0000010,BUSY,865,Asia/Kolkata,2026-01-18 10:36:57,Asia/Dubai,True
CALL0009066,ACC0014829,BRW0004678,2026-07-03 07:35:33,AGT0000532,CMP0000072,OUTBOUND,VND0000011,NO_ANSWER,380,Asia/Dubai,2026-07-03 07:35:33,UTC,True
CALL0009068,ACC0018513,BRW0007318,2026-02-14 05:53:47,,CMP0000017,OUTBOUND,VND0000003,BUSY,133,Asia/Kolkata,2026-02-14 05:53:47,UTC,True
CALL0009069,ACC0016688,BRW0002329,2026-04-07 18:56:32,AGT0000154,CMP0000105,OUTBOUND,VND0000010,NO_ANSWER,473,UTC,2026-04-07 18:56:32,Asia/Kolkata,True
CALL0009071,ACC0024775,BRW0010041,2026-03-05 18:28:11,AGT0000135,CMP0000070,OUTBOUND,VND0000005,ANSWERED,716,Asia/Kolkata,2026-03-05 18:28:11,UTC,True
CALL0009072,ACC0000675,BRW0010090,2026-01-13 10:57:54,AGT0000996,CMP0000034,OUTBOUND,VND0000006,NO_ANSWER,386,UTC,2026-01-13 10:57:54,Asia/Dubai,True
CALL0009073,ACC0029984,BRW0004588,2026-03-31 08:35:28,AGT0000183,CMP0000058,OUTBOUND,VND0000003,VOICEMAIL,718,UTC,2026-03-31 08:35:28,Asia/Kolkata,True
CALL0009074,ACC0029396,BRW0007200,2026-04-08 23:49:51,AGT0000746,CMP0000080,OUTBOUND,VND0000010,VOICEMAIL,209,Asia/Kolkata,2026-04-08 23:49:51,UTC,True
CALL0009076,ACC0025702,BRW0010970,2026-01-07 05:36:20,AGT0000270,CMP0000113,OUTBOUND,VND0000012,VOICEMAIL,214,Asia/Kolkata,2026-01-07 05:36:20,Asia/Dubai,True
CALL0009077,ACC0021467,BRW0008168,2026-03-15 05:22:29,AGT0000762,CMP0000060,OUTBOUND,VND0000001,BUSY,13,UTC,2026-03-15 05:22:29,Asia/Dubai,True
CALL0009079,ACC0005723,BRW0009771,2026-06-30 00:22:25,AGT0000629,CMP0000093,OUTBOUND,VND0000004,ANSWERED,47,Asia/Dubai,2026-06-30 00:22:25,UTC,True
CALL0009081,ACC0023162,BRW0003589,2026-07-09 23:59:15,AGT0000611,CMP0000024,OUTBOUND,VND0000014,FAILED,752,Asia/Kolkata,2026-07-09 23:59:15,Asia/Dubai,True
CALL0009086,ACC0011319,BRW0003192,2026-05-04 14:33:02,AGT0000056,CMP0000117,OUTBOUND,VND0000008,ANSWERED,126,UTC,2026-05-04 14:33:02,Asia/Kolkata,True
CALL0009089,ACC0015764,BRW0008684,2026-03-16 06:44:49,AGT0000936,CMP0000068,OUTBOUND,VND0000006,ANSWERED,248,Asia/Dubai,2026-03-16 06:44:49,UTC,True
CALL0009093,ACC0007868,BRW0011049,2026-01-13 02:39:01,AGT0000400,CMP0000056,OUTBOUND,VND0000001,VOICEMAIL,823,UTC,2026-01-13 02:39:01,Asia/Kolkata,True
CALL0009095,ACC0018532,BRW0003464,2026-01-23 20:23:23,AGT0000803,CMP0000072,OUTBOUND,VND0000002,VOICEMAIL,574,Asia/Kolkata,2026-01-23 20:23:23,Asia/Dubai,True
CALL0009096,ACC0029349,BRW0007884,2026-05-13 23:18:54,AGT0000550,CMP0000120,OUTBOUND,VND0000011,ANSWERED,652,Asia/Kolkata,2026-05-13 23:18:54,Asia/Dubai,True
CALL0009097,ACC0024455,BRW0006103,2026-07-29 12:54:26,AGT0000764,CMP0000064,OUTBOUND,VND0000009,VOICEMAIL,600,UTC,2026-07-29 12:54:26,Asia/Kolkata,True
CALL0009098,ACC0001531,BRW0002687,2026-05-20 06:21:38,AGT0000289,CMP0000031,OUTBOUND,VND0000011,ANSWERED,55,Asia/Kolkata,2026-05-20 06:21:38,UTC,True
CALL0009101,ACC0008500,BRW0007344,2026-07-19 15:28:46,AGT0000327,CMP0000031,OUTBOUND,VND0000001,NO_ANSWER,632,Asia/Dubai,2026-07-19 15:28:46,UTC,True
CALL0009103,ACC0007601,BRW0009355,2026-07-19 12:55:25,AGT0000858,CMP0000058,OUTBOUND,VND0000001,BUSY,97,Asia/Kolkata,2026-07-19 12:55:25,Asia/Dubai,True
CALL0009104,ACC0027448,BRW0009373,2026-07-22 01:21:37,AGT0000115,CMP0000058,OUTBOUND,VND0000007,NO_ANSWER,625,UTC,2026-07-22 01:21:37,Asia/Dubai,True
CALL0009105,ACC0020559,BRW0008473,2026-01-16 21:12:52,AGT0000948,CMP0000010,OUTBOUND,VND0000005,VOICEMAIL,10,UTC,2026-01-16 21:12:52,Asia/Dubai,True
CALL0009107,ACC0016455,BRW0006253,2026-06-26 16:04:00,AGT0000448,CMP0000043,OUTBOUND,VND0000015,ANSWERED,266,Asia/Kolkata,2026-06-26 16:04:00,Asia/Dubai,True
CALL0009108,ACC0019201,BRW0000907,2026-06-26 03:14:19,AGT0000998,CMP0000049,OUTBOUND,VND0000015,VOICEMAIL,326,Asia/Dubai,2026-06-26 03:14:19,UTC,True
CALL0009110,ACC0000747,BRW0002235,2026-07-03 10:53:03,AGT0000594,CMP0000041,INBOUND,VND0000002,FAILED,83,Asia/Kolkata,2026-07-03 10:53:03,UTC,True
CALL0009111,ACC0027435,BRW0008931,2026-02-23 21:01:15,AGT0000437,CMP0000001,OUTBOUND,VND0000001,VOICEMAIL,82,Asia/Kolkata,2026-02-23 21:01:15,Asia/Dubai,True
CALL0009113,ACC0027298,BRW0010416,2026-06-23 08:25:24,AGT0000929,CMP0000026,OUTBOUND,VND0000015,VOICEMAIL,180,Asia/Kolkata,2026-06-23 08:25:24,UTC,True
CALL0009115,ACC0024084,BRW0000053,2026-03-23 10:15:29,AGT0000410,CMP0000066,INBOUND,VND0000011,NO_ANSWER,148,UTC,2026-03-23 10:15:29,Asia/Dubai,True
CALL0009116,ACC0012881,BRW0011582,2026-03-04 15:42:56,AGT0000732,CMP0000075,OUTBOUND,VND0000003,ANSWERED,67,Asia/Kolkata,2026-03-04 15:42:56,UTC,True
CALL0009118,ACC0015198,BRW0003585,2026-08-07 04:51:31,AGT0000749,CMP0000065,OUTBOUND,VND0000012,ANSWERED,22,UTC,2026-08-07 04:51:31,Asia/Kolkata,True
CALL0009119,ACC0020943,BRW0011008,2026-01-06 15:44:34,AGT0000370,CMP0000001,OUTBOUND,VND0000005,FAILED,782,Asia/Kolkata,2026-01-06 15:44:34,UTC,True
CALL0009121,ACC0015776,BRW0004641,2026-01-18 03:22:22,AGT0000850,CMP0000050,OUTBOUND,VND0000001,NO_ANSWER,354,Asia/Dubai,2026-01-18 03:22:22,UTC,True
CALL0009122,ACC0012247,BRW0000619,2026-02-07 10:47:55,AGT0000556,CMP0000079,OUTBOUND,VND0000014,BUSY,243,UTC,2026-02-07 10:47:55,Asia/Kolkata,True
CALL0009123,ACC0007456,BRW0010168,2026-01-04 09:06:17,AGT0000877,CMP0000084,OUTBOUND,VND0000003,FAILED,762,Asia/Kolkata,2026-01-04 09:06:17,UTC,True
CALL0009124,ACC0003227,BRW0004342,2026-05-22 22:06:58,AGT0000462,CMP0000074,OUTBOUND,VND0000012,FAILED,400,UTC,2026-05-22 22:06:58,Asia/Kolkata,True
CALL0009126,ACC0016369,BRW0003549,2026-07-26 06:17:01,,CMP0000037,OUTBOUND,VND0000015,NO_ANSWER,256,Asia/Dubai,2026-07-26 06:17:01,Asia/Kolkata,True
CALL0009127,ACC0027159,BRW0006697,2026-03-10 12:46:21,AGT0000994,CMP0000052,OUTBOUND,VND0000002,VOICEMAIL,36,Asia/Dubai,2026-03-10 12:46:21,Asia/Kolkata,True
CALL0009128,ACC0024061,BRW0009018,2026-02-28 11:12:32,AGT0000137,CMP0000031,OUTBOUND,VND0000009,FAILED,265,Asia/Dubai,2026-02-28 11:12:32,UTC,True
CALL0009129,ACC0007795,BRW0005835,2026-06-15 18:57:11,AGT0000529,CMP0000099,OUTBOUND,VND0000005,FAILED,465,Asia/Dubai,2026-06-15 18:57:11,UTC,True
CALL0009130,ACC0007233,BRW0006481,2026-03-16 00:39:53,AGT0000773,CMP0000098,OUTBOUND,VND0000003,BUSY,803,Asia/Dubai,2026-03-16 00:39:53,Asia/Kolkata,True
CALL0009132,ACC0028472,BRW0002541,2026-07-14 23:05:39,AGT0000873,CMP0000101,OUTBOUND,VND0000011,VOICEMAIL,81,Asia/Kolkata,2026-07-14 23:05:39,UTC,True
CALL0009134,ACC0025534,BRW0001208,2026-07-19 03:36:01,AGT0000463,CMP0000037,OUTBOUND,VND0000004,NO_ANSWER,550,Asia/Dubai,2026-07-19 03:36:01,Asia/Kolkata,True
CALL0009135,ACC0000204,BRW0011529,2026-04-12 18:40:02,AGT0000519,CMP0000071,OUTBOUND,VND0000002,VOICEMAIL,197,Asia/Dubai,2026-04-12 18:40:02,UTC,True
CALL0009138,ACC0006431,BRW0000626,2026-07-04 03:56:11,AGT0000394,CMP0000046,OUTBOUND,VND0000011,FAILED,343,UTC,2026-07-04 03:56:11,Asia/Dubai,True
CALL0009139,ACC0002876,BRW0006428,2026-01-13 07:42:11,AGT0000252,CMP0000079,OUTBOUND,VND0000012,FAILED,655,Asia/Kolkata,2026-01-13 07:42:11,Asia/Dubai,True
CALL0009140,ACC0017329,BRW0001109,2026-01-07 22:00:00,AGT0000219,CMP0000093,INBOUND,VND0000005,ANSWERED,34,Asia/Dubai,2026-01-07 22:00:00,Asia/Kolkata,True
CALL0009141,ACC0027330,BRW0006872,2026-07-09 23:00:00,AGT0000898,CMP0000076,OUTBOUND,VND0000013,ANSWERED,726,Asia/Kolkata,2026-07-09 23:00:00,Asia/Dubai,True
CALL0009142,ACC0011812,BRW0002393,2026-08-08 02:03:04,AGT0000776,CMP0000027,OUTBOUND,VND0000005,VOICEMAIL,0,Asia/Kolkata,2026-08-08 02:03:04,UTC,True
CALL0009143,ACC0021163,BRW0001968,2026-03-30 22:08:17,AGT0000644,CMP0000055,OUTBOUND,VND0000010,ANSWERED,211,Asia/Kolkata,2026-03-30 22:08:17,Asia/Dubai,True
CALL0009144,ACC0022767,BRW0006961,2026-03-14 23:01:20,AGT0000527,CMP0000032,OUTBOUND,VND0000015,ANSWERED,895,Asia/Kolkata,2026-03-14 23:01:20,UTC,True
CALL0009145,ACC0015101,BRW0006436,2026-04-27 13:17:17,AGT0000168,CMP0000013,INBOUND,VND0000015,VOICEMAIL,246,UTC,2026-04-27 13:17:17,Asia/Dubai,True
CALL0009146,ACC0027670,BRW0006495,2026-02-01 08:24:47,AGT0000918,CMP0000021,OUTBOUND,VND0000001,ANSWERED,499,Asia/Dubai,2026-02-01 08:24:47,Asia/Kolkata,True
CALL0009147,ACC0002346,BRW0011629,2026-03-31 09:24:50,AGT0000795,CMP0000069,OUTBOUND,VND0000015,BUSY,256,UTC,2026-03-31 09:24:50,Asia/Dubai,True
CALL0009148,ACC0013156,BRW0002216,2026-02-27 18:42:52,AGT0000373,CMP0000118,OUTBOUND,VND0000009,NO_ANSWER,742,Asia/Kolkata,2026-02-27 18:42:52,Asia/Dubai,True
CALL0009150,ACC0002174,BRW0003500,2026-05-19 10:00:28,AGT0000464,CMP0000062,OUTBOUND,VND0000005,BUSY,510,Asia/Kolkata,2026-05-19 10:00:28,UTC,True
