agent_id,employee_codes,names,vendors,teams,statuses
AGT0000821,37,10,12,5,3
AGT0000822,25,10,13,5,3
AGT0000823,32,9,14,5,3
AGT0000824,27,10,13,5,3
AGT0000825,21,10,12,5,3
AGT0000826,34,9,14,5,3
AGT0000827,29,10,12,5,3
AGT0000828,40,10,13,5,3
AGT0000829,30,9,15,5,3
AGT0000830,27,9,13,5,3
AGT0000831,21,8,12,5,3
AGT0000832,35,10,15,5,3
AGT0000833,20,9,11,5,3
AGT0000834,33,10,13,5,3
AGT0000835,34,10,14,5,3
AGT0000836,33,10,15,5,3
AGT0000837,39,10,14,5,3
AGT0000838,34,9,14,5,3
AGT0000839,31,10,12,5,3
AGT0000840,28,9,13,5,3
AGT0000841,26,10,13,5,3
AGT0000842,29,10,13,5,3
AGT0000843,46,10,14,5,3
AGT0000844,34,10,13,5,3
AGT0000845,28,10,12,5,3
AGT0000846,30,9,12,5,3
AGT0000847,37,10,15,5,3
AGT0000848,28,9,14,5,3
AGT0000849,40,10,13,5,3
AGT0000850,25,10,13,5,3
AGT0000851,28,9,14,5,3
AGT0000852,25,10,14,5,3
AGT0000853,24,10,12,5,3
AGT0000854,31,10,12,5,3
AGT0000855,24,9,12,5,3
AGT0000856,38,10,15,5,3
AGT0000857,32,10,13,5,3
AGT0000858,33,9,14,5,3
AGT0000859,32,10,14,5,3
AGT0000860,22,10,11,5,3
AGT0000861,26,10,14,5,3
AGT0000862,30,8,12,5,3
AGT0000863,37,10,14,5,3
AGT0000864,23,9,11,5,3
AGT0000865,25,10,12,5,3
AGT0000866,24,9,12,5,3
AGT0000867,31,10,13,5,3
AGT0000868,32,10,15,5,3
AGT0000869,25,10,14,5,3
AGT0000870,36,10,13,5,3
AGT0000871,31,10,15,5,3
AGT0000872,22,9,12,5,3
AGT0000873,29,10,13,5,3
AGT0000874,30,10,13,5,3
AGT0000875,47,10,13,5,3
AGT0000876,45,10,14,4,3
AGT0000877,25,8,11,5,3
AGT0000878,26,9,13,5,3
AGT0000879,33,10,14,5,3
AGT0000880,32,10,12,4,3
AGT0000881,27,9,11,5,3
AGT0000882,32,9,13,5,3
AGT0000883,43,10,13,5,3
AGT0000884,30,10,12,5,3
AGT0000885,33,9,14,5,3
AGT0000886,32,8,13,5,3
AGT0000887,26,10,13,5,3
AGT0000888,29,10,13,5,3
AGT0000889,34,10,12,5,3
AGT0000890,28,8,12,5,3
AGT0000891,26,9,13,5,3
AGT0000892,27,10,13,5,3
AGT0000893,38,10,14,5,3
AGT0000894,30,10,13,5,3
AGT0000895,21,9,13,5,3
AGT0000896,31,10,15,5,3
AGT0000897,30,10,12,5,3
AGT0000898,23,8,13,5,3
AGT0000899,33,10,14,5,3
AGT0000900,27,10,13,5,3
AGT0000901,30,9,15,5,3
AGT0000902,23,10,13,5,3
AGT0000903,27,10,12,5,3
AGT0000904,28,10,15,5,3
AGT0000905,28,10,12,5,3
AGT0000906,17,8,12,5,3
AGT0000907,35,10,14,5,3
AGT0000908,31,10,14,5,3
AGT0000909,23,9,9,5,3
AGT0000910,29,10,13,5,3
AGT0000911,28,10,12,5,3
AGT0000912,41,10,14,5,3
AGT0000913,29,10,13,5,3
AGT0000914,32,10,12,5,3
AGT0000915,26,9,14,5,3
AGT0000916,26,10,14,5,3
AGT0000917,29,9,13,5,3
AGT0000918,31,10,14,5,3
AGT0000919,29,8,11,5,3
AGT0000920,26,10,13,5,3
AGT0000921,36,10,13,5,3
AGT0000922,14,6,9,4,3
AGT0000923,24,10,11,5,3
AGT0000924,33,10,13,5,3
AGT0000925,20,9,11,5,3
AGT0000926,30,10,13,5,3
AGT0000927,25,10,14,5,3
AGT0000928,27,9,11,5,3
AGT0000929,34,9,14,5,3
AGT0000930,26,10,12,5,3
AGT0000931,29,10,13,5,3
AGT0000932,33,10,13,5,3
AGT0000933,34,10,14,5,3
AGT0000934,34,9,14,5,3
AGT0000935,31,10,13,5,3
AGT0000936,35,9,15,5,3
AGT0000937,31,10,13,5,3
AGT0000938,32,10,15,5,3
AGT0000939,28,9,14,5,3
AGT0000940,26,9,13,5,3
AGT0000941,33,9,14,5,3
AGT0000942,26,8,11,5,3
AGT0000943,26,9,14,5,3
AGT0000944,35,10,14,5,3
AGT0000945,29,10,13,5,3
AGT0000946,25,9,11,5,3
AGT0000947,21,8,12,5,3
AGT0000948,33,10,13,5,3
AGT0000949,22,9,12,5,3
AGT0000950,28,9,15,5,3
AGT0000951,38,10,14,5,3
AGT0000952,24,9,11,5,3
AGT0000953,34,9,14,5,3
AGT0000954,34,9,12,5,3
AGT0000955,32,10,13,5,3
AGT0000956,32,9,14,5,3
AGT0000957,32,10,15,5,3
AGT0000958,14,7,10,5,3
AGT0000959,30,10,13,5,3
AGT0000960,27,9,14,5,3
AGT0000961,33,10,13,5,3
AGT0000962,31,9,14,5,3
AGT0000963,41,10,15,5,3
AGT0000964,30,10,14,5,3
AGT0000965,32,10,13,5,3
AGT0000966,39,9,14,5,3
AGT0000967,25,8,13,5,3
AGT0000968,34,9,15,5,3
AGT0000969,36,10,12,5,3
AGT0000970,35,10,14,5,3
AGT0000971,30,9,15,5,3
AGT0000972,26,10,14,5,3
AGT0000973,17,10,9,5,3
AGT0000974,24,8,13,5,3
AGT0000975,43,10,14,5,3
AGT0000976,31,10,14,5,3
AGT0000977,37,10,15,5,3
AGT0000978,35,10,13,5,3
AGT0000979,31,10,12,5,3
AGT0000980,29,10,12,5,3
AGT0000981,28,10,13,5,3
AGT0000982,23,10,12,5,3
AGT0000983,22,7,12,5,3
AGT0000984,39,10,14,5,3
AGT0000985,26,10,11,5,3
AGT0000986,31,10,13,5,3
AGT0000987,27,9,13,5,3
AGT0000988,29,9,15,5,3
AGT0000989,37,9,15,5,3
AGT0000990,26,9,14,5,3
AGT0000991,32,9,14,5,3
AGT0000992,42,10,15,5,3
AGT0000993,27,10,13,5,3
AGT0000994,36,10,11,5,3
AGT0000995,28,10,12,5,3
AGT0000996,26,10,12,5,3
AGT0000997,40,10,15,5,3
AGT0000998,32,10,13,5,3
AGT0000999,27,8,11,5,3
AGT0001000,30,9,13,5,3
