call_id,account_id,borrower_id,event_at,agent_id,campaign_id,direction,vendor_id,call_status,duration_sec,timezone,_source_row_number,event_at_standardized,event_date,event_month,timestamp_parse_failed,account_borrower_id,borrower_account_mismatch_flag,account_timezone,account_timezone_comparison_flag,unknown_agent_flag,unknown_campaign_flag
CALL0010956,ACC0013458,BRW0007612,2026-05-19 16:23:54,AGT0000475,CMP0000093,OUTBOUND,VND0000001,BUSY,598,Asia/Kolkata,10956,2026-05-19 16:23:54,2026-05-19,2026-05,False,BRW0008395,True,Asia/Dubai,True,False,False
CALL0010957,ACC0018684,BRW0011093,2026-05-27 12:39:57,AGT0000084,CMP0000096,OUTBOUND,VND0000013,BUSY,818,Asia/Dubai,10957,2026-05-27 12:39:57,2026-05-27,2026-05,False,BRW0001289,True,Asia/Kolkata,True,False,False
CALL0010958,ACC0013315,BRW0006107,2026-01-17 15:24:45,AGT0000099,CMP0000008,OUTBOUND,VND0000004,BUSY,350,Asia/Kolkata,10958,2026-01-17 15:24:45,2026-01-17,2026-01,False,BRW0000599,True,Asia/Kolkata,False,False,False
CALL0010959,ACC0005904,BRW0004119,2026-03-07 22:17:13,AGT0000301,CMP0000042,OUTBOUND,VND0000009,BUSY,650,Asia/Kolkata,10959,2026-03-07 22:17:13,2026-03-07,2026-03,False,BRW0005478,True,Asia/Dubai,True,False,False
CALL0010960,ACC0004830,BRW0003840,2026-06-30 15:07:03,AGT0000457,CMP0000010,OUTBOUND,VND0000015,NO_ANSWER,489,Asia/Dubai,10960,2026-06-30 15:07:03,2026-06-30,2026-06,False,BRW0002606,True,UTC,True,False,False
CALL0010961,ACC0017742,BRW0005092,2026-05-13 10:58:22,AGT0000712,CMP0000036,OUTBOUND,VND0000013,FAILED,642,Asia/Kolkata,10961,2026-05-13 10:58:22,2026-05-13,2026-05,False,BRW0007262,True,Asia/Dubai,True,False,False
CALL0010962,ACC0005443,BRW0003115,2026-03-18 16:42:58,AGT0000350,CMP0000067,OUTBOUND,VND0000007,NO_ANSWER,14,UTC,10962,2026-03-18 16:42:58,2026-03-18,2026-03,False,BRW0009651,True,UTC,False,False,False
CALL0010963,ACC0013443,BRW0011267,2026-06-22 05:26:01,AGT0000359,CMP0000106,INBOUND,VND0000010,NO_ANSWER,889,Asia/Dubai,10963,2026-06-22 05:26:01,2026-06-22,2026-06,False,BRW0000621,True,UTC,True,False,False
CALL0010964,ACC0024054,BRW0011534,2026-07-12 22:37:52,AGT0000068,CMP0000110,INBOUND,VND0000014,FAILED,200,Asia/Dubai,10964,2026-07-12 22:37:52,2026-07-12,2026-07,False,BRW0010020,True,Asia/Dubai,False,False,False
CALL0010965,ACC0028154,BRW0008751,2026-05-22 16:52:30,AGT0000750,CMP0000031,OUTBOUND,VND0000004,BUSY,461,Asia/Kolkata,10965,2026-05-22 16:52:30,2026-05-22,2026-05,False,BRW0009867,True,Asia/Dubai,True,False,False
CALL0010966,ACC0004092,BRW0010823,2026-06-06 15:50:25,AGT0000229,CMP0000023,OUTBOUND,VND0000003,NO_ANSWER,618,UTC,10966,2026-06-06 15:50:25,2026-06-06,2026-06,False,BRW0011457,True,Asia/Kolkata,True,False,False
CALL0010967,ACC0006286,BRW0002182,2026-03-14 07:34:49,AGT0000319,CMP0000114,OUTBOUND,VND0000006,BUSY,302,Asia/Dubai,10967,2026-03-14 07:34:49,2026-03-14,2026-03,False,BRW0004243,True,UTC,True,False,False
CALL0010968,ACC0000914,BRW0000476,2026-04-05 04:40:12,AGT0000757,CMP0000069,OUTBOUND,VND0000013,VOICEMAIL,42,UTC,10968,2026-04-05 04:40:12,2026-04-05,2026-04,False,BRW0009275,True,Asia/Dubai,True,False,False
CALL0010969,ACC0008934,BRW0001331,2026-01-25 15:11:39,AGT0000531,CMP0000057,OUTBOUND,VND0000003,VOICEMAIL,250,Asia/Kolkata,10969,2026-01-25 15:11:39,2026-01-25,2026-01,False,BRW0004300,True,Asia/Dubai,True,False,False
CALL0010970,ACC0022820,BRW0005446,2026-06-27 09:26:24,AGT0000204,CMP0000031,INBOUND,VND0000010,FAILED,677,Asia/Kolkata,10970,2026-06-27 09:26:24,2026-06-27,2026-06,False,BRW0010191,True,UTC,True,False,False
CALL0010971,ACC0013735,BRW0010926,2026-01-15 14:47:02,AGT0000299,CMP0000009,OUTBOUND,VND0000006,BUSY,801,UTC,10971,2026-01-15 14:47:02,2026-01-15,2026-01,False,BRW0003914,True,Asia/Kolkata,True,False,False
CALL0010972,ACC0009690,BRW0003537,2026-02-24 15:49:05,AGT0000109,CMP0000064,OUTBOUND,VND0000002,VOICEMAIL,828,Asia/Kolkata,10972,2026-02-24 15:49:05,2026-02-24,2026-02,False,BRW0010241,True,UTC,True,False,False
CALL0010973,ACC0022274,BRW0004724,2026-04-06 01:11:53,AGT0000941,CMP0000102,OUTBOUND,VND0000003,BUSY,594,UTC,10973,2026-04-06 01:11:53,2026-04-06,2026-04,False,BRW0004149,True,Asia/Dubai,True,False,False
CALL0010974,ACC0016947,BRW0002048,2026-02-28 00:10:53,AGT0000181,CMP0000042,OUTBOUND,VND0000015,NO_ANSWER,204,UTC,10974,2026-02-28 00:10:53,2026-02-28,2026-02,False,BRW0004153,True,Asia/Kolkata,True,False,False
CALL0010975,ACC0020053,BRW0009452,2026-03-24 03:27:33,AGT0000838,CMP0000004,OUTBOUND,VND0000006,NO_ANSWER,423,Asia/Dubai,10975,2026-03-24 03:27:33,2026-03-24,2026-03,False,BRW0009026,True,UTC,True,False,False
CALL0010976,ACC0005254,BRW0003828,2026-07-15 04:50:01,AGT0000382,CMP0000073,OUTBOUND,VND0000009,FAILED,418,Asia/Kolkata,10976,2026-07-15 04:50:01,2026-07-15,2026-07,False,BRW0003623,True,UTC,True,False,False
CALL0010977,ACC0027632,BRW0003801,2026-04-29 04:16:23,AGT0000275,CMP0000045,OUTBOUND,VND0000005,VOICEMAIL,700,UTC,10977,2026-04-29 04:16:23,2026-04-29,2026-04,False,BRW0003858,True,UTC,False,False,False
CALL0010978,ACC0029046,BRW0007267,2026-01-04 22:43:57,AGT0000434,CMP0000036,OUTBOUND,VND0000006,ANSWERED,293,Asia/Dubai,10978,2026-01-04 22:43:57,2026-01-04,2026-01,False,BRW0001666,True,Asia/Kolkata,True,False,False
CALL0010979,ACC0007584,BRW0007222,2026-07-17 01:25:52,AGT0000645,CMP0000103,OUTBOUND,VND0000009,FAILED,770,Asia/Dubai,10979,2026-07-17 01:25:52,2026-07-17,2026-07,False,BRW0002993,True,Asia/Dubai,False,False,False
CALL0010980,ACC0014077,BRW0005396,2026-07-02 00:30:13,AGT0000303,CMP0000070,OUTBOUND,VND0000010,BUSY,436,Asia/Kolkata,10980,2026-07-02 00:30:13,2026-07-02,2026-07,False,BRW0004214,True,Asia/Kolkata,False,False,False
CALL0010981,ACC0028563,BRW0007984,2026-07-28 20:04:36,AGT0000287,CMP0000083,OUTBOUND,VND0000011,ANSWERED,848,Asia/Kolkata,10981,2026-07-28 20:04:36,2026-07-28,2026-07,False,BRW0011970,True,Asia/Dubai,True,False,False
CALL0010982,ACC0020057,BRW0004848,2026-03-25 04:46:10,AGT0000846,CMP0000067,OUTBOUND,VND0000002,ANSWERED,855,Asia/Kolkata,10982,2026-03-25 04:46:10,2026-03-25,2026-03,False,BRW0003191,True,Asia/Dubai,True,False,False
CALL0010983,ACC0011178,BRW0002573,2026-04-14 21:03:41,AGT0000934,CMP0000098,OUTBOUND,VND0000002,BUSY,273,Asia/Kolkata,10983,2026-04-14 21:03:41,2026-04-14,2026-04,False,BRW0000758,True,Asia/Dubai,True,False,False
CALL0010984,ACC0029345,BRW0002421,2026-06-29 13:24:59,AGT0000360,CMP0000099,OUTBOUND,VND0000004,FAILED,831,UTC,10984,2026-06-29 13:24:59,2026-06-29,2026-06,False,BRW0005010,True,Asia/Kolkata,True,False,False
CALL0010985,ACC0002566,BRW0004645,2026-05-06 01:28:30,AGT0000710,CMP0000096,OUTBOUND,VND0000015,NO_ANSWER,116,Asia/Dubai,10985,2026-05-06 01:28:30,2026-05-06,2026-05,False,BRW0004843,True,Asia/Kolkata,True,False,False
CALL0010986,ACC0029098,BRW0008800,2026-08-07 07:45:31,AGT0000712,CMP0000115,OUTBOUND,VND0000013,NO_ANSWER,227,UTC,10986,2026-08-07 07:45:31,2026-08-07,2026-08,False,BRW0000052,True,UTC,False,False,False
CALL0010987,ACC0001318,BRW0003580,2026-03-31 19:34:44,AGT0000114,CMP0000011,OUTBOUND,VND0000008,BUSY,6,Asia/Kolkata,10987,2026-03-31 19:34:44,2026-03-31,2026-03,False,BRW0010977,True,UTC,True,False,False
CALL0010988,ACC0026686,BRW0008647,2026-05-12 11:03:34,AGT0000722,CMP0000007,OUTBOUND,VND0000015,FAILED,868,Asia/Dubai,10988,2026-05-12 11:03:34,2026-05-12,2026-05,False,BRW0008238,True,Asia/Kolkata,True,False,False
CALL0010989,ACC0009356,BRW0010178,2026-04-10 04:31:42,AGT0000128,CMP0000078,OUTBOUND,VND0000015,FAILED,895,Asia/Dubai,10989,2026-04-10 04:31:42,2026-04-10,2026-04,False,BRW0006475,True,Asia/Kolkata,True,False,False
CALL0010990,ACC0013685,BRW0011410,2026-02-22 05:26:47,AGT0000803,CMP0000103,OUTBOUND,VND0000011,ANSWERED,24,Asia/Dubai,10990,2026-02-22 05:26:47,2026-02-22,2026-02,False,BRW0010254,True,UTC,True,False,False
CALL0010991,ACC0008589,BRW0005694,2026-06-13 05:26:15,AGT0000772,CMP0000061,OUTBOUND,VND0000010,ANSWERED,376,Asia/Dubai,10991,2026-06-13 05:26:15,2026-06-13,2026-06,False,BRW0004318,True,UTC,True,False,False
CALL0010992,ACC0008979,BRW0010320,2026-02-24 10:51:00,AGT0000247,CMP0000055,OUTBOUND,VND0000003,ANSWERED,51,Asia/Kolkata,10992,2026-02-24 10:51:00,2026-02-24,2026-02,False,BRW0003431,True,UTC,True,False,False
CALL0010993,ACC0018946,BRW0008397,2026-04-01 13:24:29,AGT0000482,CMP0000101,OUTBOUND,VND0000006,FAILED,307,Asia/Dubai,10993,2026-04-01 13:24:29,2026-04-01,2026-04,False,BRW0001494,True,UTC,True,False,False
CALL0010994,ACC0028731,BRW0010654,2026-01-05 06:20:56,,CMP0000086,OUTBOUND,VND0000014,NO_ANSWER,227,UTC,10994,2026-01-05 06:20:56,2026-01-05,2026-01,False,BRW0002242,True,Asia/Dubai,True,False,False
CALL0010995,ACC0017462,BRW0002114,2026-03-08 12:20:42,AGT0000605,CMP0000088,OUTBOUND,VND0000015,VOICEMAIL,696,Asia/Dubai,10995,2026-03-08 12:20:42,2026-03-08,2026-03,False,BRW0007035,True,Asia/Kolkata,True,False,False
CALL0010996,ACC0012287,BRW0008174,2026-04-28 01:52:29,AGT0000928,CMP0000120,OUTBOUND,VND0000006,NO_ANSWER,354,Asia/Kolkata,10996,2026-04-28 01:52:29,2026-04-28,2026-04,False,BRW0007766,True,UTC,True,False,False
CALL0010997,ACC0028002,BRW0000108,2026-06-29 09:32:11,AGT0000234,CMP0000105,OUTBOUND,VND0000002,ANSWERED,327,Asia/Dubai,10997,2026-06-29 09:32:11,2026-06-29,2026-06,False,BRW0009305,True,Asia/Dubai,False,False,False
CALL0010998,ACC0016751,BRW0001881,2026-01-10 03:18:50,AGT0000494,CMP0000053,OUTBOUND,VND0000010,FAILED,512,Asia/Dubai,10998,2026-01-10 03:18:50,2026-01-10,2026-01,False,BRW0005972,True,Asia/Dubai,False,False,False
CALL0010999,ACC0004765,BRW0004780,2026-04-25 11:07:13,AGT0000088,CMP0000031,OUTBOUND,VND0000008,BUSY,536,Asia/Kolkata,10999,2026-04-25 11:07:13,2026-04-25,2026-04,False,BRW0005330,True,UTC,True,False,False
CALL0011000,ACC0020800,BRW0004546,2026-04-20 07:30:53,AGT0000695,CMP0000051,OUTBOUND,VND0000009,FAILED,69,Asia/Dubai,11000,2026-04-20 07:30:53,2026-04-20,2026-04,False,BRW0009978,True,Asia/Dubai,False,False,False
CALL0011001,ACC0027355,BRW0003831,2026-06-17 00:50:20,AGT0000236,CMP0000088,OUTBOUND,VND0000006,BUSY,425,Asia/Kolkata,11001,2026-06-17 00:50:20,2026-06-17,2026-06,False,BRW0005949,True,Asia/Dubai,True,False,False
CALL0011002,ACC0002574,BRW0008100,2026-03-21 14:57:13,AGT0000993,CMP0000082,OUTBOUND,VND0000015,BUSY,175,Asia/Dubai,11002,2026-03-21 14:57:13,2026-03-21,2026-03,False,BRW0001342,True,Asia/Kolkata,True,False,False
CALL0011003,ACC0014913,BRW0010961,2026-05-04 15:02:29,AGT0000225,CMP0000076,OUTBOUND,VND0000007,FAILED,247,Asia/Kolkata,11003,2026-05-04 15:02:29,2026-05-04,2026-05,False,BRW0003042,True,UTC,True,False,False
CALL0011004,ACC0008587,BRW0001061,2026-05-20 14:27:46,AGT0000637,CMP0000047,OUTBOUND,VND0000010,FAILED,3,Asia/Dubai,11004,2026-05-20 14:27:46,2026-05-20,2026-05,False,BRW0002602,True,UTC,True,False,False
CALL0011005,ACC0022777,BRW0003856,2026-03-06 12:55:01,AGT0000653,CMP0000002,OUTBOUND,VND0000005,BUSY,587,UTC,11005,2026-03-06 12:55:01,2026-03-06,2026-03,False,BRW0001518,True,Asia/Dubai,True,False,False
CALL0011006,ACC0006146,BRW0010534,2026-01-04 00:25:53,AGT0000094,CMP0000072,OUTBOUND,VND0000014,NO_ANSWER,229,UTC,11006,2026-01-04 00:25:53,2026-01-04,2026-01,False,BRW0002504,True,UTC,False,False,False
CALL0011007,ACC0019534,BRW0008203,2026-05-16 07:09:00,AGT0000194,CMP0000029,OUTBOUND,VND0000015,VOICEMAIL,688,Asia/Kolkata,11007,2026-05-16 07:09:00,2026-05-16,2026-05,False,BRW0011046,True,Asia/Dubai,True,False,False
CALL0011008,ACC0026104,BRW0006419,2026-05-06 09:53:24,AGT0000968,CMP0000026,OUTBOUND,VND0000006,BUSY,165,Asia/Kolkata,11008,2026-05-06 09:53:24,2026-05-06,2026-05,False,BRW0002530,True,Asia/Kolkata,False,False,False
CALL0011009,ACC0002216,BRW0009435,2026-04-11 01:25:46,AGT0000516,CMP0000108,OUTBOUND,VND0000011,BUSY,343,Asia/Kolkata,11009,2026-04-11 01:25:46,2026-04-11,2026-04,False,BRW0004020,True,UTC,True,False,False
CALL0011010,ACC0011622,BRW0001460,2026-03-05 20:10:12,AGT0000125,CMP0000012,OUTBOUND,VND0000013,NO_ANSWER,237,Asia/Dubai,11010,2026-03-05 20:10:12,2026-03-05,2026-03,False,BRW0001748,True,Asia/Dubai,False,False,False
CALL0011011,ACC0005259,BRW0010768,2026-06-27 03:36:03,AGT0000815,CMP0000069,OUTBOUND,VND0000011,NO_ANSWER,315,Asia/Dubai,11011,2026-06-27 03:36:03,2026-06-27,2026-06,False,BRW0010367,True,Asia/Dubai,False,False,False
CALL0011012,ACC0027912,BRW0011731,2026-05-03 04:29:58,AGT0000299,CMP0000064,OUTBOUND,VND0000002,NO_ANSWER,354,Asia/Kolkata,11012,2026-05-03 04:29:58,2026-05-03,2026-05,False,BRW0000839,True,UTC,True,False,False
CALL0011013,ACC0015296,BRW0007025,2026-04-21 19:16:55,AGT0000242,CMP0000013,OUTBOUND,VND0000001,NO_ANSWER,681,Asia/Kolkata,11013,2026-04-21 19:16:55,2026-04-21,2026-04,False,BRW0010450,True,Asia/Dubai,True,False,False
CALL0011014,ACC0011797,BRW0011877,2026-01-14 05:18:20,AGT0000839,CMP0000047,OUTBOUND,VND0000004,FAILED,785,UTC,11014,2026-01-14 05:18:20,2026-01-14,2026-01,False,BRW0008941,True,Asia/Dubai,True,False,False
CALL0011015,ACC0006053,BRW0008681,2026-06-24 23:10:40,AGT0000259,CMP0000105,OUTBOUND,VND0000015,BUSY,733,UTC,11015,2026-06-24 23:10:40,2026-06-24,2026-06,False,BRW0007236,True,Asia/Dubai,True,False,False
CALL0011016,ACC0022847,BRW0005832,2026-05-29 10:43:28,AGT0000892,CMP0000095,OUTBOUND,VND0000003,ANSWERED,550,Asia/Dubai,11016,2026-05-29 10:43:28,2026-05-29,2026-05,False,BRW0009697,True,Asia/Dubai,False,False,False
CALL0011017,ACC0022467,BRW0003968,2026-07-21 02:00:03,AGT0000169,CMP0000109,OUTBOUND,VND0000015,VOICEMAIL,135,Asia/Kolkata,11017,2026-07-21 02:00:03,2026-07-21,2026-07,False,BRW0004213,True,Asia/Kolkata,False,False,False
CALL0011018,ACC0027661,BRW0005482,2026-02-10 08:29:53,AGT0000697,CMP0000032,OUTBOUND,VND0000007,BUSY,733,Asia/Kolkata,11018,2026-02-10 08:29:53,2026-02-10,2026-02,False,BRW0003891,True,Asia/Dubai,True,False,False
CALL0011019,ACC0002784,BRW0001059,2026-06-17 17:17:18,AGT0000131,CMP0000081,OUTBOUND,VND0000007,VOICEMAIL,216,Asia/Kolkata,11019,2026-06-17 17:17:18,2026-06-17,2026-06,False,BRW0000467,True,UTC,True,False,False
CALL0011020,ACC0020244,BRW0005602,2026-04-05 01:36:06,AGT0000363,CMP0000067,OUTBOUND,VND0000010,FAILED,654,UTC,11020,2026-04-05 01:36:06,2026-04-05,2026-04,False,BRW0004981,True,UTC,False,False,False
CALL0011021,ACC0029570,BRW0000824,2026-07-09 04:49:12,AGT0000725,CMP0000001,OUTBOUND,VND0000001,NO_ANSWER,101,UTC,11021,2026-07-09 04:49:12,2026-07-09,2026-07,False,BRW0000143,True,Asia/Dubai,True,False,False
CALL0011022,ACC0001377,BRW0007373,2026-03-11 05:24:27,AGT0000347,CMP0000033,OUTBOUND,VND0000010,VOICEMAIL,50,UTC,11022,2026-03-11 05:24:27,2026-03-11,2026-03,False,BRW0005091,True,Asia/Kolkata,True,False,False
CALL0011023,ACC0025692,BRW0003124,2026-06-04 02:20:50,AGT0000375,CMP0000019,INBOUND,VND0000014,FAILED,305,UTC,11023,2026-06-04 02:20:50,2026-06-04,2026-06,False,BRW0002190,True,Asia/Dubai,True,False,False
CALL0011024,ACC0010050,BRW0003131,2026-07-09 15:45:57,AGT0000123,CMP0000006,OUTBOUND,VND0000012,NO_ANSWER,420,UTC,11024,2026-07-09 15:45:57,2026-07-09,2026-07,False,BRW0007010,True,Asia/Dubai,True,False,False
CALL0011025,ACC0008124,BRW0000630,2026-06-13 14:01:05,AGT0000150,CMP0000101,OUTBOUND,VND0000002,ANSWERED,247,UTC,11025,2026-06-13 14:01:05,2026-06-13,2026-06,False,BRW0003059,True,UTC,False,False,False
CALL0011026,ACC0004535,BRW0008205,2026-05-29 00:47:00,AGT0000245,CMP0000094,OUTBOUND,VND0000006,FAILED,24,UTC,11026,2026-05-29 00:47:00,2026-05-29,2026-05,False,BRW0000970,True,Asia/Dubai,True,False,False
CALL0011027,ACC0022760,BRW0009578,2026-03-20 20:12:12,AGT0000031,CMP0000039,OUTBOUND,VND0000013,NO_ANSWER,85,UTC,11027,2026-03-20 20:12:12,2026-03-20,2026-03,False,BRW0007650,True,Asia/Kolkata,True,False,False
CALL0011028,ACC0008710,BRW0008645,2026-04-20 02:10:32,AGT0000069,CMP0000111,OUTBOUND,VND0000003,VOICEMAIL,475,Asia/Dubai,11028,2026-04-20 02:10:32,2026-04-20,2026-04,False,BRW0004813,True,Asia/Kolkata,True,False,False
CALL0011029,ACC0008453,BRW0008583,2026-05-28 05:17:06,AGT0000809,CMP0000057,OUTBOUND,VND0000009,FAILED,29,Asia/Kolkata,11029,2026-05-28 05:17:06,2026-05-28,2026-05,False,BRW0008446,True,Asia/Kolkata,False,False,False
CALL0011030,ACC0006106,BRW0005119,2026-06-18 05:08:55,AGT0000113,CMP0000013,OUTBOUND,VND0000012,ANSWERED,149,Asia/Kolkata,11030,2026-06-18 05:08:55,2026-06-18,2026-06,False,BRW0011377,True,UTC,True,False,False
CALL0011031,ACC0016462,BRW0009593,2026-07-25 09:26:06,AGT0000243,CMP0000032,OUTBOUND,VND0000014,VOICEMAIL,74,Asia/Kolkata,11031,2026-07-25 09:26:06,2026-07-25,2026-07,False,BRW0006220,True,Asia/Dubai,True,False,False
CALL0011032,ACC0016060,BRW0004524,2026-05-23 22:08:56,AGT0000527,CMP0000075,OUTBOUND,VND0000006,ANSWERED,505,Asia/Kolkata,11032,2026-05-23 22:08:56,2026-05-23,2026-05,False,BRW0004094,True,Asia/Kolkata,False,False,False
CALL0011033,ACC0029504,BRW0001235,2026-05-08 14:06:08,AGT0000169,CMP0000015,INBOUND,VND0000007,VOICEMAIL,234,Asia/Kolkata,11033,2026-05-08 14:06:08,2026-05-08,2026-05,False,BRW0009200,True,Asia/Kolkata,False,False,False
CALL0011034,ACC0008458,BRW0009922,2026-03-26 04:47:53,AGT0000369,CMP0000077,OUTBOUND,VND0000005,FAILED,650,Asia/Kolkata,11034,2026-03-26 04:47:53,2026-03-26,2026-03,False,BRW0001614,True,UTC,True,False,False
CALL0011035,ACC0015888,BRW0001542,2026-03-19 16:44:05,AGT0000780,CMP0000120,OUTBOUND,VND0000015,VOICEMAIL,578,UTC,11035,2026-03-19 16:44:05,2026-03-19,2026-03,False,BRW0009267,True,Asia/Kolkata,True,False,False
CALL0011036,ACC0006006,BRW0000785,2026-07-08 22:11:57,AGT0000957,CMP0000028,OUTBOUND,VND0000014,FAILED,287,Asia/Kolkata,11036,2026-07-08 22:11:57,2026-07-08,2026-07,False,BRW0001388,True,UTC,True,False,False
CALL0011037,ACC0014965,BRW0001540,2026-07-13 01:49:56,AGT0000173,CMP0000030,OUTBOUND,VND0000007,FAILED,753,Asia/Dubai,11037,2026-07-13 01:49:56,2026-07-13,2026-07,False,BRW0004464,True,Asia/Dubai,False,False,False
CALL0011038,ACC0016657,BRW0001000,2026-01-05 11:14:19,AGT0000831,CMP0000039,OUTBOUND,VND0000014,BUSY,698,Asia/Kolkata,11038,2026-01-05 11:14:19,2026-01-05,2026-01,False,BRW0011465,True,UTC,True,False,False
CALL0011039,ACC0024370,BRW0010922,2026-02-02 21:06:01,AGT0000892,CMP0000019,OUTBOUND,VND0000011,BUSY,132,Asia/Dubai,11039,2026-02-02 21:06:01,2026-02-02,2026-02,False,BRW0000270,True,Asia/Dubai,False,False,False
CALL0011040,ACC0010464,BRW0003966,2026-02-13 03:07:06,AGT0000975,CMP0000087,INBOUND,VND0000002,ANSWERED,111,UTC,11040,2026-02-13 03:07:06,2026-02-13,2026-02,False,BRW0007211,True,Asia/Kolkata,True,False,False
CALL0011041,ACC0001221,BRW0003279,2026-02-17 20:09:05,AGT0000961,CMP0000077,OUTBOUND,VND0000003,NO_ANSWER,136,Asia/Dubai,11041,2026-02-17 20:09:05,2026-02-17,2026-02,False,BRW0000913,True,Asia/Dubai,False,False,False
CALL0011042,ACC0018901,BRW0005511,2026-03-04 10:48:39,AGT0000379,CMP0000052,INBOUND,VND0000011,VOICEMAIL,337,UTC,11042,2026-03-04 10:48:39,2026-03-04,2026-03,False,BRW0002310,True,UTC,False,False,False
CALL0011043,ACC0028523,BRW0011631,2026-03-16 09:48:11,AGT0000909,CMP0000061,OUTBOUND,VND0000015,NO_ANSWER,175,Asia/Dubai,11043,2026-03-16 09:48:11,2026-03-16,2026-03,False,BRW0006957,True,Asia/Dubai,False,False,False
CALL0011044,ACC0010830,BRW0009552,2026-02-04 21:15:01,AGT0000389,CMP0000088,OUTBOUND,VND0000007,VOICEMAIL,286,Asia/Kolkata,11044,2026-02-04 21:15:01,2026-02-04,2026-02,False,BRW0000641,True,Asia/Dubai,True,False,False
CALL0011045,ACC0006882,BRW0008680,2026-06-16 06:50:16,AGT0000361,CMP0000068,OUTBOUND,VND0000005,NO_ANSWER,711,UTC,11045,2026-06-16 06:50:16,2026-06-16,2026-06,False,BRW0010705,True,Asia/Kolkata,True,False,False
CALL0011046,ACC0013129,BRW0011374,2026-06-08 04:29:28,AGT0000041,CMP0000030,INBOUND,VND0000011,FAILED,392,UTC,11046,2026-06-08 04:29:28,2026-06-08,2026-06,False,BRW0001281,True,Asia/Dubai,True,False,False
CALL0011047,ACC0009682,BRW0011080,2026-03-27 14:16:14,AGT0000098,CMP0000060,OUTBOUND,VND0000009,NO_ANSWER,632,UTC,11047,2026-03-27 14:16:14,2026-03-27,2026-03,False,BRW0009230,True,UTC,False,False,False
CALL0011048,ACC0021108,BRW0007258,2026-05-15 11:22:14,AGT0000368,CMP0000111,OUTBOUND,VND0000002,VOICEMAIL,248,Asia/Dubai,11048,2026-05-15 11:22:14,2026-05-15,2026-05,False,BRW0003177,True,UTC,True,False,False
CALL0011049,ACC0001442,BRW0008280,2026-06-26 07:25:03,AGT0000932,CMP0000044,OUTBOUND,VND0000001,NO_ANSWER,686,UTC,11049,2026-06-26 07:25:03,2026-06-26,2026-06,False,BRW0002060,True,UTC,False,False,False
CALL0011050,ACC0005296,BRW0005272,2026-01-11 13:36:21,AGT0000222,CMP0000097,OUTBOUND,VND0000010,NO_ANSWER,549,Asia/Dubai,11050,2026-01-11 13:36:21,2026-01-11,2026-01,False,BRW0010261,True,Asia/Kolkata,True,False,False
CALL0011051,ACC0011998,BRW0000974,2026-03-25 21:32:54,AGT0000393,CMP0000091,OUTBOUND,VND0000011,ANSWERED,603,Asia/Kolkata,11051,2026-03-25 21:32:54,2026-03-25,2026-03,False,BRW0011400,True,Asia/Kolkata,False,False,False
CALL0011052,ACC0005875,BRW0000074,2026-01-17 07:30:00,AGT0000131,CMP0000072,OUTBOUND,VND0000003,FAILED,348,Asia/Kolkata,11052,2026-01-17 07:30:00,2026-01-17,2026-01,False,BRW0007864,True,Asia/Dubai,True,False,False
CALL0011053,ACC0024870,BRW0011674,2026-08-02 18:02:05,AGT0000371,CMP0000022,OUTBOUND,VND0000010,NO_ANSWER,239,Asia/Dubai,11053,2026-08-02 18:02:05,2026-08-02,2026-08,False,BRW0001130,True,UTC,True,False,False
CALL0011054,ACC0009323,BRW0005264,2026-05-07 08:28:52,AGT0000979,CMP0000118,OUTBOUND,VND0000005,FAILED,319,Asia/Kolkata,11054,2026-05-07 08:28:52,2026-05-07,2026-05,False,BRW0000382,True,Asia/Kolkata,False,False,False
CALL0011055,ACC0019744,BRW0011594,2026-06-02 05:18:02,AGT0000498,CMP0000013,OUTBOUND,VND0000007,FAILED,283,Asia/Kolkata,11055,2026-06-02 05:18:02,2026-06-02,2026-06,False,BRW0008157,True,Asia/Kolkata,False,False,False
CALL0011056,ACC0005519,BRW0006744,2026-07-26 18:45:09,AGT0000661,CMP0000043,OUTBOUND,VND0000013,FAILED,234,UTC,11056,2026-07-26 18:45:09,2026-07-26,2026-07,False,BRW0007309,True,Asia/Dubai,True,False,False
CALL0011057,ACC0002315,BRW0010057,2026-03-29 12:28:45,AGT0000650,CMP0000028,OUTBOUND,VND0000007,ANSWERED,336,Asia/Dubai,11057,2026-03-29 12:28:45,2026-03-29,2026-03,False,BRW0008463,True,UTC,True,False,False
CALL0011058,ACC0010058,BRW0004597,2026-07-27 05:33:17,AGT0000038,CMP0000013,OUTBOUND,VND0000006,ANSWERED,876,UTC,11058,2026-07-27 05:33:17,2026-07-27,2026-07,False,BRW0002545,True,Asia/Kolkata,True,False,False
CALL0011059,ACC0016772,BRW0003308,2026-03-20 09:34:21,AGT0000683,CMP0000035,OUTBOUND,VND0000006,FAILED,468,Asia/Kolkata,11059,2026-03-20 09:34:21,2026-03-20,2026-03,False,BRW0008180,True,Asia/Dubai,True,False,False
CALL0011060,ACC0004343,BRW0004684,2026-07-21 23:40:38,AGT0000367,CMP0000003,OUTBOUND,VND0000005,FAILED,753,Asia/Kolkata,11060,2026-07-21 23:40:38,2026-07-21,2026-07,False,BRW0005190,True,UTC,True,False,False
