attempt_id,account_id,borrower_id,event_at,call_id,agent_id,attempt_no,vendor_id,attempt_status,_source_row_number,event_at_standardized,event_date,event_month,timestamp_parse_failed
ATTEMPT0019720,ACC0021602,BRW0011466,2026-02-11 07:09:05,CALL0005619,AGT0000658,1,VND0000012,BUSY,19720,2026-02-11 07:09:05,2026-02-11,2026-02,False
ATTEMPT0019721,ACC0010041,BRW0006568,2026-03-09 09:13:14,CALL0057545,AGT0000748,5,VND0000014,CONNECTED,19721,2026-03-09 09:13:14,2026-03-09,2026-03,False
ATTEMPT0019722,ACC0027371,BRW0007183,2026-02-15 20:04:32,CALL0030315,AGT0000499,7,VND0000003,BUSY,19722,2026-02-15 20:04:32,2026-02-15,2026-02,False
ATTEMPT0019723,ACC0022524,BRW0006856,2026-02-12 06:29:31,CALL0061710,AGT0000432,6,VND0000002,RINGING,19723,2026-02-12 06:29:31,2026-02-12,2026-02,False
ATTEMPT0019724,ACC0002100,BRW0004672,2026-04-15 03:19:34,CALL0013398,AGT0000043,1,VND0000006,FAILED,19724,2026-04-15 03:19:34,2026-04-15,2026-04,False
ATTEMPT0019725,ACC0021038,BRW0002293,2026-05-21 20:26:43,CALL0038817,AGT0000325,1,VND0000010,BUSY,19725,2026-05-21 20:26:43,2026-05-21,2026-05,False
ATTEMPT0019726,ACC0014466,BRW0007985,2026-03-06 05:02:21,CALL0014467,AGT0000204,4,VND0000005,FAILED,19726,2026-03-06 05:02:21,2026-03-06,2026-03,False
ATTEMPT0019727,ACC0021047,BRW0011152,2026-06-23 01:34:07,CALL0022217,AGT0000034,7,VND0000011,BUSY,19727,2026-06-23 01:34:07,2026-06-23,2026-06,False
ATTEMPT0019728,ACC0010929,BRW0000708,2026-05-06 14:03:37,CALL0024771,AGT0000939,6,VND0000006,FAILED,19728,2026-05-06 14:03:37,2026-05-06,2026-05,False
ATTEMPT0019729,ACC0018268,BRW0001305,2026-06-20 09:12:51,CALL0079687,AGT0000009,2,VND0000014,NO_ANSWER,19729,2026-06-20 09:12:51,2026-06-20,2026-06,False
ATTEMPT0019730,ACC0011016,BRW0000953,2026-04-28 15:18:39,CALL0021791,AGT0000386,5,VND0000005,NO_ANSWER,19730,2026-04-28 15:18:39,2026-04-28,2026-04,False
ATTEMPT0019731,ACC0023340,BRW0008004,2026-07-20 03:33:04,CALL0089791,AGT0000154,7,VND0000007,CONNECTED,19731,2026-07-20 03:33:04,2026-07-20,2026-07,False
ATTEMPT0019732,ACC0011640,BRW0011137,2026-06-29 19:10:03,CALL0047358,AGT0000801,2,VND0000006,NO_ANSWER,19732,2026-06-29 19:10:03,2026-06-29,2026-06,False
ATTEMPT0019733,ACC0000496,BRW0010175,2026-04-29 13:07:15,CALL0029429,AGT0000782,4,VND0000009,RINGING,19733,2026-04-29 13:07:15,2026-04-29,2026-04,False
ATTEMPT0019734,ACC0004466,BRW0008907,2026-03-18 07:05:17,CALL0044674,AGT0000158,6,VND0000002,CONNECTED,19734,2026-03-18 07:05:17,2026-03-18,2026-03,False
ATTEMPT0019735,ACC0027900,BRW0002974,2026-06-24 07:05:06,CALL0063497,AGT0000450,7,VND0000006,RINGING,19735,2026-06-24 07:05:06,2026-06-24,2026-06,False
ATTEMPT0019736,ACC0001886,BRW0001328,2026-02-23 07:19:44,CALL0025008,AGT0000765,2,VND0000005,CONNECTED,19736,2026-02-23 07:19:44,2026-02-23,2026-02,False
ATTEMPT0019737,ACC0014641,BRW0004564,2026-03-08 13:13:18,CALL0062196,AGT0000819,5,VND0000013,NO_ANSWER,19737,2026-03-08 13:13:18,2026-03-08,2026-03,False
ATTEMPT0019738,ACC0026535,BRW0010413,2026-05-03 11:56:01,CALL0064490,AGT0000382,7,VND0000006,CONNECTED,19738,2026-05-03 11:56:01,2026-05-03,2026-05,False
ATTEMPT0019739,ACC0028830,BRW0011248,2026-07-12 06:08:51,CALL0045364,AGT0000572,1,,BUSY,19739,2026-07-12 06:08:51,2026-07-12,2026-07,False
ATTEMPT0019740,ACC0023784,BRW0000837,2026-06-25 04:03:45,CALL0006168,AGT0000404,6,VND0000003,CONNECTED,19740,2026-06-25 04:03:45,2026-06-25,2026-06,False
ATTEMPT0019741,ACC0005776,BRW0006053,2026-05-21 11:12:25,CALL0038754,AGT0000207,2,VND0000010,RINGING,19741,2026-05-21 11:12:25,2026-05-21,2026-05,False
ATTEMPT0019742,ACC0016259,BRW0007172,2026-07-18 07:11:51,CALL0033718,AGT0000343,7,VND0000004,FAILED,19742,2026-07-18 07:11:51,2026-07-18,2026-07,False
ATTEMPT0019743,ACC0025745,BRW0010321,2026-07-18 14:17:46,CALL0004875,AGT0000620,4,VND0000011,CONNECTED,19743,2026-07-18 14:17:46,2026-07-18,2026-07,False
ATTEMPT0019744,ACC0017024,BRW0004042,2026-05-17 12:24:24,CALL0072535,AGT0000476,6,VND0000003,BUSY,19744,2026-05-17 12:24:24,2026-05-17,2026-05,False
ATTEMPT0019745,ACC0029073,BRW0009475,2026-01-31 17:10:39,CALL0062069,AGT0000129,6,VND0000005,FAILED,19745,2026-01-31 17:10:39,2026-01-31,2026-01,False
ATTEMPT0019746,ACC0017752,BRW0000009,2026-04-13 02:04:48,CALL0074142,AGT0000114,1,VND0000003,CONNECTED,19746,2026-04-13 02:04:48,2026-04-13,2026-04,False
ATTEMPT0019747,ACC0002534,BRW0011976,2026-07-06 11:29:31,CALL0045456,AGT0000921,2,VND0000009,FAILED,19747,2026-07-06 11:29:31,2026-07-06,2026-07,False
ATTEMPT0019748,ACC0008191,BRW0005143,2026-03-21 12:13:20,CALL0057154,AGT0000192,5,VND0000013,BUSY,19748,2026-03-21 12:13:20,2026-03-21,2026-03,False
ATTEMPT0019749,ACC0011726,BRW0000885,2026-01-15 05:26:50,CALL0004254,AGT0000712,6,VND0000007,FAILED,19749,2026-01-15 05:26:50,2026-01-15,2026-01,False
ATTEMPT0019750,ACC0028131,BRW0001906,2026-03-27 17:40:11,CALL0023986,AGT0000194,6,VND0000001,RINGING,19750,2026-03-27 17:40:11,2026-03-27,2026-03,False
ATTEMPT0019751,ACC0029890,BRW0000546,2026-07-26 22:25:39,CALL0083783,AGT0000386,7,VND0000007,NO_ANSWER,19751,2026-07-26 22:25:39,2026-07-26,2026-07,False
ATTEMPT0019752,ACC0013438,BRW0005459,2026-03-27 00:18:19,CALL0057113,AGT0000960,2,VND0000011,NO_ANSWER,19752,2026-03-27 00:18:19,2026-03-27,2026-03,False
ATTEMPT0019753,ACC0020728,BRW0005572,2026-08-04 01:38:40,CALL0014377,AGT0000469,4,VND0000004,BUSY,19753,2026-08-04 01:38:40,2026-08-04,2026-08,False
ATTEMPT0019754,ACC0017742,BRW0000043,2026-06-16 05:40:41,CALL0074503,AGT0000896,1,VND0000009,CONNECTED,19754,2026-06-16 05:40:41,2026-06-16,2026-06,False
ATTEMPT0019755,ACC0011114,BRW0000662,2026-04-13 03:14:22,CALL0044697,AGT0000271,7,VND0000005,CONNECTED,19755,2026-04-13 03:14:22,2026-04-13,2026-04,False
ATTEMPT0019756,ACC0003440,BRW0003936,2026-07-15 02:51:07,CALL0068299,AGT0000660,7,VND0000002,FAILED,19756,2026-07-15 02:51:07,2026-07-15,2026-07,False
ATTEMPT0019757,ACC0020869,BRW0008994,2026-01-09 03:02:06,CALL0039370,AGT0000129,6,VND0000012,FAILED,19757,2026-01-09 03:02:06,2026-01-09,2026-01,False
ATTEMPT0019758,ACC0028501,BRW0010868,2026-03-08 06:01:22,CALL0009372,AGT0000605,7,VND0000008,BUSY,19758,2026-03-08 06:01:22,2026-03-08,2026-03,False
ATTEMPT0019759,ACC0021519,BRW0009079,2026-04-11 03:53:22,CALL0004510,AGT0000128,4,VND0000008,CONNECTED,19759,2026-04-11 03:53:22,2026-04-11,2026-04,False
ATTEMPT0019760,ACC0007469,BRW0005467,2026-05-06 14:31:00,CALL0045971,AGT0000591,6,VND0000002,CONNECTED,19760,2026-05-06 14:31:00,2026-05-06,2026-05,False
ATTEMPT0019761,ACC0012894,BRW0002971,2026-07-11 12:50:31,CALL0040692,AGT0000926,5,VND0000013,NO_ANSWER,19761,2026-07-11 12:50:31,2026-07-11,2026-07,False
ATTEMPT0019762,ACC0016247,BRW0008819,2026-08-01 19:35:08,CALL0071954,AGT0000498,7,VND0000002,NO_ANSWER,19762,2026-08-01 19:35:08,2026-08-01,2026-08,False
ATTEMPT0019763,ACC0022334,BRW0004435,2026-04-13 20:44:41,CALL0010175,AGT0000022,5,VND0000010,BUSY,19763,2026-04-13 20:44:41,2026-04-13,2026-04,False
ATTEMPT0019764,ACC0026752,BRW0008498,2026-06-27 19:46:01,CALL0069738,AGT0000223,1,VND0000003,NO_ANSWER,19764,2026-06-27 19:46:01,2026-06-27,2026-06,False
ATTEMPT0019765,ACC0023056,BRW0011715,2026-02-25 20:17:08,CALL0043622,AGT0000874,3,VND0000006,BUSY,19765,2026-02-25 20:17:08,2026-02-25,2026-02,False
ATTEMPT0019766,ACC0020365,BRW0000210,2026-02-13 12:15:48,CALL0021784,AGT0000403,6,VND0000002,FAILED,19766,2026-02-13 12:15:48,2026-02-13,2026-02,False
ATTEMPT0019767,ACC0023319,BRW0006030,2026-03-02 18:12:05,CALL0070620,AGT0000554,4,VND0000002,CONNECTED,19767,2026-03-02 18:12:05,2026-03-02,2026-03,False
ATTEMPT0019768,ACC0009464,BRW0006214,2026-03-08 19:14:38,CALL0028785,AGT0000059,5,VND0000013,NO_ANSWER,19768,2026-03-08 19:14:38,2026-03-08,2026-03,False
ATTEMPT0019769,ACC0027318,BRW0006999,2026-06-23 02:00:31,CALL0051234,AGT0000533,4,VND0000013,RINGING,19769,2026-06-23 02:00:31,2026-06-23,2026-06,False
ATTEMPT0019770,ACC0017653,BRW0002241,2026-03-27 09:11:46,CALL0011171,AGT0000937,4,VND0000001,BUSY,19770,2026-03-27 09:11:46,2026-03-27,2026-03,False
ATTEMPT0019771,ACC0029892,BRW0009028,2026-06-17 07:10:32,CALL0083987,AGT0000022,4,VND0000002,FAILED,19771,2026-06-17 07:10:32,2026-06-17,2026-06,False
ATTEMPT0019772,ACC0024060,BRW0005956,2026-01-31 02:19:22,CALL0051799,AGT0000795,2,VND0000012,CONNECTED,19772,2026-01-31 02:19:22,2026-01-31,2026-01,False
ATTEMPT0019773,ACC0003211,BRW0009648,2026-04-17 07:37:32,CALL0016575,AGT0000292,4,VND0000009,RINGING,19773,2026-04-17 07:37:32,2026-04-17,2026-04,False
ATTEMPT0019774,ACC0003993,BRW0000288,2026-05-26 20:20:58,CALL0088331,AGT0000850,1,VND0000002,CONNECTED,19774,2026-05-26 20:20:58,2026-05-26,2026-05,False
ATTEMPT0019775,ACC0009057,BRW0008531,2026-07-29 10:11:19,CALL0031877,AGT0000045,4,VND0000002,RINGING,19775,2026-07-29 10:11:19,2026-07-29,2026-07,False
ATTEMPT0019776,ACC0011126,BRW0010628,2026-03-26 15:56:12,CALL0066485,AGT0000164,1,VND0000007,RINGING,19776,2026-03-26 15:56:12,2026-03-26,2026-03,False
ATTEMPT0019777,ACC0018109,BRW0009707,2026-02-18 18:48:05,CALL0051045,AGT0000393,2,VND0000006,BUSY,19777,2026-02-18 18:48:05,2026-02-18,2026-02,False
ATTEMPT0019778,ACC0000679,BRW0006616,2026-02-02 08:10:36,CALL0058016,AGT0000687,4,VND0000004,FAILED,19778,2026-02-02 08:10:36,2026-02-02,2026-02,False
ATTEMPT0019779,ACC0003659,BRW0004985,2026-05-25 21:27:25,CALL0042809,AGT0000520,1,VND0000001,CONNECTED,19779,2026-05-25 21:27:25,2026-05-25,2026-05,False
ATTEMPT0019780,ACC0028088,BRW0000705,2026-06-04 12:17:32,CALL0000362,AGT0000159,7,VND0000002,BUSY,19780,2026-06-04 12:17:32,2026-06-04,2026-06,False
ATTEMPT0019781,ACC0010068,BRW0001376,2026-04-24 10:19:14,CALL0074769,AGT0000610,2,VND0000006,FAILED,19781,2026-04-24 10:19:14,2026-04-24,2026-04,False
ATTEMPT0019782,ACC0008934,BRW0004596,2026-07-22 16:59:25,CALL0078018,AGT0000167,4,VND0000004,BUSY,19782,2026-07-22 16:59:25,2026-07-22,2026-07,False
ATTEMPT0019783,ACC0014214,BRW0004932,2026-06-24 09:37:11,CALL0035526,AGT0000146,6,VND0000005,FAILED,19783,2026-06-24 09:37:11,2026-06-24,2026-06,False
ATTEMPT0019784,ACC0014342,BRW0007441,2026-05-16 14:32:41,CALL0045273,AGT0000966,1,VND0000015,NO_ANSWER,19784,2026-05-16 14:32:41,2026-05-16,2026-05,False
ATTEMPT0019785,ACC0013162,BRW0006412,2026-06-13 18:22:06,CALL0068164,AGT0000608,7,,RINGING,19785,2026-06-13 18:22:06,2026-06-13,2026-06,False
ATTEMPT0019786,ACC0026150,BRW0010004,2026-01-22 13:08:03,CALL0084470,AGT0000606,4,VND0000014,RINGING,19786,2026-01-22 13:08:03,2026-01-22,2026-01,False
ATTEMPT0019787,ACC0022774,BRW0002986,2026-01-12 08:28:28,CALL0022190,AGT0000412,2,VND0000005,RINGING,19787,2026-01-12 08:28:28,2026-01-12,2026-01,False
ATTEMPT0019788,ACC0023465,BRW0002594,2026-04-14 04:04:58,CALL0035048,AGT0000257,3,VND0000015,CONNECTED,19788,2026-04-14 04:04:58,2026-04-14,2026-04,False
ATTEMPT0019789,ACC0016375,BRW0001046,2026-01-17 23:55:50,CALL0055815,AGT0000980,2,VND0000012,FAILED,19789,2026-01-17 23:55:50,2026-01-17,2026-01,False
ATTEMPT0019790,ACC0016770,BRW0002961,2026-05-02 02:36:01,CALL0058145,AGT0000715,4,VND0000006,FAILED,19790,2026-05-02 02:36:01,2026-05-02,2026-05,False
ATTEMPT0019791,ACC0020498,BRW0006210,2026-05-20 04:37:30,CALL0048674,AGT0000115,6,VND0000009,FAILED,19791,2026-05-20 04:37:30,2026-05-20,2026-05,False
ATTEMPT0019792,ACC0021918,BRW0011324,2026-01-15 09:51:39,CALL0077516,AGT0000599,5,VND0000005,NO_ANSWER,19792,2026-01-15 09:51:39,2026-01-15,2026-01,False
ATTEMPT0019793,ACC0025819,BRW0009104,2026-03-05 03:51:48,CALL0017490,AGT0000183,6,VND0000012,CONNECTED,19793,2026-03-05 03:51:48,2026-03-05,2026-03,False
ATTEMPT0019794,ACC0026604,BRW0001776,2026-02-04 16:22:58,CALL0066047,AGT0000494,5,VND0000001,NO_ANSWER,19794,2026-02-04 16:22:58,2026-02-04,2026-02,False
ATTEMPT0019795,ACC0024814,BRW0006357,2026-07-31 14:05:18,CALL0054053,AGT0000051,7,VND0000011,CONNECTED,19795,2026-07-31 14:05:18,2026-07-31,2026-07,False
ATTEMPT0019796,ACC0019956,BRW0002354,2026-05-25 17:48:19,CALL0077891,AGT0000459,1,VND0000005,FAILED,19796,2026-05-25 17:48:19,2026-05-25,2026-05,False
ATTEMPT0019797,ACC0007623,BRW0004822,2026-04-03 04:19:13,CALL0043130,AGT0000503,4,VND0000006,CONNECTED,19797,2026-04-03 04:19:13,2026-04-03,2026-04,False
ATTEMPT0019798,ACC0025304,BRW0001660,2026-06-21 17:03:46,CALL0004555,AGT0000391,3,VND0000004,RINGING,19798,2026-06-21 17:03:46,2026-06-21,2026-06,False
ATTEMPT0019799,ACC0025392,BRW0009988,2026-01-16 05:26:15,CALL0076797,AGT0000706,1,VND0000003,FAILED,19799,2026-01-16 05:26:15,2026-01-16,2026-01,False
ATTEMPT0019800,ACC0019142,BRW0003085,2026-01-01 08:04:36,CALL0001898,AGT0000172,6,VND0000011,FAILED,19800,2026-01-01 08:04:36,2026-01-01,2026-01,False
ATTEMPT0019801,ACC0007433,BRW0009069,2026-02-18 03:11:42,CALL0061711,AGT0000239,2,VND0000010,CONNECTED,19801,2026-02-18 03:11:42,2026-02-18,2026-02,False
ATTEMPT0019802,ACC0010295,BRW0002830,2026-03-31 17:23:09,CALL0013878,AGT0000373,1,VND0000010,FAILED,19802,2026-03-31 17:23:09,2026-03-31,2026-03,False
ATTEMPT0019803,ACC0020734,BRW0010626,2026-06-30 10:10:33,CALL0006354,AGT0000507,4,VND0000004,CONNECTED,19803,2026-06-30 10:10:33,2026-06-30,2026-06,False
ATTEMPT0019804,ACC0005590,BRW0005745,2026-01-20 14:24:14,CALL0085683,AGT0000450,6,VND0000011,CONNECTED,19804,2026-01-20 14:24:14,2026-01-20,2026-01,False
ATTEMPT0019805,ACC0025068,BRW0005725,2026-07-04 18:51:03,CALL0035285,AGT0000351,3,VND0000001,NO_ANSWER,19805,2026-07-04 18:51:03,2026-07-04,2026-07,False
ATTEMPT0019806,ACC0003703,BRW0005778,2026-05-16 19:02:53,CALL0066343,AGT0000690,6,VND0000008,CONNECTED,19806,2026-05-16 19:02:53,2026-05-16,2026-05,False
ATTEMPT0019807,ACC0022480,BRW0006135,2026-03-14 16:54:40,CALL0031821,AGT0000168,5,VND0000003,CONNECTED,19807,2026-03-14 16:54:40,2026-03-14,2026-03,False
ATTEMPT0019808,ACC0027158,BRW0002178,2026-04-24 13:13:54,CALL0002977,AGT0000745,3,VND0000015,CONNECTED,19808,2026-04-24 13:13:54,2026-04-24,2026-04,False
ATTEMPT0019809,ACC0020964,BRW0000070,2026-07-29 02:33:11,CALL0065820,AGT0000107,1,VND0000010,RINGING,19809,2026-07-29 02:33:11,2026-07-29,2026-07,False
ATTEMPT0019810,ACC0025099,BRW0006755,2026-03-27 14:44:03,CALL0041328,AGT0000265,3,VND0000007,CONNECTED,19810,2026-03-27 14:44:03,2026-03-27,2026-03,False
ATTEMPT0019811,ACC0022337,BRW0004365,2026-06-28 05:37:07,CALL0021322,AGT0000940,2,VND0000003,FAILED,19811,2026-06-28 05:37:07,2026-06-28,2026-06,False
ATTEMPT0019812,ACC0023580,BRW0003563,2026-08-02 06:49:48,CALL0038671,AGT0000651,2,VND0000010,RINGING,19812,2026-08-02 06:49:48,2026-08-02,2026-08,False
ATTEMPT0019813,ACC0005430,BRW0002853,2026-07-08 08:52:32,CALL0061826,AGT0000542,5,VND0000004,NO_ANSWER,19813,2026-07-08 08:52:32,2026-07-08,2026-07,False
ATTEMPT0019814,ACC0008149,BRW0002404,2026-03-11 20:00:32,CALL0055815,AGT0000060,4,VND0000001,RINGING,19814,2026-03-11 20:00:32,2026-03-11,2026-03,False
ATTEMPT0019815,ACC0013340,BRW0003793,2026-01-09 21:48:58,CALL0080347,AGT0000663,5,VND0000008,BUSY,19815,2026-01-09 21:48:58,2026-01-09,2026-01,False
ATTEMPT0019816,ACC0024913,BRW0000157,2026-01-12 17:54:24,CALL0044370,AGT0000834,5,VND0000009,RINGING,19816,2026-01-12 17:54:24,2026-01-12,2026-01,False
ATTEMPT0019817,ACC0017471,BRW0002059,2026-05-15 16:05:32,CALL0017905,AGT0000712,6,VND0000005,BUSY,19817,2026-05-15 16:05:32,2026-05-15,2026-05,False
ATTEMPT0019818,ACC0014090,BRW0004870,2026-06-07 08:30:33,CALL0054102,AGT0000721,7,VND0000015,NO_ANSWER,19818,2026-06-07 08:30:33,2026-06-07,2026-06,False
ATTEMPT0019819,ACC0001076,BRW0002062,2026-05-23 09:12:02,CALL0051235,AGT0000783,3,VND0000004,RINGING,19819,2026-05-23 09:12:02,2026-05-23,2026-05,False
ATTEMPT0019820,ACC0023747,BRW0005891,2026-01-21 18:46:57,CALL0065748,AGT0000944,4,VND0000003,NO_ANSWER,19820,2026-01-21 18:46:57,2026-01-21,2026-01,False
ATTEMPT0019821,ACC0004684,BRW0009837,2026-07-23 05:18:49,CALL0026422,AGT0000293,1,VND0000015,CONNECTED,19821,2026-07-23 05:18:49,2026-07-23,2026-07,False
ATTEMPT0019822,ACC0008039,BRW0009891,2026-02-20 09:30:01,CALL0005876,AGT0000219,6,VND0000001,RINGING,19822,2026-02-20 09:30:01,2026-02-20,2026-02,False
ATTEMPT0019823,ACC0023456,BRW0004026,2026-01-01 08:54:05,CALL0072289,AGT0000548,4,VND0000011,CONNECTED,19823,2026-01-01 08:54:05,2026-01-01,2026-01,False
ATTEMPT0019824,ACC0011818,BRW0005012,2026-05-13 18:24:56,CALL0062499,AGT0000415,1,VND0000007,FAILED,19824,2026-05-13 18:24:56,2026-05-13,2026-05,False
ATTEMPT0019825,ACC0024401,BRW0008722,2026-05-01 17:18:37,CALL0013779,AGT0000138,4,VND0000004,CONNECTED,19825,2026-05-01 17:18:37,2026-05-01,2026-05,False
ATTEMPT0019826,ACC0027677,BRW0003938,2026-04-17 14:59:31,CALL0023077,AGT0000879,6,VND0000011,NO_ANSWER,19826,2026-04-17 14:59:31,2026-04-17,2026-04,False
ATTEMPT0019827,ACC0019887,BRW0005304,2026-07-07 16:38:10,CALL0031826,AGT0000763,3,VND0000014,NO_ANSWER,19827,2026-07-07 16:38:10,2026-07-07,2026-07,False
ATTEMPT0019828,ACC0007193,BRW0001004,2026-07-12 17:28:39,CALL0086287,AGT0000345,3,VND0000006,BUSY,19828,2026-07-12 17:28:39,2026-07-12,2026-07,False
ATTEMPT0019829,ACC0016943,BRW0010720,2026-01-29 12:15:26,CALL0050901,AGT0000392,6,VND0000011,FAILED,19829,2026-01-29 12:15:26,2026-01-29,2026-01,False
ATTEMPT0019830,ACC0002184,BRW0007467,2026-02-07 09:38:59,CALL0039277,AGT0000087,7,VND0000002,FAILED,19830,2026-02-07 09:38:59,2026-02-07,2026-02,False
ATTEMPT0019831,ACC0012264,BRW0008309,2026-07-30 00:05:03,CALL0076143,AGT0000228,1,VND0000013,BUSY,19831,2026-07-30 00:05:03,2026-07-30,2026-07,False
ATTEMPT0019832,ACC0017042,BRW0009669,2026-04-13 14:21:29,CALL0042107,AGT0000096,4,VND0000009,FAILED,19832,2026-04-13 14:21:29,2026-04-13,2026-04,False
ATTEMPT0019833,ACC0021815,BRW0004339,2026-01-18 08:20:49,CALL0034614,AGT0000499,4,VND0000014,RINGING,19833,2026-01-18 08:20:49,2026-01-18,2026-01,False
ATTEMPT0019834,ACC0026749,BRW0004679,2026-04-01 15:07:30,CALL0047110,AGT0000705,2,VND0000011,RINGING,19834,2026-04-01 15:07:30,2026-04-01,2026-04,False
ATTEMPT0019835,ACC0016216,BRW0003961,2026-05-20 12:15:53,CALL0059521,AGT0000326,6,VND0000009,NO_ANSWER,19835,2026-05-20 12:15:53,2026-05-20,2026-05,False
ATTEMPT0019836,ACC0017881,BRW0011802,2026-01-15 05:29:07,CALL0035909,AGT0000835,1,VND0000005,NO_ANSWER,19836,2026-01-15 05:29:07,2026-01-15,2026-01,False
ATTEMPT0019837,ACC0025770,BRW0005681,2026-07-29 01:08:55,CALL0005445,AGT0000850,1,VND0000013,NO_ANSWER,19837,2026-07-29 01:08:55,2026-07-29,2026-07,False
ATTEMPT0019838,ACC0009514,BRW0011877,2026-03-08 00:07:58,CALL0081059,AGT0000569,2,VND0000010,NO_ANSWER,19838,2026-03-08 00:07:58,2026-03-08,2026-03,False
ATTEMPT0019839,ACC0011135,BRW0006117,2026-01-31 08:43:08,CALL0008997,AGT0000472,2,VND0000013,CONNECTED,19839,2026-01-31 08:43:08,2026-01-31,2026-01,False
ATTEMPT0019840,ACC0028808,BRW0008535,2026-04-16 10:45:24,CALL0023244,AGT0000829,3,VND0000011,CONNECTED,19840,2026-04-16 10:45:24,2026-04-16,2026-04,False
ATTEMPT0019841,ACC0017203,BRW0001007,2026-08-03 22:54:20,CALL0079135,AGT0000233,2,VND0000001,BUSY,19841,2026-08-03 22:54:20,2026-08-03,2026-08,False
ATTEMPT0019842,ACC0015125,BRW0003579,2026-04-24 18:23:36,CALL0000391,AGT0000083,3,VND0000009,BUSY,19842,2026-04-24 18:23:36,2026-04-24,2026-04,False
ATTEMPT0019843,ACC0021675,BRW0007678,2026-02-11 10:55:59,CALL0013212,AGT0000515,1,VND0000010,FAILED,19843,2026-02-11 10:55:59,2026-02-11,2026-02,False
ATTEMPT0019844,ACC0014936,BRW0001221,2026-03-04 01:01:54,CALL0025593,AGT0000739,7,VND0000011,RINGING,19844,2026-03-04 01:01:54,2026-03-04,2026-03,False
ATTEMPT0019845,ACC0012798,BRW0003603,2026-06-15 11:21:32,CALL0015183,AGT0000649,4,VND0000006,NO_ANSWER,19845,2026-06-15 11:21:32,2026-06-15,2026-06,False
ATTEMPT0019846,ACC0016437,BRW0003588,2026-02-08 22:31:39,CALL0036614,AGT0000230,3,VND0000002,FAILED,19846,2026-02-08 22:31:39,2026-02-08,2026-02,False
ATTEMPT0019847,ACC0015360,BRW0009783,2026-01-18 21:52:33,CALL0084596,AGT0000069,4,VND0000014,FAILED,19847,2026-01-18 21:52:33,2026-01-18,2026-01,False
ATTEMPT0019848,ACC0017109,BRW0001898,2026-07-30 09:19:46,CALL0078164,AGT0000007,3,VND0000011,RINGING,19848,2026-07-30 09:19:46,2026-07-30,2026-07,False
ATTEMPT0019849,ACC0015338,BRW0009510,2026-02-18 14:10:01,CALL0071443,AGT0000816,7,VND0000014,NO_ANSWER,19849,2026-02-18 14:10:01,2026-02-18,2026-02,False
ATTEMPT0019850,ACC0026074,BRW0003733,2026-03-27 11:51:08,CALL0011084,AGT0000605,1,VND0000007,CONNECTED,19850,2026-03-27 11:51:08,2026-03-27,2026-03,False
ATTEMPT0019851,ACC0003001,BRW0006061,2026-04-25 08:38:15,CALL0084170,AGT0000417,5,VND0000004,CONNECTED,19851,2026-04-25 08:38:15,2026-04-25,2026-04,False
ATTEMPT0019852,ACC0022767,BRW0011090,2026-06-25 08:05:03,CALL0018496,AGT0000029,2,VND0000013,CONNECTED,19852,2026-06-25 08:05:03,2026-06-25,2026-06,False
ATTEMPT0019853,ACC0004755,BRW0003583,2026-06-07 02:00:03,CALL0077561,AGT0000751,2,VND0000010,RINGING,19853,2026-06-07 02:00:03,2026-06-07,2026-06,False
ATTEMPT0019854,ACC0000899,BRW0005072,2026-06-24 19:48:57,CALL0028105,AGT0000098,6,VND0000012,BUSY,19854,2026-06-24 19:48:57,2026-06-24,2026-06,False
ATTEMPT0019855,ACC0021517,BRW0005979,2026-04-30 17:10:50,CALL0014592,AGT0000622,7,VND0000005,FAILED,19855,2026-04-30 17:10:50,2026-04-30,2026-04,False
ATTEMPT0019856,ACC0021410,BRW0003505,2026-04-28 19:44:28,CALL0084933,AGT0000166,2,VND0000002,RINGING,19856,2026-04-28 19:44:28,2026-04-28,2026-04,False
ATTEMPT0019857,ACC0014608,BRW0009861,2026-05-30 10:33:56,CALL0045020,AGT0000791,2,VND0000006,FAILED,19857,2026-05-30 10:33:56,2026-05-30,2026-05,False
ATTEMPT0019858,ACC0027938,BRW0000160,2026-07-04 16:38:21,CALL0044899,AGT0000140,3,VND0000003,BUSY,19858,2026-07-04 16:38:21,2026-07-04,2026-07,False
ATTEMPT0019859,ACC0029302,BRW0009152,2026-06-04 14:18:46,CALL0056509,AGT0000084,3,VND0000006,RINGING,19859,2026-06-04 14:18:46,2026-06-04,2026-06,False
ATTEMPT0019860,ACC0020914,BRW0007090,2026-06-04 18:17:13,CALL0057479,AGT0000719,1,VND0000010,CONNECTED,19860,2026-06-04 18:17:13,2026-06-04,2026-06,False
ATTEMPT0019861,ACC0026143,BRW0007549,2026-03-03 15:02:33,CALL0050485,AGT0000222,5,VND0000012,CONNECTED,19861,2026-03-03 15:02:33,2026-03-03,2026-03,False
ATTEMPT0019862,ACC0010605,BRW0010539,2026-03-31 02:37:13,CALL0039641,AGT0000380,4,VND0000012,RINGING,19862,2026-03-31 02:37:13,2026-03-31,2026-03,False
ATTEMPT0019863,ACC0013958,BRW0007224,2026-01-15 17:04:41,CALL0063301,AGT0000126,7,VND0000013,NO_ANSWER,19863,2026-01-15 17:04:41,2026-01-15,2026-01,False
