session_id,agent_id,login_at,channel,device_id,timezone,logout_at,_source_row_number,login_at_standardized,logout_at_standardized,session_duration_minutes,invalid_session_time
SES0000586,AGT0000052,2026-07-26 01:39:44,FIELD,DEV00346,UTC,2026-07-26 05:07:10,586,2026-07-26 01:39:44,2026-07-26 05:07:10,207.43333333333334,False
SES0000587,AGT0000802,2026-01-20 13:25:36,WHATSAPP,DEV00225,Asia/Kolkata,2026-01-20 16:01:28,587,2026-01-20 13:25:36,2026-01-20 16:01:28,155.86666666666667,False
SES0000588,AGT0000950,2026-02-21 08:21:55,WHATSAPP,DEV01071,UTC,2026-02-21 11:16:58,588,2026-02-21 08:21:55,2026-02-21 11:16:58,175.05,False
SES0000589,AGT0000414,2026-07-26 20:00:41,WHATSAPP,DEV01358,Asia/Kolkata,2026-07-27 05:33:30,589,2026-07-26 20:00:41,2026-07-27 05:33:30,572.8166666666667,False
SES0000590,AGT0000156,2026-07-02 09:35:43,SMS,DEV00708,Asia/Kolkata,2026-07-02 18:55:44,590,2026-07-02 09:35:43,2026-07-02 18:55:44,560.0166666666667,False
SES0000591,AGT0000142,2026-04-02 07:38:55,FIELD,DEV01032,UTC,2026-04-02 10:19:25,591,2026-04-02 07:38:55,2026-04-02 10:19:25,160.5,False
SES0000592,AGT0000399,2026-04-01 23:50:36,WHATSAPP,DEV01243,Asia/Kolkata,2026-04-02 08:13:24,592,2026-04-01 23:50:36,2026-04-02 08:13:24,502.8,False
SES0000593,AGT0000189,2026-01-20 02:04:08,FIELD,DEV00784,UTC,2026-01-20 06:59:33,593,2026-01-20 02:04:08,2026-01-20 06:59:33,295.4166666666667,False
SES0000594,AGT0000035,2026-01-08 13:15:34,WHATSAPP,DEV01311,Asia/Kolkata,2026-01-08 16:36:54,594,2026-01-08 13:15:34,2026-01-08 16:36:54,201.33333333333334,False
SES0000595,AGT0000725,2026-07-14 12:17:35,FIELD,DEV00362,Asia/Kolkata,2026-07-14 13:41:59,595,2026-07-14 12:17:35,2026-07-14 13:41:59,84.4,False
SES0000596,AGT0000745,2026-02-17 00:44:11,WHATSAPP,DEV01111,Asia/Kolkata,2026-02-17 08:08:41,596,2026-02-17 00:44:11,2026-02-17 08:08:41,444.5,False
SES0000597,AGT0000957,2026-07-10 23:50:52,WHATSAPP,DEV01429,UTC,2026-07-11 01:26:37,597,2026-07-10 23:50:52,2026-07-11 01:26:37,95.75,False
SES0000598,AGT0000834,2026-07-04 00:28:34,FIELD,DEV00905,UTC,2026-07-04 05:52:46,598,2026-07-04 00:28:34,2026-07-04 05:52:46,324.2,False
SES0000599,AGT0000351,2026-01-31 21:29:09,WHATSAPP,DEV00321,Asia/Kolkata,2026-02-01 01:58:45,599,2026-01-31 21:29:09,2026-02-01 01:58:45,269.6,False
SES0000600,AGT0000422,2026-06-03 20:12:33,VOICE,DEV00060,Asia/Kolkata,2026-06-04 00:23:49,600,2026-06-03 20:12:33,2026-06-04 00:23:49,251.26666666666668,False
SES0000601,AGT0000264,2026-05-29 11:10:46,SMS,DEV00284,Asia/Kolkata,2026-05-29 17:32:39,601,2026-05-29 11:10:46,2026-05-29 17:32:39,381.8833333333333,False
SES0000602,AGT0000960,2026-04-01 11:38:16,WHATSAPP,DEV00609,UTC,2026-04-01 21:37:37,602,2026-04-01 11:38:16,2026-04-01 21:37:37,599.35,False
SES0000603,AGT0000134,2026-07-17 15:08:09,VOICE,DEV01232,Asia/Kolkata,2026-07-17 16:10:10,603,2026-07-17 15:08:09,2026-07-17 16:10:10,62.016666666666666,False
SES0000604,AGT0000714,2026-06-09 19:27:56,WHATSAPP,DEV01467,UTC,2026-06-10 04:24:31,604,2026-06-09 19:27:56,2026-06-10 04:24:31,536.5833333333334,False
SES0000605,AGT0000330,2026-01-17 14:23:37,WHATSAPP,DEV00727,Asia/Kolkata,2026-01-17 23:34:21,605,2026-01-17 14:23:37,2026-01-17 23:34:21,550.7333333333333,False
SES0000606,AGT0000465,2026-04-30 21:31:39,VOICE,DEV00752,Asia/Kolkata,2026-04-30 23:44:17,606,2026-04-30 21:31:39,2026-04-30 23:44:17,132.63333333333333,False
SES0000607,AGT0000450,2026-04-07 05:33:08,SMS,DEV00542,Asia/Kolkata,2026-04-07 14:25:12,607,2026-04-07 05:33:08,2026-04-07 14:25:12,532.0666666666667,False
SES0000608,AGT0000888,2026-03-16 01:02:04,SMS,DEV00675,Asia/Kolkata,2026-03-16 06:12:52,608,2026-03-16 01:02:04,2026-03-16 06:12:52,310.8,False
SES0000609,AGT0000505,2026-06-17 19:01:58,VOICE,DEV00928,UTC,2026-06-17 20:44:00,609,2026-06-17 19:01:58,2026-06-17 20:44:00,102.03333333333333,False
SES0000610,AGT0000191,2026-07-02 15:32:50,SMS,DEV01285,Asia/Kolkata,2026-07-02 20:59:45,610,2026-07-02 15:32:50,2026-07-02 20:59:45,326.9166666666667,False
SES0000611,AGT0000609,2026-01-03 13:11:20,FIELD,DEV00856,UTC,2026-01-03 17:08:09,611,2026-01-03 13:11:20,2026-01-03 17:08:09,236.81666666666666,False
SES0000612,AGT0000164,2026-07-20 21:58:56,FIELD,DEV01426,Asia/Kolkata,2026-07-21 01:13:46,612,2026-07-20 21:58:56,2026-07-21 01:13:46,194.83333333333334,False
SES0000613,AGT0000060,2026-05-12 23:46:57,VOICE,DEV00157,Asia/Kolkata,2026-05-13 04:37:53,613,2026-05-12 23:46:57,2026-05-13 04:37:53,290.93333333333334,False
SES0000614,AGT0000951,2026-04-23 04:20:04,WHATSAPP,DEV00511,Asia/Kolkata,2026-04-23 08:59:43,614,2026-04-23 04:20:04,2026-04-23 08:59:43,279.65,False
SES0000615,AGT0000938,2026-01-09 23:32:00,FIELD,DEV00764,Asia/Kolkata,2026-01-10 07:08:09,615,2026-01-09 23:32:00,2026-01-10 07:08:09,456.15,False
SES0000616,AGT0000603,2026-01-10 02:55:42,SMS,DEV00343,UTC,2026-01-10 08:08:16,616,2026-01-10 02:55:42,2026-01-10 08:08:16,312.56666666666666,False
SES0000617,AGT0000457,2026-04-23 20:00:30,SMS,DEV00360,UTC,2026-04-24 04:01:35,617,2026-04-23 20:00:30,2026-04-24 04:01:35,481.0833333333333,False
SES0000618,AGT0000059,2026-02-17 16:03:21,WHATSAPP,DEV01485,UTC,2026-02-17 20:36:22,618,2026-02-17 16:03:21,2026-02-17 20:36:22,273.01666666666665,False
SES0000619,AGT0000255,2026-05-18 05:40:45,WHATSAPP,DEV00700,UTC,2026-05-18 14:07:31,619,2026-05-18 05:40:45,2026-05-18 14:07:31,506.76666666666665,False
SES0000620,AGT0000197,2026-07-16 21:53:00,SMS,DEV00029,UTC,2026-07-17 04:40:14,620,2026-07-16 21:53:00,2026-07-17 04:40:14,407.23333333333335,False
SES0000621,AGT0000860,2026-01-13 08:19:06,SMS,DEV01167,Asia/Kolkata,2026-01-13 15:07:22,621,2026-01-13 08:19:06,2026-01-13 15:07:22,408.26666666666665,False
SES0000622,AGT0000636,2026-01-03 07:24:35,WHATSAPP,DEV00949,UTC,2026-01-03 15:48:00,622,2026-01-03 07:24:35,2026-01-03 15:48:00,503.4166666666667,False
SES0000623,AGT0000088,2026-07-08 03:32:10,VOICE,DEV00868,Asia/Kolkata,2026-07-08 06:11:56,623,2026-07-08 03:32:10,2026-07-08 06:11:56,159.76666666666668,False
SES0000624,AGT0000910,2026-02-04 22:51:14,SMS,DEV00126,UTC,2026-02-05 06:47:00,624,2026-02-04 22:51:14,2026-02-05 06:47:00,475.76666666666665,False
SES0000625,AGT0000748,2026-06-23 17:18:25,VOICE,DEV00897,UTC,2026-06-23 19:32:41,625,2026-06-23 17:18:25,2026-06-23 19:32:41,134.26666666666668,False
SES0000626,AGT0000195,2026-04-16 19:05:08,FIELD,DEV00476,UTC,2026-04-17 01:13:31,626,2026-04-16 19:05:08,2026-04-17 01:13:31,368.3833333333333,False
SES0000627,AGT0000231,2026-04-21 09:47:51,WHATSAPP,DEV00141,Asia/Kolkata,2026-04-21 15:02:22,627,2026-04-21 09:47:51,2026-04-21 15:02:22,314.51666666666665,False
SES0000628,AGT0000055,2026-04-23 12:45:36,SMS,DEV01388,Asia/Kolkata,2026-04-23 22:32:00,628,2026-04-23 12:45:36,2026-04-23 22:32:00,586.4,False
SES0000629,AGT0000122,2026-02-23 10:58:47,VOICE,DEV00868,Asia/Kolkata,2026-02-23 14:41:03,629,2026-02-23 10:58:47,2026-02-23 14:41:03,222.26666666666668,False
SES0000630,AGT0000773,2026-07-09 05:27:39,VOICE,DEV00999,Asia/Kolkata,2026-07-09 09:58:36,630,2026-07-09 05:27:39,2026-07-09 09:58:36,270.95,False
SES0000631,AGT0000491,2026-01-05 19:09:38,WHATSAPP,DEV01165,UTC,2026-01-06 03:25:16,631,2026-01-05 19:09:38,2026-01-06 03:25:16,495.6333333333333,False
SES0000632,AGT0000913,2026-06-06 02:13:43,FIELD,DEV00734,Asia/Kolkata,2026-06-06 10:43:54,632,2026-06-06 02:13:43,2026-06-06 10:43:54,510.18333333333334,False
SES0000633,AGT0000917,2026-06-16 14:08:36,FIELD,DEV01383,Asia/Kolkata,2026-06-16 14:57:54,633,2026-06-16 14:08:36,2026-06-16 14:57:54,49.3,False
SES0000634,AGT0000427,2026-03-31 20:20:54,VOICE,DEV00685,UTC,2026-04-01 02:29:58,634,2026-03-31 20:20:54,2026-04-01 02:29:58,369.06666666666666,False
SES0000635,AGT0000523,2026-01-05 18:35:39,SMS,DEV01212,Asia/Kolkata,2026-01-06 01:19:45,635,2026-01-05 18:35:39,2026-01-06 01:19:45,404.1,False
SES0000636,AGT0000349,2026-07-10 05:26:54,FIELD,DEV01082,UTC,2026-07-10 14:09:20,636,2026-07-10 05:26:54,2026-07-10 14:09:20,522.4333333333333,False
SES0000637,AGT0000767,2026-01-12 23:04:42,VOICE,DEV00737,Asia/Kolkata,2026-01-13 06:11:17,637,2026-01-12 23:04:42,2026-01-13 06:11:17,426.5833333333333,False
SES0000638,AGT0000587,2026-08-08 10:42:10,VOICE,DEV00910,UTC,2026-08-08 18:02:10,638,2026-08-08 10:42:10,2026-08-08 18:02:10,440.0,False
SES0000639,AGT0000300,2026-06-26 15:29:37,WHATSAPP,DEV00310,UTC,2026-06-26 23:46:11,639,2026-06-26 15:29:37,2026-06-26 23:46:11,496.56666666666666,False
SES0000640,AGT0000567,2026-07-08 18:15:57,VOICE,DEV00225,Asia/Kolkata,2026-07-09 00:03:26,640,2026-07-08 18:15:57,2026-07-09 00:03:26,347.48333333333335,False
SES0000641,AGT0000096,2026-04-06 21:21:57,WHATSAPP,DEV00361,UTC,2026-04-07 03:50:14,641,2026-04-06 21:21:57,2026-04-07 03:50:14,388.28333333333336,False
SES0000642,AGT0000576,2026-05-20 14:36:50,FIELD,DEV00374,UTC,2026-05-20 21:17:16,642,2026-05-20 14:36:50,2026-05-20 21:17:16,400.43333333333334,False
SES0000643,AGT0000090,2026-02-22 12:18:40,FIELD,DEV00918,UTC,2026-02-22 14:09:21,643,2026-02-22 12:18:40,2026-02-22 14:09:21,110.68333333333334,False
SES0000644,AGT0000507,2026-05-26 17:13:58,WHATSAPP,DEV00434,UTC,2026-05-27 00:09:59,644,2026-05-26 17:13:58,2026-05-27 00:09:59,416.01666666666665,False
SES0000645,AGT0000880,2026-02-11 00:11:16,SMS,DEV00987,UTC,2026-02-11 07:19:01,645,2026-02-11 00:11:16,2026-02-11 07:19:01,427.75,False
SES0000646,AGT0000874,2026-07-13 12:57:10,SMS,DEV01167,UTC,2026-07-13 22:52:17,646,2026-07-13 12:57:10,2026-07-13 22:52:17,595.1166666666667,False
SES0000647,AGT0000825,2026-04-16 15:35:46,FIELD,DEV01415,UTC,2026-04-17 01:07:10,647,2026-04-16 15:35:46,2026-04-17 01:07:10,571.4,False
SES0000648,AGT0000062,2026-05-11 17:14:55,SMS,DEV00483,Asia/Kolkata,2026-05-11 22:02:31,648,2026-05-11 17:14:55,2026-05-11 22:02:31,287.6,False
SES0000649,AGT0000986,2026-02-13 15:10:29,SMS,DEV01432,UTC,2026-02-13 19:19:34,649,2026-02-13 15:10:29,2026-02-13 19:19:34,249.08333333333334,False
SES0000650,AGT0000905,2026-05-10 22:02:04,VOICE,DEV00171,Asia/Kolkata,2026-05-11 04:59:57,650,2026-05-10 22:02:04,2026-05-11 04:59:57,417.8833333333333,False
SES0000651,AGT0000896,2026-02-04 04:34:44,SMS,DEV00300,UTC,2026-02-04 10:19:49,651,2026-02-04 04:34:44,2026-02-04 10:19:49,345.0833333333333,False
SES0000652,AGT0000142,2026-05-04 00:55:04,FIELD,DEV00300,UTC,2026-05-04 02:24:27,652,2026-05-04 00:55:04,2026-05-04 02:24:27,89.38333333333334,False
SES0000653,AGT0000426,2026-04-14 09:45:11,SMS,DEV00453,Asia/Kolkata,2026-04-14 15:33:57,653,2026-04-14 09:45:11,2026-04-14 15:33:57,348.76666666666665,False
SES0000654,AGT0000544,2026-05-27 00:05:53,FIELD,DEV00414,UTC,2026-05-27 06:49:58,654,2026-05-27 00:05:53,2026-05-27 06:49:58,404.0833333333333,False
SES0000655,AGT0000797,2026-07-28 05:47:07,SMS,DEV00379,UTC,2026-07-28 15:08:53,655,2026-07-28 05:47:07,2026-07-28 15:08:53,561.7666666666667,False
SES0000656,AGT0000304,2026-05-31 03:18:12,SMS,DEV00498,UTC,2026-05-31 09:07:17,656,2026-05-31 03:18:12,2026-05-31 09:07:17,349.0833333333333,False
SES0000657,AGT0000484,2026-05-17 13:54:57,FIELD,DEV00379,Asia/Kolkata,2026-05-17 16:51:32,657,2026-05-17 13:54:57,2026-05-17 16:51:32,176.58333333333334,False
SES0000658,AGT0000799,2026-04-25 05:54:38,SMS,DEV00982,UTC,2026-04-25 13:37:26,658,2026-04-25 05:54:38,2026-04-25 13:37:26,462.8,False
SES0000659,AGT0000905,2026-07-15 00:58:42,SMS,DEV00126,UTC,2026-07-15 03:10:44,659,2026-07-15 00:58:42,2026-07-15 03:10:44,132.03333333333333,False
SES0000660,AGT0000407,2026-04-15 09:35:46,SMS,DEV01117,Asia/Kolkata,2026-04-15 13:44:37,660,2026-04-15 09:35:46,2026-04-15 13:44:37,248.85,False
SES0000661,AGT0000437,2026-05-13 20:44:30,WHATSAPP,DEV01083,UTC,2026-05-13 22:08:53,661,2026-05-13 20:44:30,2026-05-13 22:08:53,84.38333333333334,False
SES0000662,AGT0000897,2026-07-26 13:02:16,VOICE,DEV01423,UTC,2026-07-26 19:41:42,662,2026-07-26 13:02:16,2026-07-26 19:41:42,399.43333333333334,False
SES0000663,AGT0000325,2026-07-16 16:29:16,VOICE,DEV00536,Asia/Kolkata,2026-07-16 20:24:20,663,2026-07-16 16:29:16,2026-07-16 20:24:20,235.06666666666666,False
SES0000664,AGT0000318,2026-05-17 07:58:23,VOICE,DEV01148,Asia/Kolkata,2026-05-17 16:47:57,664,2026-05-17 07:58:23,2026-05-17 16:47:57,529.5666666666667,False
SES0000665,AGT0000601,2026-03-26 03:21:38,FIELD,DEV01145,Asia/Kolkata,2026-03-26 04:52:15,665,2026-03-26 03:21:38,2026-03-26 04:52:15,90.61666666666666,False
SES0000666,AGT0000541,2026-02-19 19:01:01,SMS,DEV00314,UTC,2026-02-19 20:27:30,666,2026-02-19 19:01:01,2026-02-19 20:27:30,86.48333333333333,False
SES0000667,AGT0000215,2026-02-16 11:08:27,FIELD,DEV00757,Asia/Kolkata,2026-02-16 16:15:14,667,2026-02-16 11:08:27,2026-02-16 16:15:14,306.78333333333336,False
SES0000668,AGT0000044,2026-04-02 08:13:44,FIELD,DEV00294,Asia/Kolkata,2026-04-02 11:58:13,668,2026-04-02 08:13:44,2026-04-02 11:58:13,224.48333333333332,False
SES0000669,AGT0000097,2026-06-27 19:20:05,WHATSAPP,DEV00412,Asia/Kolkata,2026-06-27 22:45:57,669,2026-06-27 19:20:05,2026-06-27 22:45:57,205.86666666666667,False
SES0000670,AGT0000448,2026-01-21 00:57:44,SMS,DEV00658,Asia/Kolkata,2026-01-21 09:56:34,670,2026-01-21 00:57:44,2026-01-21 09:56:34,538.8333333333334,False
SES0000671,AGT0000221,2026-03-09 15:16:15,SMS,DEV01473,UTC,2026-03-09 23:40:47,671,2026-03-09 15:16:15,2026-03-09 23:40:47,504.53333333333336,False
SES0000672,AGT0000139,2026-05-03 05:13:42,SMS,DEV00523,UTC,2026-05-03 06:02:35,672,2026-05-03 05:13:42,2026-05-03 06:02:35,48.88333333333333,False
SES0000673,AGT0000041,2026-01-30 00:19:35,WHATSAPP,DEV00180,Asia/Kolkata,2026-01-30 02:26:01,673,2026-01-30 00:19:35,2026-01-30 02:26:01,126.43333333333334,False
SES0000674,AGT0000328,2026-08-08 16:05:11,VOICE,DEV01096,UTC,2026-08-08 18:14:34,674,2026-08-08 16:05:11,2026-08-08 18:14:34,129.38333333333333,False
SES0000675,AGT0000031,2026-04-26 09:14:30,VOICE,DEV00573,Asia/Kolkata,2026-04-26 11:49:40,675,2026-04-26 09:14:30,2026-04-26 11:49:40,155.16666666666666,False
SES0000676,AGT0000211,2026-03-03 02:34:46,FIELD,DEV01254,UTC,2026-03-03 04:46:52,676,2026-03-03 02:34:46,2026-03-03 04:46:52,132.1,False
SES0000677,AGT0000811,2026-05-10 20:29:42,SMS,DEV00314,Asia/Kolkata,2026-05-11 05:13:15,677,2026-05-10 20:29:42,2026-05-11 05:13:15,523.55,False
SES0000678,AGT0000808,2026-02-17 23:15:35,VOICE,DEV00604,Asia/Kolkata,2026-02-18 04:13:56,678,2026-02-17 23:15:35,2026-02-18 04:13:56,298.35,False
SES0000679,AGT0000998,2026-01-13 00:53:14,FIELD,DEV01246,Asia/Kolkata,2026-01-13 05:47:17,679,2026-01-13 00:53:14,2026-01-13 05:47:17,294.05,False
SES0000680,AGT0000212,2026-02-06 06:57:06,VOICE,DEV01042,UTC,2026-02-06 15:17:31,680,2026-02-06 06:57:06,2026-02-06 15:17:31,500.4166666666667,False
SES0000681,AGT0000088,2026-04-02 12:05:17,WHATSAPP,DEV00949,Asia/Kolkata,2026-04-02 15:21:15,681,2026-04-02 12:05:17,2026-04-02 15:21:15,195.96666666666667,False
SES0000682,AGT0000302,2026-01-24 12:12:39,SMS,DEV00349,UTC,2026-01-24 13:33:16,682,2026-01-24 12:12:39,2026-01-24 13:33:16,80.61666666666666,False
SES0000683,AGT0000553,2026-05-20 02:53:04,SMS,DEV00345,Asia/Kolkata,2026-05-20 07:59:49,683,2026-05-20 02:53:04,2026-05-20 07:59:49,306.75,False
SES0000684,AGT0000188,2026-01-28 10:10:04,FIELD,DEV00595,Asia/Kolkata,2026-01-28 12:10:32,684,2026-01-28 10:10:04,2026-01-28 12:10:32,120.46666666666667,False
SES0000685,AGT0000290,2026-02-04 08:25:24,SMS,DEV00920,UTC,2026-02-04 11:59:26,685,2026-02-04 08:25:24,2026-02-04 11:59:26,214.03333333333333,False
SES0000686,AGT0000835,2026-07-14 20:27:42,WHATSAPP,DEV00603,Asia/Kolkata,2026-07-15 04:32:11,686,2026-07-14 20:27:42,2026-07-15 04:32:11,484.48333333333335,False
SES0000687,AGT0000687,2026-04-26 19:09:06,VOICE,DEV00429,UTC,2026-04-27 04:00:00,687,2026-04-26 19:09:06,2026-04-27 04:00:00,530.9,False
SES0000688,AGT0000138,2026-08-02 07:33:01,VOICE,DEV00273,Asia/Kolkata,2026-08-02 16:29:37,688,2026-08-02 07:33:01,2026-08-02 16:29:37,536.6,False
SES0000689,AGT0000911,2026-01-22 01:42:34,WHATSAPP,DEV00927,Asia/Kolkata,2026-01-22 05:10:33,689,2026-01-22 01:42:34,2026-01-22 05:10:33,207.98333333333332,False
SES0000690,AGT0000266,2026-05-11 07:49:07,FIELD,DEV01098,UTC,2026-05-11 11:14:20,690,2026-05-11 07:49:07,2026-05-11 11:14:20,205.21666666666667,False
SES0000691,AGT0000126,2026-04-24 21:52:07,SMS,DEV00226,UTC,2026-04-25 04:33:51,691,2026-04-24 21:52:07,2026-04-25 04:33:51,401.73333333333335,False
SES0000692,AGT0000025,2026-05-09 06:48:39,SMS,DEV00918,Asia/Kolkata,2026-05-09 14:38:58,692,2026-05-09 06:48:39,2026-05-09 14:38:58,470.31666666666666,False
SES0000693,AGT0000931,2026-07-14 21:01:49,FIELD,DEV01282,UTC,2026-07-15 05:44:27,693,2026-07-14 21:01:49,2026-07-15 05:44:27,522.6333333333333,False
SES0000694,AGT0000887,2026-02-22 19:52:11,WHATSAPP,DEV01064,Asia/Kolkata,2026-02-23 03:37:28,694,2026-02-22 19:52:11,2026-02-23 03:37:28,465.28333333333336,False
SES0000695,AGT0000959,2026-06-24 21:03:55,FIELD,DEV01088,UTC,2026-06-25 06:55:52,695,2026-06-24 21:03:55,2026-06-25 06:55:52,591.95,False
SES0000696,AGT0000337,2026-06-04 22:59:11,WHATSAPP,DEV00289,Asia/Kolkata,2026-06-05 01:57:37,696,2026-06-04 22:59:11,2026-06-05 01:57:37,178.43333333333334,False
SES0000697,AGT0000684,2026-05-26 19:18:31,FIELD,DEV01191,UTC,2026-05-27 02:52:55,697,2026-05-26 19:18:31,2026-05-27 02:52:55,454.4,False
SES0000698,AGT0000502,2026-07-30 09:11:36,WHATSAPP,DEV00555,UTC,2026-07-30 14:30:37,698,2026-07-30 09:11:36,2026-07-30 14:30:37,319.01666666666665,False
SES0000699,AGT0000245,2026-04-21 16:39:34,FIELD,DEV00936,UTC,2026-04-21 17:22:10,699,2026-04-21 16:39:34,2026-04-21 17:22:10,42.6,False
SES0000700,AGT0000736,2026-06-24 15:20:01,WHATSAPP,DEV01003,UTC,2026-06-24 22:07:43,700,2026-06-24 15:20:01,2026-06-24 22:07:43,407.7,False
SES0000701,AGT0000978,2026-01-01 06:22:46,VOICE,DEV01239,Asia/Kolkata,2026-01-01 15:24:22,701,2026-01-01 06:22:46,2026-01-01 15:24:22,541.6,False
SES0000702,AGT0000441,2026-01-23 22:49:15,WHATSAPP,DEV01246,Asia/Kolkata,2026-01-24 02:47:36,702,2026-01-23 22:49:15,2026-01-24 02:47:36,238.35,False
SES0000703,AGT0000606,2026-01-07 17:26:31,VOICE,DEV00445,UTC,2026-01-07 22:41:19,703,2026-01-07 17:26:31,2026-01-07 22:41:19,314.8,False
SES0000704,AGT0000127,2026-08-08 10:20:07,WHATSAPP,DEV00053,Asia/Kolkata,2026-08-08 18:45:04,704,2026-08-08 10:20:07,2026-08-08 18:45:04,504.95,False
SES0000705,AGT0000005,2026-04-27 13:05:27,WHATSAPP,DEV00325,UTC,2026-04-27 17:58:20,705,2026-04-27 13:05:27,2026-04-27 17:58:20,292.8833333333333,False
SES0000706,AGT0000014,2026-06-10 07:05:12,FIELD,DEV00337,UTC,2026-06-10 12:59:58,706,2026-06-10 07:05:12,2026-06-10 12:59:58,354.76666666666665,False
SES0000707,AGT0000492,2026-05-24 21:05:32,WHATSAPP,DEV00064,Asia/Kolkata,2026-05-25 03:34:38,707,2026-05-24 21:05:32,2026-05-25 03:34:38,389.1,False
SES0000708,AGT0000254,2026-06-22 16:35:38,FIELD,DEV01483,Asia/Kolkata,2026-06-23 02:11:52,708,2026-06-22 16:35:38,2026-06-23 02:11:52,576.2333333333333,False
SES0000709,AGT0000491,2026-04-11 04:49:07,FIELD,DEV00007,UTC,2026-04-11 05:59:54,709,2026-04-11 04:49:07,2026-04-11 05:59:54,70.78333333333333,False
SES0000710,AGT0000623,2026-05-11 23:09:07,SMS,DEV00865,Asia/Kolkata,2026-05-12 03:37:50,710,2026-05-11 23:09:07,2026-05-12 03:37:50,268.71666666666664,False
SES0000711,AGT0000255,2026-02-01 18:11:17,VOICE,DEV01032,Asia/Kolkata,2026-02-01 20:40:52,711,2026-02-01 18:11:17,2026-02-01 20:40:52,149.58333333333334,False
SES0000712,AGT0000851,2026-04-27 12:55:16,FIELD,DEV00810,UTC,2026-04-27 19:12:33,712,2026-04-27 12:55:16,2026-04-27 19:12:33,377.28333333333336,False
SES0000713,AGT0000126,2026-07-26 21:46:23,SMS,DEV01301,Asia/Kolkata,2026-07-27 04:20:54,713,2026-07-26 21:46:23,2026-07-27 04:20:54,394.51666666666665,False
SES0000714,AGT0000354,2026-06-08 12:55:02,VOICE,DEV00938,UTC,2026-06-08 17:24:40,714,2026-06-08 12:55:02,2026-06-08 17:24:40,269.6333333333333,False
SES0000715,AGT0000929,2026-03-02 03:48:59,FIELD,DEV00946,Asia/Kolkata,2026-03-02 10:36:19,715,2026-03-02 03:48:59,2026-03-02 10:36:19,407.3333333333333,False
SES0000716,AGT0000366,2026-05-02 06:03:06,SMS,DEV01273,Asia/Kolkata,2026-05-02 14:56:07,716,2026-05-02 06:03:06,2026-05-02 14:56:07,533.0166666666667,False
SES0000717,AGT0000154,2026-01-09 18:20:48,FIELD,DEV01210,Asia/Kolkata,2026-01-09 21:47:15,717,2026-01-09 18:20:48,2026-01-09 21:47:15,206.45,False
SES0000718,AGT0000145,2026-06-26 08:47:28,SMS,DEV00536,UTC,2026-06-26 13:39:24,718,2026-06-26 08:47:28,2026-06-26 13:39:24,291.93333333333334,False
SES0000719,AGT0000696,2026-02-19 04:46:13,SMS,DEV01052,Asia/Kolkata,2026-02-19 11:15:01,719,2026-02-19 04:46:13,2026-02-19 11:15:01,388.8,False
SES0000720,AGT0000795,2026-04-17 04:19:33,FIELD,DEV00827,UTC,2026-04-17 13:57:12,720,2026-04-17 04:19:33,2026-04-17 13:57:12,577.65,False
SES0000721,AGT0000657,2026-01-31 14:55:07,SMS,DEV00911,Asia/Kolkata,2026-01-31 19:24:32,721,2026-01-31 14:55:07,2026-01-31 19:24:32,269.4166666666667,False
SES0000722,AGT0000510,2026-01-12 05:26:46,SMS,DEV01489,UTC,2026-01-12 14:34:16,722,2026-01-12 05:26:46,2026-01-12 14:34:16,547.5,False
SES0000723,AGT0000423,2026-02-03 15:25:45,FIELD,DEV01201,UTC,2026-02-03 17:55:14,723,2026-02-03 15:25:45,2026-02-03 17:55:14,149.48333333333332,False
SES0000724,AGT0000372,2026-06-17 23:07:35,FIELD,DEV00232,Asia/Kolkata,2026-06-18 00:13:34,724,2026-06-17 23:07:35,2026-06-18 00:13:34,65.98333333333333,False
SES0000725,AGT0000370,2026-03-30 14:59:38,WHATSAPP,DEV00759,Asia/Kolkata,2026-03-30 18:23:19,725,2026-03-30 14:59:38,2026-03-30 18:23:19,203.68333333333334,False
SES0000726,AGT0000081,2026-07-13 13:39:40,VOICE,DEV00111,UTC,2026-07-13 14:54:19,726,2026-07-13 13:39:40,2026-07-13 14:54:19,74.65,False
SES0000727,AGT0000274,2026-01-19 10:35:21,WHATSAPP,DEV00502,Asia/Kolkata,2026-01-19 17:18:50,727,2026-01-19 10:35:21,2026-01-19 17:18:50,403.48333333333335,False
SES0000728,AGT0000729,2026-05-25 15:56:03,FIELD,DEV00449,UTC,2026-05-25 23:48:58,728,2026-05-25 15:56:03,2026-05-25 23:48:58,472.9166666666667,False
SES0000729,AGT0000390,2026-02-15 08:34:43,SMS,DEV00308,UTC,2026-02-15 16:33:35,729,2026-02-15 08:34:43,2026-02-15 16:33:35,478.8666666666667,False
SES0000730,AGT0000190,2026-02-04 16:14:34,SMS,DEV00648,UTC,2026-02-04 22:28:47,730,2026-02-04 16:14:34,2026-02-04 22:28:47,374.21666666666664,False
SES0000731,AGT0000383,2026-03-16 17:27:11,SMS,DEV01130,UTC,2026-03-16 22:56:21,731,2026-03-16 17:27:11,2026-03-16 22:56:21,329.1666666666667,False
SES0000732,AGT0000183,2026-02-06 07:52:58,SMS,DEV01242,Asia/Kolkata,2026-02-06 16:43:06,732,2026-02-06 07:52:58,2026-02-06 16:43:06,530.1333333333333,False
