target_id,account_id,campaign_id,target_date,priority,recommended_channel,status,_source_row_number,target_date_standardized,target_month,timestamp_parse_failed,unknown_campaign_flag
TGT0011401,ACC0008500,CMP0000048,2026-03-30,3,VOICE,CONTACTED,11401,2026-03-30,2026-03,False,False
TGT0011402,ACC0020014,CMP0000104,2026-06-04,8,SMS,CONTACTED,11402,2026-06-04,2026-06,False,False
TGT0011403,ACC0025905,CMP0000048,2026-03-12,2,FIELD,CONTACTED,11403,2026-03-12,2026-03,False,False
TGT0011404,ACC0023037,CMP0000055,2026-07-15,3,FIELD,QUEUED,11404,2026-07-15,2026-07,False,False
TGT0011405,ACC0021097,CMP0000080,2026-03-08,4,SMS,SKIPPED,11405,2026-03-08,2026-03,False,False
TGT0011406,ACC0022252,CMP0000051,2026-03-19,7,VOICE,QUEUED,11406,2026-03-19,2026-03,False,False
TGT0011407,ACC0020405,CMP0000070,2026-05-24,9,FIELD,CONTACTED,11407,2026-05-24,2026-05,False,False
TGT0011408,ACC0003096,CMP0000096,2026-01-08,10,SMS,EXPIRED,11408,2026-01-08,2026-01,False,False
TGT0011409,ACC0007778,CMP0000106,2026-03-27,2,FIELD,EXPIRED,11409,2026-03-27,2026-03,False,False
TGT0011410,ACC0017786,CMP0000066,2026-06-15,7,FIELD,SKIPPED,11410,2026-06-15,2026-06,False,False
TGT0011411,ACC0006275,CMP0000006,2026-06-23,10,SMS,EXPIRED,11411,2026-06-23,2026-06,False,False
TGT0011412,ACC0011166,CMP0000003,2026-02-13,1,WHATSAPP,QUEUED,11412,2026-02-13,2026-02,False,False
TGT0011413,ACC0013633,CMP0000097,2026-01-27,7,WHATSAPP,CONTACTED,11413,2026-01-27,2026-01,False,False
TGT0011414,ACC0006440,CMP0000010,2026-07-27,2,FIELD,QUEUED,11414,2026-07-27,2026-07,False,False
TGT0011415,ACC0012760,CMP0000091,2026-02-26,10,FIELD,EXPIRED,11415,2026-02-26,2026-02,False,False
TGT0011416,ACC0006347,CMP0000077,2026-07-29,7,VOICE,QUEUED,11416,2026-07-29,2026-07,False,False
TGT0011417,ACC0022690,CMP0000108,2026-08-07,2,VOICE,CONTACTED,11417,2026-08-07,2026-08,False,False
TGT0011418,ACC0001131,CMP0000019,2026-05-11,7,VOICE,CONTACTED,11418,2026-05-11,2026-05,False,False
TGT0011419,ACC0017990,CMP0000057,2026-08-03,8,WHATSAPP,QUEUED,11419,2026-08-03,2026-08,False,False
TGT0011420,ACC0012780,CMP0000008,2026-02-28,10,SMS,QUEUED,11420,2026-02-28,2026-02,False,False
TGT0011421,ACC0014455,CMP0000096,2026-07-23,10,VOICE,SKIPPED,11421,2026-07-23,2026-07,False,False
TGT0011422,ACC0016072,CMP0000062,2026-04-04,7,WHATSAPP,QUEUED,11422,2026-04-04,2026-04,False,False
TGT0011423,ACC0014369,CMP0000108,2026-06-19,2,VOICE,SKIPPED,11423,2026-06-19,2026-06,False,False
TGT0011424,ACC0013418,CMP0000067,2026-05-07,6,SMS,QUEUED,11424,2026-05-07,2026-05,False,False
TGT0011425,ACC0023422,CMP0000099,2026-01-09,2,WHATSAPP,EXPIRED,11425,2026-01-09,2026-01,False,False
TGT0011426,ACC0010969,CMP0000077,2026-05-29,7,WHATSAPP,SKIPPED,11426,2026-05-29,2026-05,False,False
TGT0011427,ACC0025181,CMP0000094,2026-05-10,5,WHATSAPP,EXPIRED,11427,2026-05-10,2026-05,False,False
TGT0011428,ACC0001304,CMP0000077,2026-02-17,10,WHATSAPP,QUEUED,11428,2026-02-17,2026-02,False,False
TGT0011429,ACC0028248,CMP0000064,2026-02-17,3,SMS,QUEUED,11429,2026-02-17,2026-02,False,False
TGT0011430,ACC0008907,CMP0000005,2026-01-20,8,SMS,CONTACTED,11430,2026-01-20,2026-01,False,False
TGT0011431,ACC0014347,CMP0000114,2026-02-27,1,SMS,SKIPPED,11431,2026-02-27,2026-02,False,False
TGT0011432,ACC0015163,CMP0000065,2026-04-04,7,VOICE,QUEUED,11432,2026-04-04,2026-04,False,False
TGT0011433,ACC0021465,CMP0000041,2026-03-17,5,FIELD,SKIPPED,11433,2026-03-17,2026-03,False,False
TGT0011434,ACC0011281,CMP0000089,2026-03-05,1,FIELD,CONTACTED,11434,2026-03-05,2026-03,False,False
TGT0011435,ACC0006406,CMP0000058,2026-04-25,9,FIELD,SKIPPED,11435,2026-04-25,2026-04,False,False
TGT0011436,ACC0012395,CMP0000032,2026-03-14,9,FIELD,CONTACTED,11436,2026-03-14,2026-03,False,False
TGT0011437,ACC0026369,CMP0000025,2026-06-27,7,SMS,CONTACTED,11437,2026-06-27,2026-06,False,False
TGT0011438,ACC0029484,CMP0000071,2026-07-13,8,VOICE,EXPIRED,11438,2026-07-13,2026-07,False,False
TGT0011439,ACC0026907,CMP0000023,2026-06-23,7,FIELD,EXPIRED,11439,2026-06-23,2026-06,False,False
TGT0011440,ACC0015241,CMP0000006,2026-02-09,2,FIELD,SKIPPED,11440,2026-02-09,2026-02,False,False
TGT0011441,ACC0006981,CMP0000073,2026-03-06,4,FIELD,QUEUED,11441,2026-03-06,2026-03,False,False
TGT0011442,ACC0016601,CMP0000096,2026-07-28,4,VOICE,QUEUED,11442,2026-07-28,2026-07,False,False
TGT0011443,ACC0013016,CMP0000048,2026-05-02,7,SMS,SKIPPED,11443,2026-05-02,2026-05,False,False
TGT0011444,ACC0007886,CMP0000024,2026-03-01,3,SMS,CONTACTED,11444,2026-03-01,2026-03,False,False
TGT0011445,ACC0020548,CMP0000046,2026-02-09,1,SMS,EXPIRED,11445,2026-02-09,2026-02,False,False
TGT0011446,ACC0002166,CMP0000093,2026-06-30,8,SMS,QUEUED,11446,2026-06-30,2026-06,False,False
TGT0011447,ACC0013078,CMP0000042,2026-05-03,3,WHATSAPP,SKIPPED,11447,2026-05-03,2026-05,False,False
TGT0011448,ACC0018313,CMP0000043,2026-05-29,8,VOICE,SKIPPED,11448,2026-05-29,2026-05,False,False
TGT0011449,ACC0019403,CMP0000100,2026-02-11,2,SMS,QUEUED,11449,2026-02-11,2026-02,False,False
TGT0011450,ACC0009130,CMP0000042,2026-07-20,9,SMS,QUEUED,11450,2026-07-20,2026-07,False,False
TGT0011451,ACC0014538,CMP0000027,2026-03-28,1,FIELD,CONTACTED,11451,2026-03-28,2026-03,False,False
TGT0011452,ACC0003468,CMP0000115,2026-07-29,5,VOICE,QUEUED,11452,2026-07-29,2026-07,False,False
TGT0011453,ACC0023207,CMP0000074,2026-05-04,6,WHATSAPP,QUEUED,11453,2026-05-04,2026-05,False,False
TGT0011454,ACC0011442,CMP0000104,2026-05-17,2,FIELD,QUEUED,11454,2026-05-17,2026-05,False,False
TGT0011455,ACC0011004,CMP0000029,2026-01-21,8,VOICE,QUEUED,11455,2026-01-21,2026-01,False,False
TGT0011456,ACC0026889,CMP0000105,2026-07-04,9,WHATSAPP,QUEUED,11456,2026-07-04,2026-07,False,False
TGT0011457,ACC0002958,CMP0000071,2026-07-17,2,SMS,CONTACTED,11457,2026-07-17,2026-07,False,False
TGT0011458,ACC0019994,CMP0000005,2026-04-01,9,WHATSAPP,CONTACTED,11458,2026-04-01,2026-04,False,False
TGT0011459,ACC0010341,CMP0000016,2026-04-19,7,VOICE,QUEUED,11459,2026-04-19,2026-04,False,False
TGT0011460,ACC0005374,CMP0000082,2026-04-11,10,FIELD,SKIPPED,11460,2026-04-11,2026-04,False,False
TGT0011461,ACC0018189,CMP0000004,2026-02-09,7,SMS,EXPIRED,11461,2026-02-09,2026-02,False,False
TGT0011462,ACC0027231,CMP0000028,2026-01-03,6,SMS,SKIPPED,11462,2026-01-03,2026-01,False,False
TGT0011463,ACC0000419,CMP0000112,2026-06-18,6,VOICE,EXPIRED,11463,2026-06-18,2026-06,False,False
TGT0011464,ACC0006201,CMP0000018,2026-04-20,9,FIELD,EXPIRED,11464,2026-04-20,2026-04,False,False
TGT0011465,ACC0028204,CMP0000092,2026-04-22,2,WHATSAPP,CONTACTED,11465,2026-04-22,2026-04,False,False
TGT0011466,ACC0021297,CMP0000086,2026-07-16,8,VOICE,CONTACTED,11466,2026-07-16,2026-07,False,False
TGT0011467,ACC0017642,CMP0000038,2026-06-02,7,WHATSAPP,QUEUED,11467,2026-06-02,2026-06,False,False
TGT0011468,ACC0025705,CMP0000065,2026-02-14,7,VOICE,QUEUED,11468,2026-02-14,2026-02,False,False
TGT0011469,ACC0005858,CMP0000084,2026-05-06,10,SMS,CONTACTED,11469,2026-05-06,2026-05,False,False
TGT0011470,ACC0021068,CMP0000082,2026-04-23,9,FIELD,CONTACTED,11470,2026-04-23,2026-04,False,False
TGT0011471,ACC0017072,CMP0000015,2026-06-03,9,VOICE,CONTACTED,11471,2026-06-03,2026-06,False,False
TGT0011472,ACC0008332,CMP0000045,2026-04-29,5,FIELD,SKIPPED,11472,2026-04-29,2026-04,False,False
TGT0011473,ACC0022628,CMP0000107,2026-07-23,9,VOICE,QUEUED,11473,2026-07-23,2026-07,False,False
TGT0011474,ACC0001625,CMP0000099,2026-05-13,3,FIELD,SKIPPED,11474,2026-05-13,2026-05,False,False
TGT0011475,ACC0011815,CMP0000065,2026-06-06,2,VOICE,CONTACTED,11475,2026-06-06,2026-06,False,False
TGT0011476,ACC0010663,CMP0000030,2026-02-26,2,VOICE,CONTACTED,11476,2026-02-26,2026-02,False,False
TGT0011477,ACC0001060,CMP0000098,2026-05-14,3,WHATSAPP,CONTACTED,11477,2026-05-14,2026-05,False,False
TGT0011478,ACC0028816,CMP0000001,2026-07-23,5,WHATSAPP,CONTACTED,11478,2026-07-23,2026-07,False,False
TGT0011479,ACC0009183,CMP0000083,2026-05-18,10,WHATSAPP,SKIPPED,11479,2026-05-18,2026-05,False,False
TGT0011480,ACC0021393,CMP0000047,2026-04-25,4,SMS,QUEUED,11480,2026-04-25,2026-04,False,False
TGT0011481,ACC0029224,CMP0000102,2026-03-19,5,VOICE,CONTACTED,11481,2026-03-19,2026-03,False,False
TGT0011482,ACC0017801,CMP0000042,2026-06-09,2,VOICE,SKIPPED,11482,2026-06-09,2026-06,False,False
TGT0011483,ACC0003151,CMP0000006,2026-01-28,4,SMS,QUEUED,11483,2026-01-28,2026-01,False,False
TGT0011484,ACC0023367,CMP0000003,2026-06-19,4,SMS,QUEUED,11484,2026-06-19,2026-06,False,False
TGT0011485,ACC0011761,CMP0000085,2026-03-05,8,FIELD,CONTACTED,11485,2026-03-05,2026-03,False,False
TGT0011486,ACC0006761,CMP0000075,2026-04-02,3,SMS,EXPIRED,11486,2026-04-02,2026-04,False,False
TGT0011487,ACC0021512,CMP0000034,2026-02-02,1,WHATSAPP,EXPIRED,11487,2026-02-02,2026-02,False,False
TGT0011488,ACC0028448,CMP0000055,2026-04-21,9,FIELD,QUEUED,11488,2026-04-21,2026-04,False,False
TGT0011489,ACC0014056,CMP0000076,2026-06-08,1,SMS,CONTACTED,11489,2026-06-08,2026-06,False,False
TGT0011490,ACC0019189,CMP0000006,2026-01-02,4,VOICE,CONTACTED,11490,2026-01-02,2026-01,False,False
TGT0011491,ACC0004940,CMP0000089,2026-01-21,9,WHATSAPP,QUEUED,11491,2026-01-21,2026-01,False,False
TGT0011492,ACC0027286,CMP0000026,2026-08-06,8,FIELD,SKIPPED,11492,2026-08-06,2026-08,False,False
TGT0011493,ACC0001340,CMP0000079,2026-05-02,5,VOICE,QUEUED,11493,2026-05-02,2026-05,False,False
TGT0011494,ACC0002161,CMP0000107,2026-03-23,5,WHATSAPP,QUEUED,11494,2026-03-23,2026-03,False,False
TGT0011495,ACC0026729,CMP0000065,2026-07-19,5,SMS,CONTACTED,11495,2026-07-19,2026-07,False,False
TGT0011496,ACC0025395,CMP0000026,2026-06-24,3,VOICE,SKIPPED,11496,2026-06-24,2026-06,False,False
TGT0011497,ACC0024944,CMP0000033,2026-02-11,4,FIELD,CONTACTED,11497,2026-02-11,2026-02,False,False
TGT0011498,ACC0028097,CMP0000065,2026-04-25,8,WHATSAPP,EXPIRED,11498,2026-04-25,2026-04,False,False
TGT0011499,ACC0001510,CMP0000004,2026-07-25,7,WHATSAPP,CONTACTED,11499,2026-07-25,2026-07,False,False
TGT0011500,ACC0017302,CMP0000112,2026-05-10,6,WHATSAPP,EXPIRED,11500,2026-05-10,2026-05,False,False
TGT0011501,ACC0008299,CMP0000097,2026-07-30,10,VOICE,SKIPPED,11501,2026-07-30,2026-07,False,False
TGT0011502,ACC0006448,CMP0000076,2026-04-27,1,FIELD,SKIPPED,11502,2026-04-27,2026-04,False,False
TGT0011503,ACC0011778,CMP0000065,2026-02-10,6,WHATSAPP,SKIPPED,11503,2026-02-10,2026-02,False,False
TGT0011504,ACC0021712,CMP0000043,2026-06-01,6,FIELD,EXPIRED,11504,2026-06-01,2026-06,False,False
TGT0011505,ACC0025428,CMP0000095,2026-05-31,3,VOICE,EXPIRED,11505,2026-05-31,2026-05,False,False
TGT0011506,ACC0021418,CMP0000119,2026-07-30,10,FIELD,SKIPPED,11506,2026-07-30,2026-07,False,False
TGT0011507,ACC0020296,CMP0000097,2026-02-19,5,FIELD,QUEUED,11507,2026-02-19,2026-02,False,False
TGT0011508,ACC0028834,CMP0000008,2026-04-12,9,FIELD,CONTACTED,11508,2026-04-12,2026-04,False,False
TGT0011509,ACC0018620,CMP0000008,2026-05-04,10,SMS,SKIPPED,11509,2026-05-04,2026-05,False,False
TGT0011510,ACC0018518,CMP0000011,2026-04-30,5,SMS,QUEUED,11510,2026-04-30,2026-04,False,False
TGT0011511,ACC0004545,CMP0000015,2026-03-13,6,SMS,CONTACTED,11511,2026-03-13,2026-03,False,False
TGT0011512,ACC0024385,CMP0000058,2026-02-09,1,FIELD,EXPIRED,11512,2026-02-09,2026-02,False,False
TGT0011513,ACC0023419,CMP0000046,2026-05-23,5,WHATSAPP,CONTACTED,11513,2026-05-23,2026-05,False,False
TGT0011514,ACC0012898,CMP0000087,2026-06-25,9,FIELD,EXPIRED,11514,2026-06-25,2026-06,False,False
TGT0011515,ACC0024567,CMP0000103,2026-05-29,10,SMS,CONTACTED,11515,2026-05-29,2026-05,False,False
TGT0011516,ACC0005464,CMP0000107,2026-03-15,4,SMS,QUEUED,11516,2026-03-15,2026-03,False,False
TGT0011517,ACC0020671,CMP0000019,2026-05-29,5,SMS,SKIPPED,11517,2026-05-29,2026-05,False,False
TGT0011518,ACC0001126,CMP0000006,2026-08-07,7,WHATSAPP,CONTACTED,11518,2026-08-07,2026-08,False,False
TGT0011519,ACC0005144,CMP0000066,2026-01-02,2,WHATSAPP,CONTACTED,11519,2026-01-02,2026-01,False,False
TGT0011520,ACC0027870,CMP0000030,2026-04-02,4,FIELD,SKIPPED,11520,2026-04-02,2026-04,False,False
TGT0011521,ACC0019357,CMP0000051,2026-03-13,8,SMS,SKIPPED,11521,2026-03-13,2026-03,False,False
TGT0011522,ACC0023622,CMP0000068,2026-04-07,8,SMS,EXPIRED,11522,2026-04-07,2026-04,False,False
TGT0011523,ACC0017396,CMP0000094,2026-06-24,10,SMS,CONTACTED,11523,2026-06-24,2026-06,False,False
TGT0011524,ACC0013909,CMP0000070,2026-06-16,8,SMS,EXPIRED,11524,2026-06-16,2026-06,False,False
TGT0011525,ACC0026403,CMP0000029,2026-07-29,7,VOICE,CONTACTED,11525,2026-07-29,2026-07,False,False
TGT0011526,ACC0011506,CMP0000061,2026-06-25,3,SMS,QUEUED,11526,2026-06-25,2026-06,False,False
TGT0011527,ACC0005861,CMP0000071,2026-05-01,1,WHATSAPP,CONTACTED,11527,2026-05-01,2026-05,False,False
TGT0011528,ACC0024951,CMP0000031,2026-03-25,6,WHATSAPP,QUEUED,11528,2026-03-25,2026-03,False,False
TGT0011529,ACC0028022,CMP0000004,2026-02-09,5,VOICE,EXPIRED,11529,2026-02-09,2026-02,False,False
TGT0011530,ACC0009617,CMP0000001,2026-01-30,3,FIELD,CONTACTED,11530,2026-01-30,2026-01,False,False
TGT0011531,ACC0012394,CMP0000034,2026-02-19,4,SMS,EXPIRED,11531,2026-02-19,2026-02,False,False
TGT0011532,ACC0008311,CMP0000020,2026-03-24,9,WHATSAPP,CONTACTED,11532,2026-03-24,2026-03,False,False
TGT0011533,ACC0013547,CMP0000030,2026-01-15,8,FIELD,EXPIRED,11533,2026-01-15,2026-01,False,False
TGT0011534,ACC0016805,CMP0000025,2026-03-18,6,SMS,EXPIRED,11534,2026-03-18,2026-03,False,False
TGT0011535,ACC0025903,CMP0000109,2026-02-10,7,VOICE,QUEUED,11535,2026-02-10,2026-02,False,False
TGT0011536,ACC0017007,CMP0000092,2026-03-25,4,SMS,CONTACTED,11536,2026-03-25,2026-03,False,False
TGT0011537,ACC0024275,CMP0000100,2026-02-22,8,SMS,QUEUED,11537,2026-02-22,2026-02,False,False
TGT0011538,ACC0008292,CMP0000039,2026-07-14,8,WHATSAPP,SKIPPED,11538,2026-07-14,2026-07,False,False
TGT0011539,ACC0024598,CMP0000064,2026-06-21,1,WHATSAPP,QUEUED,11539,2026-06-21,2026-06,False,False
TGT0011540,ACC0013080,CMP0000115,2026-02-24,10,FIELD,QUEUED,11540,2026-02-24,2026-02,False,False
TGT0011541,ACC0015304,CMP0000045,2026-06-11,1,VOICE,SKIPPED,11541,2026-06-11,2026-06,False,False
TGT0011542,ACC0019763,CMP0000057,2026-01-05,1,FIELD,EXPIRED,11542,2026-01-05,2026-01,False,False
TGT0011543,ACC0014058,CMP0000027,2026-03-09,10,SMS,SKIPPED,11543,2026-03-09,2026-03,False,False
TGT0011544,ACC0009979,CMP0000115,2026-06-09,8,WHATSAPP,EXPIRED,11544,2026-06-09,2026-06,False,False
TGT0011545,ACC0017334,CMP0000068,2026-08-05,4,SMS,EXPIRED,11545,2026-08-05,2026-08,False,False
TGT0011546,ACC0028603,CMP0000006,2026-03-26,7,VOICE,QUEUED,11546,2026-03-26,2026-03,False,False
TGT0011547,ACC0026452,CMP0000113,2026-02-18,2,SMS,SKIPPED,11547,2026-02-18,2026-02,False,False
TGT0011548,ACC0025018,CMP0000088,2026-05-09,2,FIELD,QUEUED,11548,2026-05-09,2026-05,False,False
TGT0011549,ACC0002354,CMP0000062,2026-05-20,9,VOICE,CONTACTED,11549,2026-05-20,2026-05,False,False
TGT0011550,ACC0029854,CMP0000099,2026-02-24,7,FIELD,EXPIRED,11550,2026-02-24,2026-02,False,False
TGT0011551,ACC0008827,CMP0000021,2026-06-29,8,FIELD,EXPIRED,11551,2026-06-29,2026-06,False,False
TGT0011552,ACC0013658,CMP0000061,2026-01-23,3,FIELD,CONTACTED,11552,2026-01-23,2026-01,False,False
TGT0011553,ACC0009328,CMP0000051,2026-04-20,3,SMS,SKIPPED,11553,2026-04-20,2026-04,False,False
TGT0011554,ACC0013235,CMP0000006,2026-02-21,9,WHATSAPP,QUEUED,11554,2026-02-21,2026-02,False,False
TGT0011555,ACC0008767,CMP0000012,2026-03-26,1,SMS,SKIPPED,11555,2026-03-26,2026-03,False,False
TGT0011556,ACC0005426,CMP0000037,2026-06-06,4,VOICE,CONTACTED,11556,2026-06-06,2026-06,False,False
TGT0011557,ACC0026610,CMP0000095,2026-03-31,3,FIELD,EXPIRED,11557,2026-03-31,2026-03,False,False
TGT0011558,ACC0016433,CMP0000028,2026-03-24,7,VOICE,EXPIRED,11558,2026-03-24,2026-03,False,False
TGT0011559,ACC0027633,CMP0000063,2026-01-21,8,SMS,CONTACTED,11559,2026-01-21,2026-01,False,False
TGT0011560,ACC0006343,CMP0000066,2026-06-09,4,SMS,CONTACTED,11560,2026-06-09,2026-06,False,False
TGT0011561,ACC0027606,CMP0000101,2026-07-13,7,WHATSAPP,EXPIRED,11561,2026-07-13,2026-07,False,False
TGT0011562,ACC0009271,CMP0000071,2026-04-19,3,SMS,CONTACTED,11562,2026-04-19,2026-04,False,False
TGT0011563,ACC0007191,CMP0000021,2026-06-10,2,SMS,CONTACTED,11563,2026-06-10,2026-06,False,False
TGT0011564,ACC0013234,CMP0000033,2026-03-05,5,SMS,SKIPPED,11564,2026-03-05,2026-03,False,False
TGT0011565,ACC0025641,CMP0000081,2026-04-10,9,VOICE,QUEUED,11565,2026-04-10,2026-04,False,False
TGT0011566,ACC0021241,CMP0000026,2026-02-06,9,VOICE,SKIPPED,11566,2026-02-06,2026-02,False,False
TGT0011567,ACC0028172,CMP0000067,2026-05-03,5,FIELD,EXPIRED,11567,2026-05-03,2026-05,False,False
TGT0011568,ACC0007632,CMP0000090,2026-02-01,9,FIELD,QUEUED,11568,2026-02-01,2026-02,False,False
TGT0011569,ACC0005884,CMP0000095,2026-02-26,10,VOICE,CONTACTED,11569,2026-02-26,2026-02,False,False
TGT0011570,ACC0019617,CMP0000111,2026-07-10,7,FIELD,QUEUED,11570,2026-07-10,2026-07,False,False
TGT0011571,ACC0021238,CMP0000043,2026-05-19,5,VOICE,SKIPPED,11571,2026-05-19,2026-05,False,False
TGT0011572,ACC0024242,CMP0000101,2026-03-30,2,WHATSAPP,EXPIRED,11572,2026-03-30,2026-03,False,False
TGT0011573,ACC0013936,CMP0000023,2026-05-01,8,VOICE,CONTACTED,11573,2026-05-01,2026-05,False,False
TGT0011574,ACC0023124,CMP0000114,2026-06-27,1,SMS,CONTACTED,11574,2026-06-27,2026-06,False,False
TGT0011575,ACC0013137,CMP0000044,2026-07-26,4,WHATSAPP,CONTACTED,11575,2026-07-26,2026-07,False,False
TGT0011576,ACC0020273,CMP0000080,2026-03-02,3,FIELD,QUEUED,11576,2026-03-02,2026-03,False,False
TGT0011577,ACC0015725,CMP0000032,2026-06-24,10,VOICE,CONTACTED,11577,2026-06-24,2026-06,False,False
TGT0011578,ACC0014349,CMP0000107,2026-06-27,1,SMS,QUEUED,11578,2026-06-27,2026-06,False,False
TGT0011579,ACC0000642,CMP0000032,2026-06-29,4,FIELD,EXPIRED,11579,2026-06-29,2026-06,False,False
TGT0011580,ACC0002734,CMP0000088,2026-07-13,2,WHATSAPP,EXPIRED,11580,2026-07-13,2026-07,False,False
TGT0011581,ACC0026495,CMP0000076,2026-03-28,7,FIELD,SKIPPED,11581,2026-03-28,2026-03,False,False
TGT0011582,ACC0022270,CMP0000100,2026-06-14,10,FIELD,QUEUED,11582,2026-06-14,2026-06,False,False
TGT0011583,ACC0014842,CMP0000053,2026-02-22,9,VOICE,QUEUED,11583,2026-02-22,2026-02,False,False
TGT0011584,ACC0021226,CMP0000011,2026-02-03,9,FIELD,SKIPPED,11584,2026-02-03,2026-02,False,False
TGT0011585,ACC0022721,CMP0000039,2026-06-01,4,WHATSAPP,QUEUED,11585,2026-06-01,2026-06,False,False
TGT0011586,ACC0015519,CMP0000021,2026-03-27,1,FIELD,QUEUED,11586,2026-03-27,2026-03,False,False
TGT0011587,ACC0010855,CMP0000074,2026-03-11,8,WHATSAPP,QUEUED,11587,2026-03-11,2026-03,False,False
TGT0011588,ACC0025518,CMP0000026,2026-02-04,4,SMS,CONTACTED,11588,2026-02-04,2026-02,False,False
TGT0011589,ACC0006983,CMP0000028,2026-05-25,9,WHATSAPP,SKIPPED,11589,2026-05-25,2026-05,False,False
TGT0011590,ACC0013431,CMP0000112,2026-05-11,4,SMS,QUEUED,11590,2026-05-11,2026-05,False,False
TGT0011591,ACC0016420,CMP0000016,2026-07-18,8,WHATSAPP,CONTACTED,11591,2026-07-18,2026-07,False,False
TGT0011592,ACC0005506,CMP0000039,2026-03-17,5,SMS,QUEUED,11592,2026-03-17,2026-03,False,False
TGT0011593,ACC0003296,CMP0000110,2026-02-11,10,WHATSAPP,CONTACTED,11593,2026-02-11,2026-02,False,False
TGT0011594,ACC0026193,CMP0000093,2026-05-29,7,FIELD,CONTACTED,11594,2026-05-29,2026-05,False,False
TGT0011595,ACC0027192,CMP0000045,2026-01-18,4,FIELD,CONTACTED,11595,2026-01-18,2026-01,False,False
TGT0011596,ACC0001390,CMP0000119,2026-03-16,7,WHATSAPP,QUEUED,11596,2026-03-16,2026-03,False,False
TGT0011597,ACC0020901,CMP0000101,2026-03-04,7,SMS,QUEUED,11597,2026-03-04,2026-03,False,False
TGT0011598,ACC0011582,CMP0000046,2026-02-25,6,SMS,SKIPPED,11598,2026-02-25,2026-02,False,False
TGT0011599,ACC0022721,CMP0000060,2026-04-19,1,VOICE,EXPIRED,11599,2026-04-19,2026-04,False,False
TGT0011600,ACC0002519,CMP0000032,2026-08-07,3,WHATSAPP,QUEUED,11600,2026-08-07,2026-08,False,False
TGT0011601,ACC0012760,CMP0000001,2026-03-30,6,VOICE,QUEUED,11601,2026-03-30,2026-03,False,False
TGT0011602,ACC0019094,CMP0000031,2026-07-22,6,SMS,SKIPPED,11602,2026-07-22,2026-07,False,False
TGT0011603,ACC0021647,CMP0000110,2026-06-21,3,WHATSAPP,EXPIRED,11603,2026-06-21,2026-06,False,False
TGT0011604,ACC0000864,CMP0000079,2026-05-11,5,WHATSAPP,QUEUED,11604,2026-05-11,2026-05,False,False
TGT0011605,ACC0000027,CMP0000101,2026-04-14,4,VOICE,EXPIRED,11605,2026-04-14,2026-04,False,False
TGT0011606,ACC0016586,CMP0000036,2026-07-04,7,FIELD,EXPIRED,11606,2026-07-04,2026-07,False,False
TGT0011607,ACC0018523,CMP0000037,2026-05-29,5,FIELD,QUEUED,11607,2026-05-29,2026-05,False,False
TGT0011608,ACC0004339,CMP0000076,2026-08-07,1,SMS,EXPIRED,11608,2026-08-07,2026-08,False,False
TGT0011609,ACC0008616,CMP0000107,2026-07-05,8,WHATSAPP,EXPIRED,11609,2026-07-05,2026-07,False,False
TGT0011610,ACC0002665,CMP0000113,2026-03-07,8,WHATSAPP,EXPIRED,11610,2026-03-07,2026-03,False,False
TGT0011611,ACC0010400,CMP0000057,2026-05-31,3,SMS,EXPIRED,11611,2026-05-31,2026-05,False,False
TGT0011612,ACC0009643,CMP0000093,2026-02-19,6,WHATSAPP,EXPIRED,11612,2026-02-19,2026-02,False,False
TGT0011613,ACC0008838,CMP0000023,2026-07-06,1,FIELD,SKIPPED,11613,2026-07-06,2026-07,False,False
TGT0011614,ACC0002730,CMP0000001,2026-03-18,4,SMS,QUEUED,11614,2026-03-18,2026-03,False,False
TGT0011615,ACC0021748,CMP0000109,2026-05-26,10,WHATSAPP,CONTACTED,11615,2026-05-26,2026-05,False,False
TGT0011616,ACC0014797,CMP0000108,2026-05-01,5,VOICE,CONTACTED,11616,2026-05-01,2026-05,False,False
TGT0011617,ACC0009002,CMP0000001,2026-04-05,2,WHATSAPP,QUEUED,11617,2026-04-05,2026-04,False,False
TGT0011618,ACC0018423,CMP0000059,2026-05-21,4,WHATSAPP,EXPIRED,11618,2026-05-21,2026-05,False,False
TGT0011619,ACC0000982,CMP0000056,2026-05-10,7,WHATSAPP,QUEUED,11619,2026-05-10,2026-05,False,False
TGT0011620,ACC0029657,CMP0000090,2026-02-22,3,SMS,SKIPPED,11620,2026-02-22,2026-02,False,False
TGT0011621,ACC0023629,CMP0000055,2026-04-28,7,FIELD,EXPIRED,11621,2026-04-28,2026-04,False,False
TGT0011622,ACC0026048,CMP0000032,2026-05-28,8,FIELD,EXPIRED,11622,2026-05-28,2026-05,False,False
TGT0011623,ACC0026744,CMP0000089,2026-02-08,6,FIELD,SKIPPED,11623,2026-02-08,2026-02,False,False
TGT0011624,ACC0004456,CMP0000091,2026-04-11,4,VOICE,QUEUED,11624,2026-04-11,2026-04,False,False
TGT0011625,ACC0011552,CMP0000105,2026-03-27,7,FIELD,SKIPPED,11625,2026-03-27,2026-03,False,False
TGT0011626,ACC0001544,CMP0000016,2026-01-26,2,SMS,CONTACTED,11626,2026-01-26,2026-01,False,False
TGT0011627,ACC0008933,CMP0000119,2026-03-17,5,VOICE,QUEUED,11627,2026-03-17,2026-03,False,False
