account_id,borrower_id,loan_type,principal_amount,outstanding_amount,dpd,risk_segment,status,payment_count,total_payment_amount,recovered_account,total_calls,total_call_duration_sec,total_attempts,disposition_events,call_campaign_count,vendor_count,agent_count,targeting_events,targeting_campaigns,call_exposed,attempt_exposed,targeted_account
ACC0001755,BRW0003500,BNPL,89024.63,587393.36,180,MEDIUM,CLOSED,1,95664.35,1,1,506,3,2,1,1,1,0,0,1,1,0
ACC0001756,BRW0004935,AUTO,321414.59,35032.84,45,NPA,WRITEOFF,1,32129.14,1,6,2608,3,1,6,6,6,2,2,1,1,1
ACC0001757,BRW0005077,CREDIT_CARD,579238.61,451960.34,1,LOW,PAID,2,230460.75,1,2,488,8,1,2,2,2,1,1,1,1,1
ACC0001758,BRW0003389,AUTO,470846.37,13679.35,15,LOW,ACTIVE,3,298888.63,1,5,2647,0,2,4,5,5,0,0,1,0,0
ACC0001759,BRW0006545,PERSONAL,750462.6,688800.42,5,NPA,WRITEOFF,1,67472.5,1,1,77,3,1,1,1,1,1,1,1,1,1
ACC0001760,BRW0000985,CREDIT_CARD,204018.27,510918.84,0,HIGH,CLOSED,2,264665.2,1,3,1767,3,0,3,3,3,3,3,1,1,1
ACC0001761,BRW0011596,AUTO,798372.99,310265.96,45,MEDIUM,WRITEOFF,0,0.0,0,3,1374,4,0,3,3,3,2,2,1,1,1
ACC0001762,BRW0010974,BNPL,196452.75,184716.53,45,MEDIUM,CLOSED,1,37793.81,0,2,1514,1,1,2,2,2,2,2,1,1,1
ACC0001763,BRW0006971,CONSUMER,164240.16,29180.66,1,LOW,CLOSED,2,70998.35,1,2,762,5,0,2,2,2,3,3,1,1,1
ACC0001764,BRW0000146,BNPL,632488.35,535835.52,90,MEDIUM,CLOSED,3,163437.16,1,2,490,6,0,2,2,2,0,0,1,1,0
ACC0001765,,BNPL,399708.26,266543.39,75,MEDIUM,WRITEOFF,0,0.0,0,3,1608,4,2,3,3,3,1,1,1,1,1
ACC0001766,BRW0001546,CREDIT_CARD,332347.28,687736.3,90,LOW,WRITEOFF,1,145842.73,1,3,688,2,0,3,3,3,2,2,1,1,1
ACC0001767,BRW0009349,PERSONAL,209219.76,488323.48,1,HIGH,WRITEOFF,1,106481.85,1,2,634,2,2,2,2,2,2,2,1,1,1
ACC0001768,BRW0008940,AUTO,106190.3,437446.49,5,MEDIUM,CLOSED,1,40614.71,1,6,2775,7,3,6,5,6,4,4,1,1,1
ACC0001769,BRW0003632,AUTO,724271.41,247020.92,0,LOW,ACTIVE,1,69081.49,0,2,758,3,1,2,2,2,3,3,1,1,1
ACC0001770,BRW0008515,AUTO,13351.36,285263.74,90,HIGH,WRITEOFF,1,115148.46,1,1,834,1,0,1,1,1,1,1,1,1,1
ACC0001771,BRW0009937,AUTO,400813.76,54953.77,60,MEDIUM,ACTIVE,0,0.0,0,2,1100,1,0,2,2,2,2,2,1,1,1
ACC0001772,BRW0001698,CONSUMER,696649.79,336927.93,60,MEDIUM,WRITEOFF,1,30222.67,0,2,1222,4,0,2,2,2,3,3,1,1,1
ACC0001773,BRW0008954,PERSONAL,523431.75,122212.46,75,LOW,WRITEOFF,0,0.0,0,2,948,1,1,2,2,2,2,2,1,1,1
ACC0001774,BRW0007009,CONSUMER,501803.15,124851.63,1,MEDIUM,CLOSED,0,0.0,0,6,1621,4,3,6,6,6,1,1,1,1,1
ACC0001775,BRW0011220,AUTO,304445.07,393806.93,75,LOW,ACTIVE,0,0.0,0,4,2424,7,2,3,4,4,2,2,1,1,1
ACC0001776,BRW0005535,CONSUMER,508388.46,569267.78,30,LOW,ACTIVE,2,218225.74,1,3,1907,4,0,3,3,3,1,1,1,1,1
ACC0001777,BRW0006058,PERSONAL,120783.31,96925.23,120,HIGH,ACTIVE,2,115833.01000000001,1,3,2019,5,0,3,3,3,2,2,1,1,1
ACC0001778,BRW0009787,CREDIT_CARD,628208.64,294883.18,75,LOW,PAID,2,74457.67,1,4,852,4,0,4,3,4,1,1,1,1,1
ACC0001779,BRW0009104,CONSUMER,396198.12,580956.69,15,LOW,CLOSED,1,102577.06,1,1,148,4,0,1,1,1,1,1,1,1,1
ACC0001780,BRW0005466,CREDIT_CARD,104675.0,49097.26,0,MEDIUM,ACTIVE,0,0.0,0,2,335,5,1,2,1,2,0,0,1,1,0
ACC0001781,BRW0004112,PERSONAL,617325.42,236678.83,30,NPA,PAID,0,0.0,0,1,74,4,2,1,1,1,0,0,1,1,0
ACC0001782,BRW0001469,BNPL,202939.17,677681.58,5,LOW,CLOSED,1,50632.55,1,4,1710,6,3,4,4,4,2,2,1,1,1
ACC0001783,BRW0005058,BNPL,299996.43,306852.81,60,LOW,ACTIVE,1,47885.28,0,2,743,5,2,2,2,2,1,1,1,1,1
ACC0001784,BRW0008118,CREDIT_CARD,615496.95,196021.79,1,HIGH,WRITEOFF,1,29875.2,0,4,3029,4,2,4,4,4,7,7,1,1,1
ACC0001785,BRW0008017,CONSUMER,625696.26,361336.11,15,HIGH,PAID,0,0.0,0,5,2295,6,2,5,4,5,1,1,1,1,1
ACC0001786,BRW0007664,PERSONAL,351101.25,375840.22,1,NPA,ACTIVE,2,219057.24,1,2,722,3,1,2,2,2,3,3,1,1,1
ACC0001787,BRW0007732,BNPL,153126.76,593618.03,60,LOW,CLOSED,1,90628.01,0,2,531,7,1,2,2,2,0,0,1,1,0
ACC0001788,BRW0007241,AUTO,309234.89,532942.06,15,MEDIUM,ACTIVE,0,0.0,0,4,1787,9,0,4,4,4,0,0,1,1,0
ACC0001789,BRW0010444,PERSONAL,756747.07,315289.36,15,NPA,PAID,0,0.0,0,4,1899,3,3,4,4,4,1,1,1,1,1
ACC0001790,BRW0010587,BNPL,717915.41,114213.15,90,NPA,ACTIVE,0,0.0,0,4,2212,2,1,4,4,4,1,1,1,1,1
ACC0001791,BRW0001811,BNPL,760713.48,675433.38,180,MEDIUM,PAID,1,20209.41,0,3,1166,8,1,3,3,3,1,1,1,1,1
ACC0001792,BRW0011971,CREDIT_CARD,80789.02,123238.98,30,NPA,PAID,2,154119.56,1,4,1716,4,0,4,4,4,4,4,1,1,1
ACC0001793,BRW0005305,CONSUMER,718781.07,415222.15,0,LOW,WRITEOFF,0,0.0,0,0,0,8,0,0,0,0,3,3,0,1,1
ACC0001794,BRW0001393,AUTO,280843.95,244980.88,90,HIGH,PAID,0,0.0,0,5,2469,6,2,5,3,5,3,3,1,1,1
ACC0001795,BRW0011703,CONSUMER,82874.97,579383.34,0,MEDIUM,ACTIVE,0,0.0,0,1,699,5,1,1,1,1,4,4,1,1,1
ACC0001796,BRW0006213,BNPL,120290.92,173404.22,75,LOW,CLOSED,0,0.0,0,5,2379,4,3,4,4,5,0,0,1,1,0
ACC0001797,BRW0012000,CREDIT_CARD,604287.08,501549.03,45,HIGH,WRITEOFF,1,73730.47,0,5,1625,4,0,5,4,5,1,1,1,1,1
ACC0001798,BRW0007320,CREDIT_CARD,400566.13,603696.92,30,LOW,PAID,2,87752.12000000001,1,2,717,1,0,2,2,2,4,4,1,1,1
ACC0001799,BRW0002523,CONSUMER,232834.93,231176.7,75,HIGH,CLOSED,0,0.0,0,3,1575,4,1,3,3,3,3,3,1,1,1
ACC0001800,,CONSUMER,693970.88,244857.25,75,LOW,WRITEOFF,1,21537.85,1,4,1570,2,5,4,4,4,3,3,1,1,1
ACC0001801,BRW0001262,PERSONAL,264343.18,406155.17,75,HIGH,PAID,0,0.0,0,2,1083,4,1,2,2,2,1,1,1,1,1
ACC0001802,BRW0000619,CREDIT_CARD,323278.6,473069.95,0,NPA,CLOSED,0,0.0,0,3,1215,3,2,3,2,2,1,1,1,1,1
ACC0001803,BRW0009375,PERSONAL,674634.54,40641.37,45,HIGH,CLOSED,1,78140.7,1,2,632,3,2,1,2,2,1,1,1,1,1
ACC0001804,BRW0004367,AUTO,355947.44,145605.23,1,MEDIUM,ACTIVE,0,0.0,0,2,882,2,3,2,2,2,1,1,1,1,1
ACC0001805,BRW0001416,AUTO,346033.19,204078.27,120,HIGH,PAID,1,135828.2,1,3,416,5,0,3,3,3,4,4,1,1,1
ACC0001806,BRW0007624,BNPL,28614.13,95740.43,5,HIGH,PAID,1,51841.76,1,3,873,5,2,3,3,3,2,2,1,1,1
ACC0001807,BRW0003037,AUTO,642769.61,45385.0,0,NPA,WRITEOFF,0,0.0,0,4,2407,2,2,4,2,4,3,3,1,1,1
ACC0001808,BRW0005203,PERSONAL,774677.11,557740.49,30,NPA,ACTIVE,1,108795.38,1,3,1213,3,0,3,3,3,3,3,1,1,1
ACC0001809,BRW0006499,PERSONAL,614941.3,161422.17,45,LOW,CLOSED,1,71291.86,0,2,1208,1,0,2,2,2,0,0,1,1,0
ACC0001810,BRW0003799,CREDIT_CARD,574357.52,669142.85,5,LOW,CLOSED,0,0.0,0,2,1068,3,0,2,2,2,1,1,1,1,1
ACC0001811,BRW0011807,BNPL,242000.1,622665.71,180,LOW,WRITEOFF,0,0.0,0,3,1355,3,2,3,3,3,2,2,1,1,1
ACC0001812,BRW0001820,CREDIT_CARD,201869.19,501208.42,5,MEDIUM,WRITEOFF,0,0.0,0,5,2559,6,3,5,5,5,2,2,1,1,1
ACC0001813,BRW0003946,CONSUMER,47390.28,5264.21,0,NPA,CLOSED,1,112905.47,1,2,503,2,1,2,2,2,2,2,1,1,1
ACC0001814,BRW0002491,PERSONAL,358134.01,465244.15,0,HIGH,ACTIVE,0,0.0,0,2,976,2,4,2,2,2,2,2,1,1,1
ACC0001815,BRW0004565,BNPL,144359.77,170327.84,75,HIGH,ACTIVE,0,0.0,0,3,1510,2,1,3,3,3,0,0,1,1,0
ACC0001816,BRW0006652,BNPL,322365.77,345649.88,90,MEDIUM,ACTIVE,2,142713.18,1,5,1743,5,0,5,4,5,0,0,1,1,0
ACC0001817,BRW0011862,CONSUMER,23016.76,518086.34,30,MEDIUM,ACTIVE,0,0.0,0,3,1334,3,1,3,3,3,1,1,1,1,1
ACC0001818,BRW0011137,AUTO,444469.68,412939.65,75,LOW,WRITEOFF,1,115113.33,0,3,2011,5,1,3,3,3,1,1,1,1,1
ACC0001819,BRW0010213,CONSUMER,43567.64,268152.6,0,LOW,ACTIVE,1,34490.13,0,3,491,5,2,3,2,3,0,0,1,1,0
ACC0001820,BRW0000507,AUTO,581684.16,173815.7,120,LOW,PAID,2,99409.20999999999,1,7,3592,6,1,7,6,7,0,0,1,1,0
ACC0001821,BRW0004046,PERSONAL,575273.19,609234.6,15,LOW,WRITEOFF,0,0.0,0,2,1381,6,1,2,2,2,1,1,1,1,1
ACC0001822,BRW0006220,CREDIT_CARD,639609.3,587742.53,15,MEDIUM,CLOSED,0,0.0,0,4,2387,5,2,4,4,3,0,0,1,1,0
ACC0001823,BRW0000290,CREDIT_CARD,73934.16,697461.45,30,LOW,WRITEOFF,1,114920.22,0,4,1553,10,1,4,4,4,1,1,1,1,1
ACC0001824,BRW0005919,PERSONAL,516868.14,91019.38,15,LOW,WRITEOFF,0,0.0,0,4,1421,3,0,4,4,4,2,2,1,1,1
ACC0001825,BRW0005103,CREDIT_CARD,734353.54,477740.29,60,NPA,PAID,1,124123.26,0,3,1223,3,0,3,3,2,1,1,1,1,1
ACC0001826,BRW0003349,PERSONAL,176625.0,239907.96,120,NPA,CLOSED,0,0.0,0,0,0,9,0,0,0,0,0,0,0,1,0
ACC0001827,BRW0006284,CONSUMER,509930.01,420359.34,60,LOW,WRITEOFF,2,248877.43,1,7,3523,4,0,6,6,7,1,1,1,1,1
ACC0001828,BRW0004169,CREDIT_CARD,70173.16,86373.56,5,MEDIUM,WRITEOFF,1,147429.29,1,3,480,3,2,3,3,3,0,0,1,1,0
ACC0001829,BRW0003020,PERSONAL,701545.76,404084.22,0,LOW,WRITEOFF,0,0.0,0,2,1418,5,2,2,2,2,3,3,1,1,1
ACC0001830,BRW0001177,PERSONAL,343761.15,232785.61,1,NPA,WRITEOFF,0,0.0,0,3,1429,3,1,3,3,3,3,3,1,1,1
ACC0001831,BRW0009841,CONSUMER,127420.84,640519.93,120,HIGH,ACTIVE,2,149876.91,1,3,1340,5,0,3,3,3,1,1,1,1,1
ACC0001832,BRW0004605,CONSUMER,510155.51,270423.62,5,NPA,ACTIVE,0,0.0,0,2,1078,4,0,2,2,2,0,0,1,1,0
ACC0001833,BRW0010630,PERSONAL,728696.91,62431.44,5,LOW,CLOSED,0,0.0,0,2,1082,2,2,2,2,2,5,5,1,1,1
ACC0001834,BRW0008645,PERSONAL,767910.51,100008.15,90,NPA,CLOSED,0,0.0,0,2,1230,5,1,2,2,2,2,2,1,1,1
ACC0001835,BRW0002003,BNPL,164008.25,395718.55,90,LOW,WRITEOFF,2,237512.66,1,3,1656,5,2,3,3,3,2,2,1,1,1
ACC0001836,BRW0000281,AUTO,159021.24,379094.16,5,LOW,ACTIVE,1,82776.8,1,3,1178,2,2,3,3,3,2,2,1,1,1
ACC0001837,BRW0009696,AUTO,619137.18,311115.61,0,MEDIUM,ACTIVE,0,0.0,0,2,628,3,2,2,2,2,0,0,1,1,0
ACC0001838,BRW0010733,AUTO,381706.48,533429.06,1,NPA,ACTIVE,0,0.0,0,4,1689,5,2,3,3,4,3,3,1,1,1
ACC0001839,BRW0000195,PERSONAL,718457.32,23254.09,120,LOW,ACTIVE,0,0.0,0,6,2104,3,2,6,5,6,3,3,1,1,1
ACC0001840,BRW0006398,AUTO,360797.36,180736.1,15,NPA,CLOSED,0,0.0,0,3,1258,4,1,3,3,3,1,1,1,1,1
ACC0001841,BRW0010464,BNPL,532782.51,205089.32,5,HIGH,PAID,1,36244.04,1,1,174,4,1,1,1,1,2,2,1,1,1
ACC0001842,BRW0009144,PERSONAL,384079.4,411836.62,90,MEDIUM,ACTIVE,0,0.0,0,2,1077,3,1,2,2,2,1,1,1,1,1
ACC0001843,BRW0004067,AUTO,191978.08,619522.43,60,NPA,ACTIVE,2,154747.27000000002,1,2,829,3,2,2,2,2,2,2,1,1,1
ACC0001844,BRW0002049,CREDIT_CARD,101402.8,643354.14,120,LOW,CLOSED,2,167045.24000000002,1,5,1818,5,1,5,5,5,2,2,1,1,1
ACC0001845,BRW0001555,BNPL,455175.49,150903.56,180,NPA,ACTIVE,1,95217.25,1,3,831,3,0,3,3,3,2,2,1,1,1
ACC0001846,BRW0009221,AUTO,492099.07,394798.13,180,NPA,CLOSED,1,15914.05,1,1,499,8,1,1,1,1,1,1,1,1,1
ACC0001847,BRW0000216,BNPL,646838.2,575635.9,60,MEDIUM,CLOSED,0,0.0,0,3,1904,3,2,3,3,3,6,6,1,1,1
ACC0001848,BRW0005720,CREDIT_CARD,200462.61,411839.36,5,LOW,CLOSED,0,0.0,0,2,399,4,3,2,2,2,1,1,1,1,1
ACC0001849,BRW0004245,CONSUMER,68152.42,19892.89,1,NPA,PAID,1,57465.36,1,3,1359,3,1,3,2,3,2,2,1,1,1
ACC0001850,BRW0011917,CONSUMER,643146.1,91077.2,15,MEDIUM,WRITEOFF,0,0.0,0,2,438,5,2,2,2,2,0,0,1,1,0
ACC0001851,BRW0010789,AUTO,169787.0,345603.87,120,NPA,WRITEOFF,1,3641.29,0,6,2302,5,2,6,4,6,1,1,1,1,1
ACC0001852,BRW0000954,AUTO,565261.66,561151.48,75,NPA,ACTIVE,0,0.0,0,5,2313,4,2,5,5,5,4,4,1,1,1
ACC0001853,BRW0007840,CONSUMER,423495.13,390343.34,75,HIGH,ACTIVE,0,0.0,0,0,0,3,2,0,0,0,1,1,0,1,1
ACC0001854,BRW0002099,PERSONAL,244367.12,624154.86,45,LOW,CLOSED,1,124933.06,1,3,888,4,0,3,3,3,1,1,1,1,1
ACC0001855,BRW0003140,CREDIT_CARD,643143.24,56654.4,45,NPA,ACTIVE,1,33702.36,1,4,1785,4,2,4,4,4,0,0,1,1,0
ACC0001856,BRW0001673,CREDIT_CARD,432465.5,407297.41,90,NPA,WRITEOFF,1,114258.81,1,5,2099,6,1,5,5,5,3,3,1,1,1
ACC0001857,BRW0010349,BNPL,668729.57,205415.57,90,NPA,CLOSED,0,0.0,0,4,1976,3,1,4,3,4,1,1,1,1,1
ACC0001858,BRW0005470,BNPL,183753.31,670576.07,30,MEDIUM,ACTIVE,1,64444.8,1,3,1040,5,1,3,3,2,0,0,1,1,0
ACC0001859,BRW0001762,PERSONAL,780519.61,398199.32,45,MEDIUM,CLOSED,1,14125.76,1,1,636,0,4,1,1,1,1,1,1,0,1
ACC0001860,BRW0010951,AUTO,308866.53,171720.85,5,NPA,CLOSED,2,225946.66,1,2,924,3,3,2,2,2,0,0,1,1,0
ACC0001861,BRW0010385,AUTO,234606.56,266000.41,180,NPA,WRITEOFF,1,43502.98,1,3,1481,8,2,3,3,3,1,1,1,1,1
ACC0001862,BRW0004545,BNPL,29502.26,260228.84,1,HIGH,PAID,1,28396.36,1,6,2243,2,1,6,5,5,0,0,1,1,0
ACC0001863,BRW0008788,CONSUMER,556663.74,364116.53,75,LOW,PAID,0,0.0,0,1,707,2,1,1,1,1,1,1,1,1,1
ACC0001864,BRW0008568,BNPL,603490.77,361046.34,90,NPA,ACTIVE,0,0.0,0,3,1476,2,1,3,3,3,2,2,1,1,1
ACC0001865,BRW0006031,AUTO,717713.08,13681.25,120,MEDIUM,PAID,1,94318.85,1,3,368,5,2,3,3,3,0,0,1,1,0
ACC0001866,BRW0001979,CONSUMER,240665.03,43047.32,15,LOW,ACTIVE,2,89807.71,1,4,2207,3,2,4,3,3,3,3,1,1,1
ACC0001867,BRW0009535,PERSONAL,796355.77,677040.18,60,MEDIUM,CLOSED,1,71896.52,0,5,1126,4,1,5,4,5,1,1,1,1,1
ACC0001868,BRW0000219,BNPL,296834.75,472544.25,180,HIGH,PAID,1,58473.84,1,2,984,6,1,2,2,2,2,2,1,1,1
ACC0001869,BRW0000360,BNPL,676681.98,575229.63,45,HIGH,ACTIVE,1,145162.31,0,2,1166,4,2,2,2,2,0,0,1,1,0
ACC0001870,BRW0003564,AUTO,544481.84,609848.68,1,MEDIUM,ACTIVE,0,0.0,0,3,1804,3,0,3,3,2,1,1,1,1,1
ACC0001871,BRW0004219,AUTO,722510.72,156306.34,75,HIGH,PAID,0,0.0,0,6,3337,4,0,6,5,6,3,3,1,1,1
ACC0001872,BRW0000556,BNPL,109234.48,610935.77,75,MEDIUM,PAID,0,0.0,0,1,865,5,2,1,1,1,2,1,1,1,1
ACC0001873,BRW0006679,BNPL,239670.09,428951.88,30,HIGH,PAID,0,0.0,0,3,1168,6,1,3,3,3,0,0,1,1,0
ACC0001874,BRW0002809,AUTO,268090.42,690550.28,0,LOW,PAID,0,0.0,0,2,748,5,1,2,2,2,1,1,1,1,1
ACC0001875,BRW0011274,CREDIT_CARD,686414.81,546105.76,180,LOW,CLOSED,2,152039.07,1,1,519,3,3,1,1,1,0,0,1,1,0
ACC0001876,,AUTO,533922.81,103007.79,45,MEDIUM,PAID,1,47098.17,0,2,1077,5,1,2,2,2,5,5,1,1,1
ACC0001877,BRW0005977,BNPL,96858.92,453776.48,120,MEDIUM,WRITEOFF,0,0.0,0,7,3106,2,2,7,7,7,1,1,1,1,1
ACC0001878,BRW0009387,CREDIT_CARD,685894.24,576738.5,0,LOW,CLOSED,1,72962.27,1,2,751,5,0,2,2,2,2,2,1,1,1
ACC0001879,BRW0009572,PERSONAL,390513.92,105212.6,180,MEDIUM,CLOSED,1,24339.87,0,3,1112,3,0,3,2,3,1,1,1,1,1
ACC0001880,BRW0004999,AUTO,144945.0,503776.15,30,MEDIUM,ACTIVE,3,218321.53000000003,1,2,426,10,2,2,2,2,3,3,1,1,1
ACC0001881,BRW0000589,PERSONAL,298753.8,193592.91,5,LOW,CLOSED,1,13457.54,1,0,0,2,0,0,0,0,0,0,0,1,0
ACC0001882,BRW0007285,BNPL,218469.58,220701.56,1,MEDIUM,ACTIVE,1,50958.73,1,3,1696,5,3,3,3,3,1,1,1,1,1
ACC0001883,BRW0000677,BNPL,335943.59,19347.23,180,HIGH,CLOSED,0,0.0,0,1,537,5,1,1,1,1,3,3,1,1,1
ACC0001884,BRW0004977,AUTO,158467.93,229803.41,90,MEDIUM,CLOSED,0,0.0,0,2,1612,2,0,2,2,2,3,3,1,1,1
ACC0001885,BRW0000550,BNPL,31523.15,596596.75,5,LOW,ACTIVE,1,56055.6,1,4,2228,4,0,4,4,4,0,0,1,1,0
ACC0001886,BRW0003773,BNPL,208800.73,695306.68,75,NPA,WRITEOFF,0,0.0,0,4,1372,6,1,3,4,4,0,0,1,1,0
ACC0001887,BRW0009968,BNPL,772748.39,172367.41,45,NPA,WRITEOFF,0,0.0,0,3,1249,2,3,3,3,3,0,0,1,1,0
ACC0001888,BRW0007306,AUTO,405197.33,587233.45,30,LOW,WRITEOFF,1,82037.16,1,7,1169,2,0,7,7,7,1,1,1,1,1
ACC0001889,BRW0002337,BNPL,473456.51,681207.3,1,LOW,ACTIVE,2,118301.45999999999,1,3,942,3,0,3,3,3,4,4,1,1,1
ACC0001890,BRW0011468,BNPL,79141.66,688440.96,5,MEDIUM,WRITEOFF,0,0.0,0,1,784,4,1,1,1,1,2,2,1,1,1
ACC0001891,BRW0007891,AUTO,609387.08,340473.14,120,MEDIUM,ACTIVE,0,0.0,0,2,1120,6,2,2,2,2,4,4,1,1,1
ACC0001892,BRW0011050,AUTO,78168.45,500723.09,1,LOW,ACTIVE,1,88542.02,0,2,1491,4,2,2,2,2,0,0,1,1,0
ACC0001893,BRW0009933,AUTO,56776.96,619009.4,1,NPA,ACTIVE,1,17537.8,1,4,2155,4,0,4,4,4,3,3,1,1,1
ACC0001894,BRW0004995,PERSONAL,454703.95,696494.99,1,NPA,CLOSED,3,146998.98,1,3,1195,3,0,3,3,3,0,0,1,1,0
ACC0001895,BRW0002987,CONSUMER,339659.0,341364.95,1,HIGH,WRITEOFF,2,128522.28,0,1,858,2,1,1,1,1,1,1,1,1,1
ACC0001896,BRW0011766,AUTO,159230.5,624289.35,120,HIGH,CLOSED,0,0.0,0,3,580,5,0,1,3,3,3,3,1,1,1
ACC0001897,BRW0008344,CONSUMER,470637.58,92951.1,75,MEDIUM,CLOSED,0,0.0,0,2,1107,2,0,2,2,2,1,1,1,1,1
ACC0001898,,PERSONAL,636736.52,265860.22,90,NPA,ACTIVE,0,0.0,0,2,1069,4,2,2,2,2,1,1,1,1,1
ACC0001899,BRW0011138,AUTO,223055.14,180881.88,0,NPA,PAID,2,87613.83,1,5,2177,6,0,5,5,5,0,0,1,1,0
ACC0001900,BRW0009760,AUTO,298709.6,656911.5,5,LOW,PAID,1,7912.68,0,3,1380,3,0,2,3,3,1,1,1,1,1
ACC0001901,BRW0000081,BNPL,31080.23,282659.07,60,HIGH,ACTIVE,1,107235.47,1,2,822,2,2,2,2,2,3,3,1,1,1
ACC0001902,BRW0005048,PERSONAL,772054.2,563045.3,120,HIGH,CLOSED,1,131817.71,0,8,2461,4,1,7,5,7,2,2,1,1,1
ACC0001903,BRW0004615,BNPL,778440.37,458406.29,1,NPA,PAID,1,146001.6,1,7,3380,1,0,7,5,7,2,2,1,1,1
ACC0001904,BRW0005191,AUTO,652827.08,450607.62,90,HIGH,WRITEOFF,3,241561.39,1,0,0,2,0,0,0,0,1,1,0,1,1
ACC0001905,,BNPL,641065.23,333454.32,75,MEDIUM,CLOSED,0,0.0,0,4,2244,4,3,3,4,4,2,2,1,1,1
ACC0001906,BRW0010725,PERSONAL,576164.27,263832.64,30,NPA,ACTIVE,3,218538.12999999998,1,5,3726,3,1,5,3,5,0,0,1,1,0
ACC0001907,BRW0010299,BNPL,326695.8,388616.37,45,MEDIUM,ACTIVE,0,0.0,0,6,2701,6,0,6,5,6,1,1,1,1,1
ACC0001908,BRW0007510,CREDIT_CARD,500603.14,413720.01,30,HIGH,PAID,2,236492.08,0,3,1376,6,0,3,3,3,1,1,1,1,1
ACC0001909,BRW0009947,PERSONAL,330644.33,614387.44,120,NPA,ACTIVE,1,7829.36,1,4,845,6,2,4,4,4,0,0,1,1,0
ACC0001910,BRW0009571,CREDIT_CARD,641887.52,347980.12,75,HIGH,CLOSED,2,195382.38,0,4,1802,6,2,4,4,4,3,3,1,1,1
ACC0001911,BRW0000045,AUTO,606327.82,193927.52,60,MEDIUM,PAID,1,61847.51,1,4,2167,3,4,4,4,4,0,0,1,1,0
ACC0001912,BRW0002795,CREDIT_CARD,423111.07,140750.15,0,MEDIUM,ACTIVE,1,15547.19,0,2,855,4,1,2,2,2,1,1,1,1,1
ACC0001913,BRW0007210,PERSONAL,457900.92,32031.73,75,NPA,WRITEOFF,2,127198.63999999998,1,2,763,3,0,2,2,2,1,1,1,1,1
ACC0001914,BRW0008314,BNPL,797415.93,33195.42,90,NPA,ACTIVE,0,0.0,0,5,2534,4,3,5,5,5,3,3,1,1,1
ACC0001915,BRW0010014,BNPL,432045.75,261816.73,15,NPA,WRITEOFF,1,41824.5,1,4,1323,5,2,4,4,4,0,0,1,1,0
ACC0001916,BRW0001393,CONSUMER,216491.52,367224.2,90,MEDIUM,WRITEOFF,3,279860.47,1,6,4202,2,2,6,6,6,2,2,1,1,1
ACC0001917,BRW0004444,PERSONAL,706618.41,151692.38,30,NPA,ACTIVE,0,0.0,0,5,1523,7,2,5,4,5,1,1,1,1,1
ACC0001918,BRW0002506,CONSUMER,10055.11,322451.04,60,LOW,CLOSED,2,122125.48999999999,1,0,0,2,0,0,0,0,4,4,0,1,1
ACC0001919,BRW0007646,AUTO,315384.04,501214.29,0,NPA,WRITEOFF,1,112768.31,1,6,3149,3,0,6,4,6,2,2,1,1,1
ACC0001920,BRW0009995,CREDIT_CARD,130671.54,128921.09,120,HIGH,CLOSED,0,0.0,0,1,263,3,4,1,1,1,2,2,1,1,1
ACC0001921,BRW0011431,AUTO,503279.81,80079.85,120,MEDIUM,ACTIVE,0,0.0,0,2,705,7,0,2,2,2,1,1,1,1,1
ACC0001922,BRW0008576,BNPL,587253.3,70587.51,5,MEDIUM,PAID,0,0.0,0,2,870,6,0,2,2,2,2,2,1,1,1
ACC0001923,BRW0005764,CONSUMER,93581.3,407343.58,45,MEDIUM,CLOSED,1,138387.29,1,3,1217,4,3,3,3,3,4,4,1,1,1
ACC0001924,BRW0002635,AUTO,93268.19,696466.58,0,NPA,CLOSED,2,143857.17,1,3,1617,2,0,3,3,3,3,3,1,1,1
ACC0001925,BRW0003960,PERSONAL,87445.51,351701.17,15,NPA,CLOSED,0,0.0,0,4,1638,3,1,4,3,4,2,2,1,1,1
ACC0001926,BRW0008005,CREDIT_CARD,112044.7,174341.34,90,MEDIUM,PAID,0,0.0,0,2,1158,7,2,2,2,2,2,2,1,1,1
ACC0001927,BRW0011928,CONSUMER,711981.02,238804.14,30,LOW,CLOSED,1,21680.73,0,2,1110,3,0,2,2,2,1,1,1,1,1
ACC0001928,BRW0009927,AUTO,797145.6,494882.29,90,MEDIUM,WRITEOFF,2,267066.52,1,3,1412,3,0,3,3,2,1,1,1,1,1
ACC0001929,BRW0001742,CREDIT_CARD,238535.9,265819.89,180,MEDIUM,ACTIVE,1,41650.26,1,6,3205,2,0,6,5,6,4,4,1,1,1
ACC0001930,BRW0008954,PERSONAL,517415.86,584696.54,5,MEDIUM,ACTIVE,0,0.0,0,3,1363,4,2,3,3,3,2,2,1,1,1
ACC0001931,BRW0011553,PERSONAL,231163.59,226065.53,120,HIGH,WRITEOFF,0,0.0,0,6,2168,2,5,6,6,6,0,0,1,1,0
ACC0001932,BRW0008808,CREDIT_CARD,665067.81,320284.62,1,HIGH,PAID,0,0.0,0,3,1220,4,0,3,3,3,2,2,1,1,1
ACC0001933,BRW0001770,BNPL,502169.38,95186.24,5,MEDIUM,WRITEOFF,0,0.0,0,2,406,7,0,2,2,2,3,3,1,1,1
